"","player_name","teamName","overs","maidens","runs_given","wickets","economy","innings_number","opposition","match_format","venue","date","city","batting_position"
"10353","Z Khan",NA,"9.0","0","39","0","4.33","1","Sri Lanka","ODI","Dambulla","2004-07-18","",""
"10354","IK Pathan",NA,"12.0","3","39","0","3.25","3","Australia","Test","Chennai","2004-10-14","",""
"10355","Harbhajan Singh",NA,"9.0","0","39","0","4.33","1","Pakistan","ODI","Delhi","2005-04-17","",""
"10356","S Sreesanth",NA,"5.0","0","39","0","7.80","2","England","ODI","Delhi","2006-03-28","",""
"10357","MM Patel",NA,"7.0","1","39","0","5.57","1","West Indies","ODI","Kingston","2006-05-20","",""
"10358","S Sreesanth",NA,"9.0","1","39","0","4.33","2","West Indies","ODI","Port of Spain","2006-05-26","",""
"10359","VRV Singh",NA,"11.0","0","39","0","3.54","3","West Indies","Test","Gros Islet","2006-06-10","",""
"10360","I Sharma",NA,"5.0","0","39","0","7.80","2","Sri Lanka","ODI","Colombo (RPS)","2009-02-05","",""
"10361","Harbhajan Singh",NA,"8.0","0","39","0","4.87","1","New Zealand","ODI","Colombo (RPS)","2009-09-11","",""
"10362","Yuvraj Singh",NA,"8.0","0","39","0","4.87","2","Australia","ODI","Nagpur","2009-10-28","",""
"10363","AB Dinda",NA,"5.0","1","39","0","7.80","2","Sri Lanka","ODI","Dambulla","2010-06-22","",""
"10364","A Nehra",NA,"5.0","0","39","0","7.80","2","Sri Lanka","ODI","Dambulla","2010-08-22","",""
"10365","MM Patel",NA,"8.0","0","39","0","4.87","2","New Zealand","ODI","Guwahati","2010-11-28","",""
"10366","RG Sharma",NA,"5.0","0","39","0","7.80","2","West Indies","ODI","Indore","2011-12-08","",""
"10367","Z Khan",NA,"6.0","0","39","0","6.50","2","Sri Lanka","ODI","Hambantota","2012-07-24","",""
"10368","JD Unadkat",NA,"6.0","0","39","0","6.50","1","West Indies","ODI","Kochi","2013-11-21","",""
"10369","R Ashwin",NA,"4.0","0","39","0","9.75","2","West Indies","T20I","Kingston","2017-07-09","",""
"10370","JJ Bumrah",NA,"7.0","1","39","0","5.57","2","Australia","ODI","Kolkata","2017-09-21","",""
"10371","AR Patel",NA,"3.0","0","39","0","13.00","1","New Zealand","T20I","Rajkot","2017-11-04","",""
"10372","HH Pandya",NA,"5.3","0","39","0","7.09","2","England","ODI","Leeds","2018-07-17","",""
"10373","B Kumar",NA,"4.0","0","39","0","9.75","1","West Indies","T20I","Chennai","2018-11-11","",""
"10374","Kuldeep Yadav",NA,"8.0","0","39","0","4.87","1","New Zealand","ODI","Mount Maunganui","2019-01-28","",""
"10375","PR Umrigar",NA,"15.0","1","40","0","2.66","2","Australia","Test","Kanpur","1959-12-19","",""
"10376","ED Solkar",NA,"19.0","4","40","0","2.10","1","West Indies","Test","Bridgetown","1971-04-01","",""
"10377","ED Solkar",NA,"9.0","2","40","0","4.44","1","West Indies","Test","Port of Spain","1976-04-07","",""
"10378","BS Bedi",NA,"12.0","4","40","0","3.33","3","Pakistan","Test","Faisalabad","1978-10-16","",""
"10379","DR Doshi",NA,"10.0","0","40","0","4.00","2","Australia","ODI","Sydney","1980-12-18","",""
"10380","RJ Shastri",NA,"16.0","3","40","0","2.50","3","England","Test","The Oval","1982-07-08","",""
"10381","RS Ghai",NA,"8.0","0","40","0","5.00","2","England","ODI","Cuttack","1984-12-27","",""
"10382","C Sharma",NA,"7.0","1","40","0","5.71","1","Pakistan","ODI","Sharjah","1985-11-17","",""
"10383","RJ Shastri",NA,"10.0","1","40","0","4.00","2","Australia","ODI","Melbourne","1986-02-09","",""
"10384","RJ Shastri",NA,"8.0","0","40","0","5.00","1","Sri Lanka","ODI","Sharjah","1986-04-13","",""
"10385","RJ Shastri",NA,"8.0","0","40","0","5.00","1","Sri Lanka","ODI","Sharjah","1986-11-27","",""
"10386","RJ Shastri",NA,"7.0","0","40","0","5.71","1","Sri Lanka","ODI","Delhi","1987-01-13","",""
"10387","M Prabhakar",NA,"9.0","1","40","0","4.44","1","England","ODI","Mumbai","1987-11-05","",""
"10388","ND Hirwani",NA,"9.0","0","40","0","4.44","2","West Indies","ODI","Thiruvananthapuram","1988-01-25","",""
"10389","ND Hirwani",NA,"18.0","7","40","0","2.22","2","New Zealand","Test","Napier","1990-02-09","",""
"10390","RJ Shastri",NA,"8.0","0","40","0","5.00","2","Australia","ODI","Sydney","1992-01-14","",""
"10391","ST Banerjee",NA,"6.0","1","40","0","6.66","2","New Zealand","ODI","Dunedin","1992-03-12","",""
"10392","RK Chauhan",NA,"9.0","0","40","0","4.44","1","Sri Lanka","ODI","Hyderabad (Deccan)","1994-02-18","",""
"10393","N Kapil Dev",NA,"8.0","0","40","0","5.00","2","New Zealand","ODI","Wellington","1994-03-30","",""
"10394","A Kumble",NA,"10.0","0","40","0","4.00","2","New Zealand","ODI","Jamshedpur","1995-11-15","",""
"10395","BKV Prasad",NA,"7.0","0","40","0","5.71","2","Zimbabwe","ODI","Kanpur","1996-03-06","",""
"10396","AR Kapoor",NA,"10.0","0","40","0","4.00","1","Sri Lanka","ODI","Kolkata","1996-03-13","",""
"10397","SR Tendulkar",NA,"7.0","0","40","0","5.71","1","South Africa","ODI","Sharjah","1996-04-14","",""
"10398","A Kumble",NA,"10.0","1","40","0","4.00","2","Sri Lanka","ODI","Colombo (RPS)","1996-08-28","",""
"10399","J Srinath",NA,"10.0","0","40","0","4.00","1","Pakistan","ODI","Toronto","1996-09-23","",""
"10400","A Kumble",NA,"9.4","1","40","0","4.13","2","South Africa","ODI","Rajkot","1996-10-29","",""
"10401","ND Hirwani",NA,"11.0","1","40","0","3.63","3","South Africa","Test","Kolkata","1996-11-27","",""
"10402","RR Singh",NA,"8.0","0","40","0","5.00","1","South Africa","ODI","Bloemfontein","1997-01-23","",""
"10403","BKV Prasad",NA,"10.0","0","40","0","4.00","1","New Zealand","ODI","Bengaluru","1997-05-14","",""
"10404","RK Chauhan",NA,"10.0","2","40","0","4.00","2","Pakistan","ODI","Hyderabad (Sind)","1997-09-28","",""
"10405","RR Singh",NA,"7.0","0","40","0","5.71","1","Zimbabwe","ODI","Bulawayo","1998-09-27","",""
"10406","SB Joshi",NA,"7.0","0","40","0","5.71","1","Pakistan","ODI","Sharjah","1999-04-13","",""
"10407","J Srinath",NA,"8.0","0","40","0","5.00","2","Sri Lanka","ODI","Colombo (SSC)","1999-08-29","",""
"10408","M Kartik",NA,"24.0","7","40","0","1.66","1","Zimbabwe","Test","Delhi","2000-11-18","",""
"10409","AB Agarkar",NA,"5.0","0","40","0","8.00","1","England","ODI","Kanpur","2002-01-28","",""
"10410","Z Khan",NA,"10.0","2","40","0","4.00","1","England","ODI","Colombo (RPS)","2002-09-22","",""
"10411","Harbhajan Singh",NA,"10.0","0","40","0","4.00","2","England","ODI","Durban","2003-02-26","",""
"10412","SR Tendulkar",NA,"7.0","0","40","0","5.71","4","New Zealand","Test","Ahmedabad","2003-10-08","",""
"10413","SR Tendulkar",NA,"8.0","0","40","0","5.00","2","New Zealand","ODI","Hyderabad (Deccan)","2003-11-15","",""
"10414","SC Ganguly",NA,"5.0","0","40","0","8.00","1","Australia","ODI","Melbourne","2004-01-09","",""
"10415","L Balaji",NA,"5.5","0","40","0","6.85","2","Australia","ODI","Sydney","2004-01-22","",""
"10416","D Mongia",NA,"4.1","0","40","0","9.60","2","Pakistan","ODI","Kanpur","2005-04-15","",""
"10417","D Mongia",NA,"7.0","0","40","0","5.71","1","Pakistan","ODI","Delhi","2005-04-17","",""
"10418","Harbhajan Singh",NA,"10.0","0","40","0","4.00","1","Sri Lanka","ODI","Colombo (RPS)","2005-08-09","",""
"10419","IK Pathan",NA,"5.0","1","40","0","8.00","2","New Zealand","ODI","Harare","2005-09-06","",""
"10420","A Nehra",NA,"6.0","0","40","0","6.66","2","New Zealand","ODI","Harare","2005-09-06","",""
"10421","AB Agarkar",NA,"16.0","4","40","0","2.50","2","Sri Lanka","Test","Delhi","2005-12-10","",""
"10422","SR Tendulkar",NA,"9.0","0","40","0","4.44","3","Pakistan","Test","Karachi","2006-01-29","",""
"10423","AB Agarkar",NA,"10.0","2","40","0","4.00","1","Sri Lanka","ODI","Margao","2007-02-14","",""
"10424","Z Khan",NA,"9.0","1","40","0","4.44","2","England","ODI","Lord's","2007-09-08","",""
"10425","AB Agarkar",NA,"4.0","0","40","0","10.00","1","New Zealand","T20I","Johannesburg","2007-09-16","",""
"10426","RA Jadeja",NA,"6.0","0","40","0","6.66","1","Sri Lanka","ODI","Colombo (RPS)","2009-02-08","",""
"10427","A Mishra",NA,"10.0","0","40","0","4.00","1","Sri Lanka","ODI","Bulawayo","2010-05-30","",""
"10428","RA Jadeja",NA,"7.0","0","40","0","5.71","1","New Zealand","ODI","Vadodara","2010-12-04","",""
"10429","Z Khan",NA,"8.0","0","40","0","5.00","1","New Zealand","ODI","Bengaluru","2010-12-07","",""
"10430","RG Sharma",NA,"11.0","0","40","0","3.63","3","New Zealand","Test","Wellington","2014-02-14","",""
"10431","SK Raina",NA,"10.0","0","40","0","4.00","1","Bangladesh","ODI","Dhaka","2015-06-18","",""
"10432","B Kumar",NA,"4.0","0","40","0","10.00","2","South Africa","T20I","Dharamsala","2015-10-02","",""
"10433","MM Sharma",NA,"4.0","0","40","0","10.00","2","South Africa","T20I","Dharamsala","2015-10-02","",""
"10434","I Sharma",NA,"13.0","3","40","0","3.07","1","South Africa","Test","Bengaluru","2015-11-14","",""
"10435","BB Sran",NA,"8.0","0","40","0","5.00","1","Zimbabwe","ODI","Harare","2016-06-15","",""
"10436","Mohammed Shami",NA,"13.0","1","40","0","3.07","2","New Zealand","Test","Indore","2016-10-08","",""
"10437","AR Patel",NA,"7.0","0","40","0","5.71","2","New Zealand","ODI","Kanpur","2017-10-29","",""
"10438","YS Chahal",NA,"10.0","0","40","0","4.00","1","Bangladesh","ODI","Dubai (DSC)","2018-09-21","",""
"10439","KH Pandya",NA,"4.0","0","40","0","10.00","1","West Indies","T20I","Chennai","2018-11-11","",""
"10440","CT Sarwate",NA,"5.0","0","41","0","6.15","3","Australia","Test","Melbourne","1948-01-01","",""
"10441","SP Gupte",NA,"18.0","5","41","0","2.27","1","Pakistan","Test","Kolkata","1960-12-30","",""
"10442","BS Chandrasekhar",NA,"12.0","2","41","0","3.41","4","West Indies","Test","Chennai","1967-01-13","",""
"10443","S Venkataraghavan",NA,"12.0","0","41","0","3.41","1","England","ODI","Lord's","1975-06-07","",""
"10444","S Madan Lal",NA,"9.0","1","41","0","4.55","2","England","Test","Chennai","1982-01-13","",""
"10445","RJ Shastri",NA,"6.0","0","41","0","6.83","1","Pakistan","ODI","Gujranwala","1982-12-03","",""
"10446","RMH Binny",NA,"16.0","1","41","0","2.56","3","England","Test","Birmingham","1986-07-03","",""
"10447","RMH Binny",NA,"7.0","1","41","0","5.85","1","Australia","ODI","Jaipur","1986-09-07","",""
"10448","C Sharma",NA,"9.0","0","41","0","4.55","2","Australia","ODI","Srinagar","1986-09-09","",""
"10449","RMH Binny",NA,"9.0","0","41","0","4.55","1","West Indies","ODI","Sharjah","1986-11-30","",""
"10450","Maninder Singh",NA,"10.0","0","41","0","4.10","2","Pakistan","ODI","Hyderabad (Deccan)","1987-03-20","",""
"10451","N Kapil Dev",NA,"10.0","0","41","0","4.10","1","Australia","ODI","Chennai","1987-10-09","",""
"10452","RJ Shastri",NA,"10.0","0","41","0","4.10","2","West Indies","ODI","Sharjah","1988-10-16","",""
"10453","ND Hirwani",NA,"7.0","0","41","0","5.85","1","Pakistan","ODI","Sharjah","1988-10-19","",""
"10454","RJ Shastri",NA,"11.0","2","41","0","3.72","4","West Indies","Test","Bridgetown","1989-04-07","",""
"10455","RJ Shastri",NA,"10.0","1","41","0","4.10","2","West Indies","ODI","Sharjah","1989-10-13","",""
"10456","ST Banerjee",NA,"6.0","0","41","0","6.83","2","Australia","ODI","Hobart","1991-12-10","",""
"10457","RK Chauhan",NA,"10.0","2","41","0","4.10","1","West Indies","ODI","Ahmedabad","1993-11-16","",""
"10458","A Jadeja",NA,"8.0","0","41","0","5.12","1","New Zealand","ODI","Napier","1994-03-25","",""
"10459","SLV Raju",NA,"7.0","0","41","0","5.85","2","West Indies","ODI","Visakhapatnam","1994-11-07","",""
"10460","SR Tendulkar",NA,"10.0","0","41","0","4.10","2","Sri Lanka","ODI","Delhi","1996-03-02","",""
"10461","AB Agarkar",NA,"10.0","1","41","0","4.10","1","Zimbabwe","ODI","Sharjah","1998-11-11","",""
"10462","BKV Prasad",NA,"8.0","1","41","0","5.12","2","New Zealand","ODI","Taupo","1999-01-09","",""
"10463","BKV Prasad",NA,"8.0","0","41","0","5.12","2","Sri Lanka","ODI","Taunton","1999-05-26","",""
"10464","R Vijay Bharadwaj",NA,"8.0","0","41","0","5.12","2","New Zealand","ODI","Gwalior","1999-11-11","",""
"10465","T Kumaran",NA,"5.0","0","41","0","8.20","1","South Africa","ODI","Kochi","2000-03-09","",""
"10466","SR Tendulkar",NA,"10.0","0","41","0","4.10","1","Pakistan","ODI","Dhaka","2000-06-03","",""
"10467","M Kartik",NA,"24.0","9","41","0","1.70","1","Bangladesh","Test","Dhaka","2000-11-10","",""
"10468","Harbhajan Singh",NA,"8.0","0","41","0","5.12","2","Australia","ODI","Bengaluru","2001-03-25","",""
"10469","Z Khan",NA,"11.0","1","41","0","3.72","3","England","Test","Lord's","2002-07-25","",""
"10470","A Nehra",NA,"7.3","0","41","0","5.46","2","South Africa","ODI","Colombo (RPS)","2002-09-25","",""
"10471","L Balaji",NA,"9.2","0","41","0","4.39","2","Pakistan","ODI","Peshawar","2004-03-19","",""
"10472","AB Agarkar",NA,"5.0","0","41","0","8.20","2","South Africa","ODI","Kolkata","2005-11-25","",""
"10473","AB Agarkar",NA,"10.0","0","41","0","4.10","2","Bangladesh","ODI","Port of Spain","2007-03-17","",""
"10474","PP Chawla",NA,"8.0","0","41","0","5.12","1","South Africa","ODI","Belfast","2007-06-29","",""
"10475","RR Powar",NA,"9.0","0","41","0","4.55","1","Scotland","ODI","Glasgow","2007-08-16","",""
"10476","P Kumar",NA,"9.2","0","41","0","4.39","1","Australia","ODI","Mohali","2009-11-02","",""
"10477","MM Patel",NA,"9.0","0","41","0","4.55","1","Sri Lanka","ODI","Mumbai","2011-04-02","",""
"10478","P Kumar",NA,"4.0","0","41","0","10.25","2","England","ODI","Southampton","2011-09-06","",""
"10479","RA Jadeja",NA,"2.4","0","41","0","15.37","1","Australia","ODI","Melbourne","2012-02-05","",""
"10480","R Ashwin",NA,"2.0","0","41","0","20.50","1","Australia","T20I","Rajkot","2013-10-10","",""
"10481","B Kumar",NA,"7.0","2","41","0","5.85","1","Australia","ODI","Pune","2013-10-13","",""
"10482","R Ashwin",NA,"10.0","0","41","0","4.10","2","New Zealand","ODI","Hamilton","2014-01-28","",""
"10483","I Sharma",NA,"14.0","3","41","0","2.92","3","Australia","Test","Adelaide","2014-12-09","",""
"10484","AR Patel",NA,"9.0","1","41","0","4.55","1","New Zealand","ODI","Dharamsala","2016-10-16","",""
"10485","RA Jadeja",NA,"3.3","0","41","0","11.71","2","West Indies","T20I","Kingston","2017-07-09","",""
"10486","B Kumar",NA,"9.0","2","41","0","4.55","1","Sri Lanka","ODI","Pallekele","2017-08-27","",""
"10487","HH Pandya",NA,"7.0","0","41","0","5.85","1","South Africa","ODI","Durban","2018-02-01","",""
"10488","B Kumar",NA,"7.0","0","41","0","5.85","2","South Africa","ODI","Cape Town","2018-02-07","",""
"10489","YS Chahal",NA,"10.0","0","41","0","4.10","2","England","ODI","Leeds","2018-07-17","",""
"10490","SN Thakur",NA,"4.0","0","41","0","10.25","2","Hong Kong","ODI","Dubai (DSC)","2018-09-18","",""
"10491","L Amarnath",NA,"9.0","0","42","0","3.50","1","Australia","Test","Adelaide","1948-01-23","",""
"10492","CG Borde",NA,"12.0","2","42","0","3.50","2","England","Test","Delhi","1964-02-08","",""
"10493","SA Durani",NA,"13.0","4","42","0","3.23","4","West Indies","Test","Mumbai (BS)","1966-12-13","",""
"10494","SA Durani",NA,"14.0","0","42","0","3.00","3","West Indies","Test","Kingston","1971-02-18","",""
"10495","S Abid Ali",NA,"13.2","5","42","0","3.15","1","West Indies","Test","Georgetown","1971-03-19","",""
"10496","EAS Prasanna",NA,"25.0","12","42","0","1.68","4","West Indies","Test","Kolkata","1974-12-27","",""
"10497","RMH Binny",NA,"10.0","1","42","0","4.20","1","Pakistan","Test","Chennai","1980-01-15","",""
"10498","RMH Binny",NA,"9.2","1","42","0","4.50","2","Australia","ODI","Melbourne","1981-01-11","",""
"10499","NS Yadav",NA,"17.0","7","42","0","2.47","1","England","Test","Kolkata","1982-01-01","",""
"10500","RMH Binny",NA,"18.0","2","42","0","2.33","2","Pakistan","Test","Bengaluru","1983-09-14","",""
"10501","C Sharma",NA,"8.2","0","42","0","5.04","2","Australia","ODI","Melbourne","1986-02-09","",""
"10502","Maninder Singh",NA,"10.0","0","42","0","4.20","1","Australia","ODI","Jaipur","1986-09-07","",""
"10503","Maninder Singh",NA,"7.0","0","42","0","6.00","1","Australia","ODI","Hyderabad (Deccan)","1986-09-24","",""
"10504","RJ Shastri",NA,"18.0","5","42","0","2.33","3","Pakistan","Test","Chennai","1987-02-03","",""
"10505","ND Hirwani",NA,"10.0","0","42","0","4.20","2","West Indies","ODI","Port of Spain","1989-03-09","",""
"10506","N Kapil Dev",NA,"8.0","0","42","0","5.25","4","West Indies","Test","Bridgetown","1989-04-07","",""
"10507","C Sharma",NA,"9.0","0","42","0","4.66","1","Pakistan","ODI","Sharjah","1989-10-20","",""
"10508","SLV Raju",NA,"10.0","0","42","0","4.20","1","Sri Lanka","ODI","Cuttack","1990-12-28","",""
"10509","N Kapil Dev",NA,"10.0","1","42","0","4.20","1","Australia","ODI","Sydney","1992-01-20","",""
"10510","RK Chauhan",NA,"10.0","1","42","0","4.20","2","Sri Lanka","Test","Colombo (SSC)","1993-07-27","",""
"10511","A Kumble",NA,"8.0","0","42","0","5.25","2","Zimbabwe","ODI","Indore","1993-11-18","",""
"10512","PS Vaidya",NA,"6.0","0","42","0","7.00","1","South Africa","ODI","Sharjah","1996-04-14","",""
"10513","SA Ankola",NA,"10.0","0","42","0","4.20","2","South Africa","ODI","Port Elizabeth","1997-02-02","",""
"10514","A Kuruvilla",NA,"6.0","1","42","0","7.00","2","Pakistan","ODI","Lahore","1997-10-02","",""
"10515","SLV Raju",NA,"17.0","2","42","0","2.47","1","Australia","Test","Kolkata","1998-03-18","",""
"10516","HH Kanitkar",NA,"9.0","0","42","0","4.66","1","New Zealand","ODI","Colombo (RPS)","1998-06-23","",""
"10517","J Srinath",NA,"7.0","0","42","0","6.00","2","Sri Lanka","ODI","Nagpur","1999-03-22","",""
"10518","A Kumble",NA,"8.0","0","42","0","5.25","2","Australia","ODI","Nairobi (Gym)","2000-10-07","",""
"10519","Harbhajan Singh",NA,"9.0","0","42","0","4.66","1","Zimbabwe","ODI","Bulawayo","2001-06-27","",""
"10520","Harvinder Singh",NA,"9.0","1","42","0","4.66","1","Kenya","ODI","Port Elizabeth","2001-10-17","",""
"10521","Z Khan",NA,"7.0","0","42","0","6.00","2","Zimbabwe","ODI","Mohali","2002-03-10","",""
"10522","SC Ganguly",NA,"5.0","0","42","0","8.40","2","England","Test","Nottingham","2002-08-08","",""
"10523","Harbhajan Singh",NA,"10.0","0","42","0","4.20","1","England","ODI","Colombo (RPS)","2002-09-22","",""
"10524","J Srinath",NA,"6.0","0","42","0","7.00","2","West Indies","ODI","Vadodara","2002-11-18","",""
"10525","A Nehra",NA,"8.0","0","42","0","5.25","1","New Zealand","ODI","Napier","2002-12-29","",""
"10526","AB Agarkar",NA,"6.0","0","42","0","7.00","2","Australia","ODI","Gwalior","2003-10-26","",""
"10527","M Kartik",NA,"6.0","0","42","0","7.00","1","Sri Lanka","ODI","Jaipur","2005-10-31","",""
"10528","Harbhajan Singh",NA,"10.0","1","42","0","4.20","2","West Indies","ODI","Port of Spain","2006-05-26","",""
"10529","PP Chawla",NA,"7.0","0","42","0","6.00","1","England","ODI","Southampton","2007-08-21","",""
"10530","RP Singh",NA,"8.0","1","42","0","5.25","1","Pakistan","ODI","Guwahati","2007-11-05","",""
"10531","S Sreesanth",NA,"12.0","0","42","0","3.50","3","South Africa","Test","Chennai","2008-03-26","",""
"10532","I Sharma",NA,"5.0","0","42","0","8.40","1","Australia","ODI","Mohali","2009-11-02","",""
"10533","RA Jadeja",NA,"9.1","0","42","0","4.58","2","Sri Lanka","ODI","Nagpur","2009-12-18","",""
"10534","P Kumar",NA,"7.0","0","42","0","6.00","1","New Zealand","ODI","Bengaluru","2010-12-07","",""
"10535","A Nehra",NA,"7.0","0","42","0","6.00","1","South Africa","ODI","Cape Town","2011-01-18","",""
"10536","Yuvraj Singh",NA,"7.0","0","42","0","6.00","2","Bangladesh","ODI","Dhaka","2011-02-19","",""
"10537","SK Raina",NA,"8.0","0","42","0","5.25","3","England","Test","Nottingham","2011-07-29","",""
"10538","I Sharma",NA,"15.0","3","42","0","2.80","3","England","Test","Nagpur","2012-12-13","",""
"10539","P Awana",NA,"4.0","0","42","0","10.50","2","England","T20I","Mumbai","2012-12-22","",""
"10540","AB Dinda",NA,"7.0","0","42","0","6.00","1","Pakistan","ODI","Kolkata","2013-01-03","",""
"10541","SK Raina",NA,"7.0","0","42","0","6.00","2","West Indies","ODI","Visakhapatnam","2013-11-24","",""
"10542","UT Yadav",NA,"6.0","0","42","0","7.00","2","England","ODI","Brisbane","2015-01-20","",""
"10543","B Kumar",NA,"9.0","0","42","0","4.66","2","Australia","ODI","Perth","2016-01-12","",""
"10544","SN Thakur",NA,"3.3","0","42","0","12.00","2","Sri Lanka","T20I","Colombo (RPS)","2018-03-06","",""
"10545","CS Nayudu",NA,"13.0","1","43","0","3.30","1","England","Test","Chennai","1934-02-10","",""
"10546","SP Gupte",NA,"13.0","0","43","0","3.30","1","England","Test","Kolkata","1951-12-30","",""
"10547","L Amarnath",NA,"22.0","5","43","0","1.95","3","England","Test","Kolkata","1951-12-30","",""
"10548","GS Ramchand",NA,"17.0","3","43","0","2.52","4","England","Test","Leeds","1952-06-05","",""
"10549","SG Shinde",NA,"6.0","0","43","0","7.16","2","England","Test","Lord's","1952-06-19","",""
"10550","S Venkataraghavan",NA,"14.0","3","43","0","3.07","1","West Indies","Test","Kolkata","1966-12-31","",""
"10551","ED Solkar",NA,"11.0","1","43","0","3.90","1","Australia","Test","Delhi","1969-11-28","",""
"10552","M Amarnath",NA,"10.0","1","43","0","4.30","3","Pakistan","Test","Faisalabad","1978-10-16","",""
"10553","S Madan Lal",NA,"7.0","1","43","0","6.14","3","Sri Lanka","Test","Chennai","1982-09-17","",""
"10554","TAP Sekhar",NA,"14.0","1","43","0","3.07","2","Pakistan","Test","Karachi","1983-01-30","",""
"10555","Maninder Singh",NA,"16.0","2","43","0","2.68","3","West Indies","Test","Kolkata","1987-12-26","",""
"10556","WV Raman",NA,"10.0","1","43","0","4.30","2","Australia","ODI","Hamilton","1990-03-08","",""
"10557","Arshad Ayub",NA,"8.0","0","43","0","5.37","2","Sri Lanka","ODI","Nagpur","1990-12-01","",""
"10558","SLV Raju",NA,"6.0","0","43","0","7.16","2","South Africa","ODI","Adelaide","1992-03-15","",""
"10559","N Kapil Dev",NA,"10.0","1","43","0","4.30","2","South Africa","ODI","Cape Town","1992-12-07","",""
"10560","RK Chauhan",NA,"10.0","1","43","0","4.30","1","West Indies","ODI","Mumbai","1994-10-20","",""
"10561","SR Tendulkar",NA,"10.0","0","43","0","4.30","1","South Africa","ODI","Hamilton","1995-02-18","",""
"10562","BKV Prasad",NA,"10.0","0","43","0","4.30","2","South Africa","ODI","Sharjah","1996-04-17","",""
"10563","BKV Prasad",NA,"4.0","0","43","0","10.75","2","Sri Lanka","ODI","Colombo (RPS)","1997-07-26","",""
"10564","A Kuruvilla",NA,"8.0","1","43","0","5.37","2","Pakistan","ODI","Sharjah","1997-12-14","",""
"10565","SV Bahutule",NA,"8.0","0","43","0","5.37","1","Bangladesh","ODI","Dhaka","1998-01-10","",""
"10566","BKV Prasad",NA,"8.0","0","43","0","5.37","2","Zimbabwe","ODI","Vadodara","1998-04-05","",""
"10567","RR Singh",NA,"8.0","0","43","0","5.37","1","Pakistan","ODI","Sharjah","1999-04-08","",""
"10568","RR Singh",NA,"7.0","0","43","0","6.14","2","England","ODI","Sharjah","1999-04-09","",""
"10569","SR Tendulkar",NA,"9.0","1","43","0","4.77","1","South Africa","ODI","Vadodara","2000-03-17","",""
"10570","A Kumble",NA,"9.0","0","43","0","4.77","1","Bangladesh","ODI","Dhaka","2000-05-30","",""
"10571","SB Joshi",NA,"8.0","0","43","0","5.37","1","Zimbabwe","ODI","Cuttack","2000-12-02","",""
"10572","SR Tendulkar",NA,"12.0","0","43","0","3.58","3","Australia","Test","Chennai","2001-03-18","",""
"10573","Z Khan",NA,"9.0","0","43","0","4.77","2","Australia","ODI","Margao","2001-04-06","",""
"10574","DS Mohanty",NA,"5.0","0","43","0","8.60","1","West Indies","ODI","Harare","2001-07-07","",""
"10575","A Kumble",NA,"10.0","0","43","0","4.30","1","England","ODI","Mumbai","2002-02-03","",""
"10576","A Kumble",NA,"10.0","0","43","0","4.30","1","Sri Lanka","ODI","The Oval","2002-06-30","",""
"10577","Z Khan",NA,"10.0","0","43","0","4.30","1","Sri Lanka","ODI","Colombo (RPS)","2002-09-29","",""
"10578","A Kumble",NA,"6.2","0","43","0","6.78","4","Australia","Test","Melbourne","2003-12-26","",""
"10579","Z Khan",NA,"9.0","1","43","0","4.77","1","Sri Lanka","ODI","Colombo (RPS)","2005-08-09","",""
"10580","AB Agarkar",NA,"6.1","0","43","0","6.97","2","New Zealand","ODI","Harare","2005-09-06","",""
"10581","MM Patel",NA,"7.0","0","43","0","6.14","3","West Indies","Test","Basseterre","2006-06-22","",""
"10582","V Sehwag",NA,"10.0","0","43","0","4.30","1","Australia","ODI","Kuala Lumpur","2006-09-16","",""
"10583","PP Chawla",NA,"10.0","0","43","0","4.30","2","England","ODI","Manchester","2007-08-30","",""
"10584","SC Ganguly",NA,"7.0","0","43","0","6.14","1","England","ODI","The Oval","2007-09-05","",""
"10585","RP Singh",NA,"9.0","1","43","0","4.77","3","South Africa","Test","Chennai","2008-03-26","",""
"10586","A Nehra",NA,"7.0","0","43","0","6.14","2","Sri Lanka","ODI","Colombo (RPS)","2009-09-14","",""
"10587","Z Khan",NA,"6.0","0","43","0","7.16","1","Bangladesh","ODI","Dhaka","2010-01-07","",""
"10588","SK Raina",NA,"6.0","1","43","0","7.16","3","England","Test","Lord's","2011-07-21","",""
"10589","RA Jadeja",NA,"10.0","0","43","0","4.30","1","Sri Lanka","ODI","Brisbane","2012-02-21","",""
"10590","B Kumar",NA,"9.0","1","43","0","4.77","1","Australia","Test","Delhi","2013-03-22","",""
"10591","HH Pandya",NA,"4.0","0","43","0","10.75","2","West Indies","T20I","Mumbai","2016-03-31","",""
"10592","JD Unadkat",NA,"4.0","0","43","0","10.75","1","Zimbabwe","T20I","Harare","2016-06-18","",""
"10593","R Ashwin",NA,"17.0","5","43","0","2.52","2","West Indies","Test","North Sound","2016-07-21","",""
"10594","B Kumar",NA,"4.0","0","43","0","10.75","1","West Indies","T20I","Lauderhill","2016-08-27","",""
"10595","UT Yadav",NA,"16.0","4","43","0","2.68","1","Sri Lanka","Test","Nagpur","2017-11-24","",""
"10596","B Kumar",NA,"7.0","0","43","0","6.14","2","South Africa","ODI","Port Elizabeth","2018-02-13","",""
"10597","VS Hazare",NA,"12.0","1","44","0","3.66","1","West Indies","Test","Chennai","1949-01-27","",""
"10598","DG Phadkar",NA,"27.0","8","44","0","1.62","2","England","Test","Lord's","1952-06-19","",""
