"","player_name","teamName","overs","maidens","runs_given","wickets","economy","innings_number","opposition","match_format","venue","date","city","batting_position"
"7169","S Abid Ali",NA,"2.0","1","1","0","0.50","4","New Zealand","Test","Mumbai (BS)","1969-09-25","",""
"7170","BS Bedi",NA,"2.0","1","1","0","0.50","4","West Indies","Test","Port of Spain","1971-04-13","",""
"7171","SM Gavaskar",NA,"1.0","0","1","0","1.00","1","England","Test","The Oval","1971-08-19","",""
"7172","SM Gavaskar",NA,"1.0","0","1","0","1.00","4","England","Test","Delhi","1972-12-20","",""
"7173","AD Gaekwad",NA,"1.0","0","1","0","1.00","3","West Indies","Test","Mumbai","1975-01-23","",""
"7174","AD Gaekwad",NA,"1.0","0","1","0","1.00","1","England","Test","Delhi","1976-12-17","",""
"7175","N Kapil Dev",NA,"3.0","2","1","0","0.33","3","Australia","Test","Bengaluru","1979-09-19","",""
"7176","M Amarnath",NA,"2.0","1","1","0","0.50","3","Australia","Test","Mumbai","1979-11-03","",""
"7177","RMH Binny",NA,"3.0","2","1","0","0.33","3","Pakistan","Test","Bengaluru","1979-11-21","",""
"7178","Yashpal Sharma",NA,"3.0","2","1","0","0.33","1","England","Test","Lord's","1982-06-10","",""
"7179","S Madan Lal",NA,"1.0","0","1","0","1.00","3","Pakistan","Test","Jalandhar","1983-09-24","",""
"7180","RJ Shastri",NA,"3.0","2","1","0","0.33","3","Pakistan","Test","Jalandhar","1983-09-24","",""
"7181","SM Gavaskar",NA,"1.0","0","1","0","1.00","4","West Indies","Test","Delhi","1983-10-29","",""
"7182","KBJ Azad",NA,"1.0","0","1","0","1.00","1","Sri Lanka","ODI","Sharjah","1984-04-08","",""
"7183","M Amarnath",NA,"3.0","2","1","0","0.33","1","England","Test","Mumbai","1984-11-28","",""
"7184","AD Gaekwad",NA,"1.0","0","1","0","1.00","3","England","Test","Mumbai","1984-11-28","",""
"7185","J Arun Lal",NA,"0.3","0","1","0","2.00","4","West Indies","Test","Delhi","1987-11-25","",""
"7186","WV Raman",NA,"1.0","0","1","0","1.00","2","New Zealand","ODI","Sharjah","1988-03-27","",""
"7187","K Srikkanth",NA,"3.0","2","1","0","0.33","2","New Zealand","Test","Bengaluru","1988-11-12","",""
"7188","NS Sidhu",NA,"0.1","0","1","0","6.00","2","South Africa","ODI","Sharjah","1996-04-17","",""
"7189","SR Tendulkar",NA,"2.0","1","1","0","0.50","1","England","Test","Lord's","1996-06-20","",""
"7190","A Kuruvilla",NA,"3.0","2","1","0","0.33","4","Sri Lanka","Test","Mumbai","1997-12-03","",""
"7191","VVS Laxman",NA,"1.0","0","1","0","1.00","1","Australia","Test","Kolkata","1998-03-18","",""
"7192","VVS Laxman",NA,"1.0","0","1","0","1.00","2","Australia","Test","Bengaluru","1998-03-25","",""
"7193","RR Singh",NA,"0.1","0","1","0","6.00","1","New Zealand","ODI","Colombo (SSC)","1998-07-03","",""
"7194","SC Ganguly",NA,"1.0","0","1","0","1.00","2","New Zealand","Test","Mohali","1999-10-10","",""
"7195","RR Singh",NA,"2.0","1","1","0","0.50","2","Australia","ODI","Sydney","2000-01-14","",""
"7196","VVS Laxman",NA,"1.0","0","1","0","1.00","1","Zimbabwe","Test","Delhi","2000-11-18","",""
"7197","V Sehwag",NA,"1.0","0","1","0","1.00","1","England","Test","Bengaluru","2001-12-19","",""
"7198","Harbhajan Singh",NA,"0.1","0","1","0","6.00","3","England","Test","Bengaluru","2001-12-19","",""
"7199","SR Tendulkar",NA,"1.0","0","1","0","1.00","4","West Indies","Test","Bridgetown","2002-05-02","",""
"7200","A Ratra",NA,"1.0","0","1","0","1.00","2","West Indies","Test","St John's","2002-05-10","",""
"7201","Yuvraj Singh",NA,"1.0","0","1","0","1.00","1","New Zealand","Test","Mohali","2003-10-16","",""
"7202","Yuvraj Singh",NA,"1.0","0","1","0","1.00","2","West Indies","Test","Gros Islet","2006-06-10","",""
"7203","SC Ganguly",NA,"2.0","1","1","0","0.50","3","South Africa","Test","Chennai","2008-03-26","",""
"7204","MS Dhoni",NA,"1.0","0","1","0","1.00","4","England","Test","Mohali","2008-12-19","",""
"7205","Yuvraj Singh",NA,"1.0","0","1","0","1.00","2","Sri Lanka","Test","Kanpur","2009-11-24","",""
"7206","SR Tendulkar",NA,"2.0","1","1","0","0.50","3","South Africa","Test","Kolkata","2010-02-14","",""
"7207","PP Ojha",NA,"3.0","2","1","0","0.33","4","New Zealand","Test","Ahmedabad","2010-11-04","",""
"7208","SK Raina",NA,"1.0","0","1","0","1.00","4","New Zealand","Test","Ahmedabad","2010-11-04","",""
"7209","Yuvraj Singh",NA,"1.0","0","1","0","1.00","1","England","Test","Nottingham","2011-07-29","",""
"7210","V Sehwag",NA,"1.0","0","1","0","1.00","3","England","Test","Ahmedabad","2012-11-15","",""
"7211","M Vijay",NA,"1.0","0","1","0","1.00","3","England","Test","Southampton","2014-07-27","",""
"7212","V Kohli",NA,"0.2","0","1","0","3.00","1","South Africa","ODI","Kanpur","2015-10-11","",""
"7213","STR Binny",NA,"3.0","2","1","0","0.33","1","South Africa","Test","Bengaluru","2015-11-14","",""
"7214","RA Jadeja",NA,"1.0","0","1","0","1.00","2","Sri Lanka","Test","Kolkata","2017-11-16","",""
"7215","V Kohli",NA,"1.0","0","1","0","1.00","4","Sri Lanka","Test","Delhi","2017-12-02","",""
"7216","GH Vihari",NA,"1.0","0","1","0","1.00","1","England","Test","The Oval","2018-09-07","",""
"7217","GH Vihari",NA,"3.0","2","1","0","0.33","2","Australia","Test","Melbourne","2018-12-26","",""
"7218","PE Palia",NA,"4.0","3","2","0","0.50","1","England","Test","Lord's","1932-06-25","",""
"7219","L Amarnath",NA,"2.0","1","2","0","1.00","2","England","Test","Mumbai","1933-12-15","",""
"7220","Gul Mohammad",NA,"2.0","0","2","0","1.00","2","England","Test","Lord's","1946-06-22","",""
"7221","SW Sohoni",NA,"4.0","3","2","0","0.50","2","England","Test","The Oval","1946-08-17","",""
"7222","SP Gupte",NA,"2.0","1","2","0","1.00","4","West Indies","Test","Port of Spain","1953-01-21","",""
"7223","VL Manjrekar",NA,"1.0","0","2","0","2.00","3","Pakistan","Test","Kanpur","1960-12-16","",""
"7224","AA Baig",NA,"1.0","0","2","0","2.00","3","Pakistan","Test","Kanpur","1960-12-16","",""
"7225","AG Milkha Singh",NA,"1.0","0","2","0","2.00","3","Pakistan","Test","Chennai","1961-01-13","",""
"7226","CG Borde",NA,"2.0","0","2","0","1.00","3","Pakistan","Test","Delhi","1961-02-08","",""
"7227","VL Mehra",NA,"1.0","0","2","0","2.00","4","England","Test","Chennai","1964-01-10","",""
"7228","ML Jaisimha",NA,"5.0","3","2","0","0.40","1","Australia","Test","Kolkata","1964-10-17","",""
"7229","ML Jaisimha",NA,"1.0","0","2","0","2.00","3","New Zealand","Test","Delhi","1965-03-19","",""
"7230","AM Pai",NA,"2.0","1","2","0","1.00","4","New Zealand","Test","Mumbai (BS)","1969-09-25","",""
"7231","RF Surti",NA,"2.0","1","2","0","1.00","4","New Zealand","Test","Mumbai (BS)","1969-09-25","",""
"7232","ML Jaisimha",NA,"4.0","2","2","0","0.50","3","New Zealand","Test","Hyderabad (Deccan)","1969-10-15","",""
"7233","S Venkataraghavan",NA,"1.0","0","2","0","2.00","4","Australia","Test","Mumbai (BS)","1969-11-04","",""
"7234","ED Solkar",NA,"4.0","2","2","0","0.50","3","Australia","Test","Chennai","1969-12-24","",""
"7235","S Madan Lal",NA,"4.0","2","2","0","0.50","3","West Indies","Test","Port of Spain","1976-03-24","",""
"7236","PH Sharma",NA,"1.0","0","2","0","2.00","2","England","Test","Kolkata","1977-01-01","",""
"7237","Yajurvindra Singh",NA,"1.0","0","2","0","2.00","2","England","Test","Bengaluru","1977-01-28","",""
"7238","SM Gavaskar",NA,"2.0","0","2","0","1.00","2","England","Test","Mumbai","1977-02-11","",""
"7239","EAS Prasanna",NA,"4.0","2","2","0","0.37","1","Australia","Test","Brisbane","1977-12-02","",""
"7240","CPS Chauhan",NA,"1.0","0","2","0","2.00","2","West Indies","Test","Mumbai","1978-12-01","",""
"7241","RMH Binny",NA,"2.0","1","2","0","1.00","4","Pakistan","Test","Mumbai","1979-12-16","",""
"7242","SM Gavaskar",NA,"1.0","0","2","0","2.00","2","England","Test","Chennai","1982-01-13","",""
"7243","S Madan Lal",NA,"2.0","1","2","0","1.00","4","England","Test","Lord's","1982-06-10","",""
"7244","SM Patil",NA,"2.0","1","2","0","1.00","3","Pakistan","Test","Jalandhar","1983-09-24","",""
"7245","RJ Shastri",NA,"1.0","0","2","0","2.00","4","England","Test","Chennai","1985-01-13","",""
"7246","NS Yadav",NA,"2.0","1","2","0","1.00","3","Australia","Test","Adelaide","1985-12-13","",""
"7247","M Amarnath",NA,"2.0","1","2","0","1.00","3","England","Test","Birmingham","1986-07-03","",""
"7248","N Kapil Dev",NA,"1.0","0","2","0","2.00","4","West Indies","Test","Mumbai","1987-12-11","",""
"7249","K Srikkanth",NA,"1.0","0","2","0","2.00","1","Pakistan","ODI","Dhaka","1988-10-31","",""
"7250","R Lamba",NA,"0.1","0","2","0","12.00","2","West Indies","ODI","Mumbai","1989-10-30","",""
"7251","K Srikkanth",NA,"1.0","0","2","0","2.00","1","Pakistan","Test","Karachi","1989-11-15","",""
"7252","M Prabhakar",NA,"0.5","0","2","0","2.40","4","New Zealand","Test","Christchurch","1990-02-02","",""
"7253","NS Sidhu",NA,"0.3","0","2","0","4.00","2","West Indies","ODI","Brisbane","1992-01-11","",""
"7254","SR Tendulkar",NA,"1.0","0","2","0","2.00","2","New Zealand","ODI","Dunedin","1992-03-12","",""
"7255","SR Tendulkar",NA,"1.0","0","2","0","2.00","3","South Africa","Test","Johannesburg","1992-11-26","",""
"7256","RR Singh",NA,"0.3","0","2","0","4.00","2","South Africa","ODI","Durban","1997-02-12","",""
"7257","SR Tendulkar",NA,"2.0","1","2","0","1.00","2","Sri Lanka","Test","Colombo (RPS)","1997-08-02","",""
"7258","R Dravid",NA,"1.0","0","2","0","2.00","3","Sri Lanka","Test","Colombo (SSC)","1997-08-09","",""
"7259","A Jadeja",NA,"1.0","0","2","0","2.00","2","England","ODI","Sharjah","1999-04-11","",""
"7260","SC Ganguly",NA,"1.0","0","2","0","2.00","3","New Zealand","Test","Kanpur","1999-10-22","",""
"7261","SC Ganguly",NA,"2.0","1","2","0","1.00","2","New Zealand","Test","Ahmedabad","1999-10-29","",""
"7262","VVS Laxman",NA,"3.0","1","2","0","0.66","1","Australia","Test","Adelaide","1999-12-10","",""
"7263","HH Kanitkar",NA,"1.0","0","2","0","2.00","2","Australia","Test","Sydney","2000-01-02","",""
"7264","SC Ganguly",NA,"1.0","0","2","0","2.00","4","Australia","Test","Kolkata","2001-03-11","",""
"7265","SC Ganguly",NA,"2.0","1","2","0","1.00","1","West Indies","Test","Georgetown","2002-04-11","",""
"7266","V Sehwag",NA,"1.0","0","2","0","2.00","1","Sri Lanka","ODI","The Oval","2002-06-30","",""
"7267","SR Tendulkar",NA,"1.0","0","2","0","2.00","3","West Indies","Test","Mumbai","2002-10-09","",""
"7268","Harbhajan Singh",NA,"2.0","1","2","0","1.00","4","New Zealand","Test","Wellington","2002-12-12","",""
"7269","SC Ganguly",NA,"3.0","1","2","0","0.66","3","Australia","Test","Chennai","2004-10-14","",""
"7270","V Sehwag",NA,"1.0","0","2","0","2.00","3","Pakistan","Test","Karachi","2006-01-29","",""
"7271","MM Patel",NA,"1.0","0","2","0","2.00","4","South Africa","Test","Cape Town","2007-01-02","",""
"7272","SR Tendulkar",NA,"1.0","0","2","0","2.00","3","England","Test","Lord's","2007-07-19","",""
"7273","SR Tendulkar",NA,"1.0","0","2","0","2.00","1","Australia","Test","Melbourne","2007-12-26","",""
"7274","SR Tendulkar",NA,"1.0","0","2","0","2.00","3","Australia","Test","Melbourne","2007-12-26","",""
"7275","V Sehwag",NA,"2.0","0","2","0","1.00","2","Sri Lanka","Test","Colombo (PSS)","2008-08-08","",""
"7276","SR Tendulkar",NA,"1.0","0","2","0","2.00","2","Australia","Test","Delhi","2008-10-29","",""
"7277","A Mishra",NA,"2.0","0","2","0","1.00","4","Australia","Test","Delhi","2008-10-29","",""
"7278","Yuvraj Singh",NA,"1.0","0","2","0","2.00","1","West Indies","Test","Delhi","2011-11-06","",""
"7279","Yuvraj Singh",NA,"1.0","0","2","0","2.00","3","West Indies","Test","Delhi","2011-11-06","",""
"7280","RG Sharma",NA,"0.2","0","2","0","6.00","1","Australia","T20I","Sydney","2012-02-01","",""
"7281","SK Raina",NA,"2.0","1","2","0","1.00","3","New Zealand","Test","Hyderabad (Deccan)","2012-08-23","",""
"7282","Yuvraj Singh",NA,"0.4","0","2","0","3.00","2","England","T20I","Colombo (RPS)","2012-09-23","",""
"7283","I Sharma",NA,"3.0","1","2","0","0.66","3","Australia","Test","Chennai","2013-02-22","",""
"7284","SR Tendulkar",NA,"2.0","0","2","0","1.00","3","Australia","Test","Mohali","2013-03-14","",""
"7285","S Dhawan",NA,"2.0","0","2","0","1.00","4","England","Test","Lord's","2014-07-17","",""
"7286","M Vijay",NA,"2.0","0","2","0","1.00","4","South Africa","Test","Delhi","2015-12-03","",""
"7287","CA Pujara",NA,"1.0","0","2","0","2.00","4","South Africa","Test","Delhi","2015-12-03","",""
"7288","HH Pandya",NA,"1.0","0","2","0","2.00","3","Sri Lanka","Test","Pallekele","2017-08-12","",""
"7289","SS Iyer",NA,"1.0","0","2","0","2.00","2","Sri Lanka","ODI","Mohali","2017-12-13","",""
"7290","GH Vihari",NA,"1.0","0","2","0","2.00","2","Australia","Test","Sydney","2019-01-03","",""
"7291","JJ Bumrah",NA,"2.0","1","2","0","1.00","3","Australia","Test","Sydney","2019-01-03","",""
"7292","Kuldeep Yadav",NA,"1.0","0","2","0","2.00","2","New Zealand","ODI","Hamilton","2019-01-31","",""
"7293","PR Umrigar",NA,"3.0","1","3","0","1.00","2","England","Test","Mumbai (BS)","1951-12-14","",""
"7294","VS Hazare",NA,"6.0","5","3","0","0.50","2","Pakistan","Test","Delhi","1952-10-16","",""
"7295","ML Apte",NA,"1.0","0","3","0","3.00","4","West Indies","Test","Port of Spain","1953-02-19","",""
"7296","GS Ramchand",NA,"2.0","1","3","0","1.50","3","Pakistan","Test","Peshawar","1955-02-13","",""
"7297","MH Mankad",NA,"1.0","0","3","0","3.00","3","Pakistan","Test","Karachi","1955-02-26","",""
"7298","VL Mehra",NA,"3.0","0","3","0","1.00","3","New Zealand","Test","Delhi","1955-12-16","",""
"7299","RB Desai",NA,"4.0","1","3","0","0.75","3","Pakistan","Test","Kanpur","1960-12-16","",""
"7300","DN Sardesai",NA,"1.0","0","3","0","3.00","3","England","Test","Kanpur","1961-12-01","",""
"7301","PR Umrigar",NA,"4.0","1","3","0","0.75","2","England","Test","Delhi","1961-12-13","",""
"7302","VL Manjrekar",NA,"3.0","0","3","0","1.00","4","England","Test","Chennai","1964-01-10","",""
"7303","Rajinder Pal",NA,"2.0","0","3","0","1.50","4","England","Test","Mumbai (BS)","1964-01-21","",""
"7304","RG Nadkarni",NA,"14.0","11","3","0","0.21","4","England","Test","Mumbai (BS)","1964-01-21","",""
"7305","V Subramanya",NA,"5.0","2","3","0","0.60","1","New Zealand","Test","Delhi","1965-03-19","",""
"7306","ML Jaisimha",NA,"1.0","0","3","0","3.00","4","West Indies","Test","Mumbai (BS)","1966-12-13","",""
"7307","RF Surti",NA,"4.0","1","3","0","0.75","3","New Zealand","Test","Dunedin","1968-02-15","",""
"7308","RF Surti",NA,"2.4","1","3","0","1.12","4","New Zealand","Test","Christchurch","1968-02-22","",""
"7309","RF Surti",NA,"3.0","0","3","0","1.00","3","New Zealand","Test","Nagpur","1969-10-03","",""
"7310","S Abid Ali",NA,"5.0","2","3","0","0.60","3","West Indies","Test","Port of Spain","1971-03-06","",""
"7311","S Madan Lal",NA,"1.0","0","3","0","3.00","4","England","Test","Kolkata","1977-01-01","",""
"7312","CPS Chauhan",NA,"1.0","0","3","0","3.00","2","Pakistan","Test","Karachi","1978-11-14","",""
"7313","DB Vengsarkar",NA,"1.0","0","3","0","3.00","3","West Indies","Test","Delhi","1979-01-24","",""
"7314","DB Vengsarkar",NA,"2.0","1","3","0","1.50","2","New Zealand","Test","Christchurch","1981-03-06","",""
"7315","AD Gaekwad",NA,"1.0","0","3","0","3.00","2","West Indies","Test","St John's","1983-04-28","",""
"7316","SM Gavaskar",NA,"1.0","0","3","0","3.00","3","Pakistan","Test","Jalandhar","1983-09-24","",""
"7317","AD Gaekwad",NA,"1.0","0","3","0","3.00","4","Pakistan","Test","Nagpur","1983-10-05","",""
"7318","AO Malhotra",NA,"2.0","0","3","0","1.50","2","England","Test","Kanpur","1985-01-31","",""
"7319","N Kapil Dev",NA,"3.0","1","3","0","1.00","3","Australia","Test","Adelaide","1985-12-13","",""
"7320","K Srikkanth",NA,"2.0","0","3","0","1.50","1","Australia","Test","Mumbai","1986-10-15","",""
"7321","M Prabhakar",NA,"2.0","1","3","0","1.50","4","Australia","Test","Brisbane","1991-11-29","",""
"7322","SR Tendulkar",NA,"1.5","0","3","0","1.63","2","Australia","ODI","Adelaide","1991-12-15","",""
"7323","SR Tendulkar",NA,"2.0","1","3","0","1.50","3","South Africa","Test","Durban","1992-11-13","",""
"7324","SR Tendulkar",NA,"1.0","0","3","0","3.00","2","South Africa","ODI","Kolkata","1993-11-24","",""
"7325","A Jadeja",NA,"1.0","0","3","0","3.00","2","South Africa","ODI","East London","1997-02-04","",""
"7326","HH Kanitkar",NA,"1.0","0","3","0","3.00","1","West Indies","ODI","Toronto","1999-09-12","",""
"7327","SR Tendulkar",NA,"1.0","0","3","0","3.00","2","South Africa","ODI","Sharjah","2000-03-27","",""
"7328","SC Ganguly",NA,"1.0","0","3","0","3.00","3","Zimbabwe","Test","Nagpur","2000-11-25","",""
"7329","SC Ganguly",NA,"1.0","0","3","0","3.00","3","Zimbabwe","Test","Bulawayo","2001-06-07","",""
"7330","V Sehwag",NA,"1.0","0","3","0","3.00","3","England","Test","Leeds","2002-08-22","",""
"7331","SR Tendulkar",NA,"1.0","0","3","0","3.00","1","Australia","Test","Adelaide","2003-12-12","",""
"7332","Yuvraj Singh",NA,"2.0","0","3","0","1.50","1","Australia","Test","Bengaluru","2004-10-06","",""
"7333","SC Ganguly",NA,"2.0","0","3","0","1.50","1","Pakistan","Test","Mohali","2005-03-08","",""
"7334","V Sehwag",NA,"2.0","1","3","0","1.50","1","Pakistan","Test","Mohali","2005-03-08","",""
"7335","SR Tendulkar",NA,"3.1","2","3","0","0.94","4","South Africa","Test","Cape Town","2007-01-02","",""
"7336","RR Powar",NA,"2.0","1","3","0","1.50","2","Bangladesh","Test","Dhaka","2007-05-25","",""
"7337","RG Sharma",NA,"1.0","0","3","0","3.00","2","South Africa","ODI","Belfast","2007-06-26","",""
"7338","SK Raina",NA,"1.0","0","3","0","3.00","2","Australia","ODI","Nagpur","2009-10-28","",""
"7339","P Kumar",NA,"1.0","0","3","0","3.00","2","South Africa","T20I","Gros Islet","2010-05-02","",""
"7340","Yuvraj Singh",NA,"1.0","0","3","0","3.00","2","South Africa","ODI","Johannesburg","2011-01-15","",""
"7341","V Sehwag",NA,"2.0","0","3","0","1.50","3","West Indies","Test","Mumbai","2011-11-22","",""
"7342","SK Raina",NA,"1.0","0","3","0","3.00","1","West Indies","ODI","Visakhapatnam","2011-12-02","",""
"7343","V Kohli",NA,"1.0","0","3","0","3.00","1","Australia","Test","Adelaide","2012-01-24","",""
"7344","V Sehwag",NA,"1.0","0","3","0","3.00","1","Sri Lanka","ODI","Colombo (RPS)","2012-07-28","",""
"7345","V Kohli",NA,"1.0","0","3","0","3.00","2","Sri Lanka","ODI","Pallekele","2012-08-04","",""
"7346","M Vijay",NA,"1.0","0","3","0","3.00","4","South Africa","Test","Johannesburg","2013-12-18","",""
"7347","RG Sharma",NA,"1.0","0","3","0","3.00","3","New Zealand","Test","Auckland","2014-02-06","",""
"7348","S Dhawan",NA,"1.0","0","3","0","3.00","3","New Zealand","Test","Wellington","2014-02-14","",""
"7349","B Kumar",NA,"3.0","0","3","0","1.00","1","West Indies","T20I","Dhaka","2014-03-23","",""
"7350","SK Raina",NA,"1.0","0","3","0","3.00","2","Sri Lanka","ODI","Kolkata","2014-11-13","",""
"7351","SK Raina",NA,"1.0","0","3","0","3.00","2","South Africa","ODI","Melbourne","2015-02-22","",""
"7352","Yuvraj Singh",NA,"1.0","0","3","0","3.00","1","Sri Lanka","T20I","Dhaka","2016-03-01","",""
"7353","M Vijay",NA,"2.0","0","3","0","1.50","4","New Zealand","Test","Kanpur","2016-09-22","",""
"7354","M Vijay",NA,"1.0","0","3","0","3.00","4","Sri Lanka","Test","Delhi","2017-12-02","",""
"7355","R Ashwin",NA,"1.0","0","3","0","3.00","3","South Africa","Test","Cape Town","2018-01-05","",""
"7356","HH Pandya",NA,"2.0","0","3","0","1.50","2","South Africa","Test","Johannesburg","2018-01-24","",""
"7357","R Ashwin",NA,"1.0","0","3","0","3.00","2","England","Test","Nottingham","2018-08-18","",""
"7358","VS Hazare",NA,"2.0","1","4","0","2.00","2","England","Test","The Oval","1946-08-17","",""
"7359","HR Adhikari",NA,"1.0","0","4","0","3.00","1","Australia","Test","Melbourne","1948-02-06","",""
"7360","P Roy",NA,"2.0","1","4","0","2.00","3","Pakistan","Test","Kolkata","1952-12-12","",""
"7361","DK Gaekwad",NA,"1.0","0","4","0","4.00","4","West Indies","Test","Port of Spain","1953-01-21","",""
"7362","PR Umrigar",NA,"5.0","3","4","0","0.80","1","Pakistan","Test","Karachi","1955-02-26","",""
"7363","GS Ramchand",NA,"1.0","0","4","0","4.00","4","New Zealand","Test","Kolkata","1955-12-28","",""
"7364","P Roy",NA,"0.2","0","4","0","12.00","4","England","Test","Lord's","1959-06-18","",""
"7365","PR Umrigar",NA,"7.0","3","4","0","0.57","3","England","Test","Manchester","1959-07-23","",""
"7366","Surendranath",NA,"4.0","2","4","0","1.00","4","Australia","Test","Kanpur","1959-12-19","",""
"7367","GS Ramchand",NA,"3.0","2","4","0","1.33","4","Australia","Test","Kolkata","1960-01-23","",""
"7368","P Roy",NA,"1.0","0","4","0","4.00","3","Pakistan","Test","Mumbai (BS)","1960-12-02","",""
"7369","RG Nadkarni",NA,"6.0","5","4","0","0.66","1","Pakistan","Test","Kolkata","1960-12-30","",""
"7370","ML Jaisimha",NA,"2.0","1","4","0","2.00","3","Australia","Test","Kolkata","1964-10-17","",""
"7371","SA Durani",NA,"1.0","0","4","0","4.00","4","New Zealand","Test","Chennai","1965-02-27","",""
"7372","AL Wadekar",NA,"0.1","0","4","0","24.00","4","West Indies","Test","Mumbai (BS)","1966-12-13","",""
"7373","S Venkataraghavan",NA,"2.0","1","4","0","2.00","3","England","Test","Birmingham","1967-07-13","",""
"7374","GR Viswanath",NA,"1.0","0","4","0","4.00","2","Australia","Test","Kanpur","1969-11-15","",""
"7375","GR Viswanath",NA,"1.0","0","4","0","4.00","4","Australia","Test","Kanpur","1969-11-15","",""
"7376","MAK Pataudi",NA,"1.0","0","4","0","4.00","4","Australia","Test","Kanpur","1969-11-15","",""
"7377","SM Gavaskar",NA,"2.0","0","4","0","2.00","1","England","Test","Manchester","1971-08-05","",""
"7378","S Abid Ali",NA,"4.0","1","4","0","1.00","2","England","Test","Kolkata","1972-12-30","",""
"7379","MAK Pataudi",NA,"1.0","0","4","0","4.00","3","England","Test","Chennai","1973-01-12","",""
"7380","ED Solkar",NA,"2.0","0","4","0","2.00","4","England","Test","Mumbai (BS)","1973-02-06","",""
"7381","M Amarnath",NA,"2.0","0","4","0","2.00","2","Pakistan","ODI","Sialkot","1978-10-13","",""
"7382","Yajurvindra Singh",NA,"2.0","0","4","0","2.00","3","England","Test","The Oval","1979-08-30","",""
"7383","SM Gavaskar",NA,"1.0","0","4","0","4.00","4","England","Test","Mumbai","1980-02-15","",""
"7384","GR Viswanath",NA,"0.3","0","4","0","8.00","4","England","Test","Mumbai","1980-02-15","",""
"7385","S Madan Lal",NA,"3.0","1","4","0","1.33","3","England","Test","Delhi","1981-12-23","",""
"7386","DB Vengsarkar",NA,"1.0","0","4","0","4.00","2","Sri Lanka","ODI","Amritsar","1982-09-12","",""
"7387","DB Vengsarkar",NA,"1.0","0","4","0","4.00","4","Pakistan","Test","Faisalabad","1983-01-03","",""
"7388","SM Gavaskar",NA,"1.0","0","4","0","4.00","2","Pakistan","ODI","Karachi","1983-01-21","",""
"7389","AD Gaekwad",NA,"1.0","0","4","0","4.00","4","West Indies","Test","Mumbai","1983-11-24","",""
"7390","SMH Kirmani",NA,"1.0","0","4","0","4.00","3","West Indies","Test","Chennai","1983-12-24","",""
"7391","DB Vengsarkar",NA,"1.0","0","4","0","4.00","3","West Indies","Test","Chennai","1983-12-24","",""
"7392","SM Gavaskar",NA,"0.1","0","4","0","24.00","2","Australia","ODI","Indore","1984-10-06","",""
"7393","M Azharuddin",NA,"0.3","0","4","0","8.00","2","Australia","ODI","Rajkot","1986-10-07","",""
"7394","K Srikkanth",NA,"1.0","0","4","0","4.00","1","Sri Lanka","Test","Kanpur","1986-12-17","",""
"7395","SM Gavaskar",NA,"1.0","0","4","0","4.00","3","Pakistan","Test","Chennai","1987-02-03","",""
"7396","K Srikkanth",NA,"0.1","0","4","0","24.00","2","West Indies","ODI","Rajkot","1988-01-05","",""
"7397","N Kapil Dev",NA,"7.0","4","4","0","0.57","2","West Indies","ODI","Port of Spain","1989-03-09","",""
"7398","Maninder Singh",NA,"1.0","0","4","0","4.00","2","Pakistan","Test","Sialkot","1989-12-09","",""
"7399","SV Manjrekar",NA,"0.5","0","4","0","4.80","4","Australia","Test","Brisbane","1991-11-29","",""
"7400","SV Manjrekar",NA,"0.2","0","4","0","12.00","2","Australia","ODI","Sydney","1992-01-14","",""
"7401","SV Manjrekar",NA,"1.0","0","4","0","4.00","3","South Africa","Test","Durban","1992-11-13","",""
"7402","SR Tendulkar",NA,"3.0","0","4","0","1.33","2","South Africa","ODI","Johannesburg","1992-12-13","",""
"7403","PK Amre",NA,"0.2","0","4","0","12.00","2","South Africa","ODI","Bloemfontein","1992-12-15","",""
"7404","RJ Shastri",NA,"2.0","1","4","0","2.00","2","South Africa","Test","Port Elizabeth","1992-12-26","",""
"7405","M Azharuddin",NA,"0.1","0","4","0","24.00","4","South Africa","Test","Port Elizabeth","1992-12-26","",""
"7406","M Prabhakar",NA,"3.0","2","4","0","1.33","3","England","Test","Chennai","1993-02-11","",""
"7407","SR Tendulkar",NA,"2.0","1","4","0","2.00","3","England","Test","Chennai","1993-02-11","",""
"7408","N Kapil Dev",NA,"4.0","1","4","0","1.00","3","Zimbabwe","Test","Delhi","1993-03-13","",""
"7409","SR Tendulkar",NA,"3.0","0","4","0","1.33","1","Sri Lanka","Test","Colombo (PSS)","1993-08-04","",""
"7410","SV Manjrekar",NA,"0.3","0","4","0","8.00","2","England","ODI","Leeds","1996-05-25","",""
"7411","SR Tendulkar",NA,"1.0","0","4","0","4.00","1","West Indies","ODI","Port of Spain","1997-04-27","",""
"7412","R Dravid",NA,"2.0","0","4","0","2.00","2","Sri Lanka","Test","Colombo (RPS)","1997-08-02","",""
"7413","A Jadeja",NA,"0.3","0","4","0","8.00","2","Pakistan","ODI","Hyderabad (Sind)","1997-09-28","",""
"7414","M Azharuddin",NA,"1.0","0","4","0","4.00","3","Sri Lanka","Test","Mohali","1997-11-19","",""
"7415","SC Ganguly",NA,"1.0","0","4","0","4.00","2","New Zealand","ODI","Sharjah","1998-04-17","",""
"7416","SR Tendulkar",NA,"1.0","0","4","0","4.00","1","Kenya","ODI","Kolkata","1998-05-31","",""
