"","player_name","teamName","overs","maidens","runs_given","wickets","economy","innings_number","opposition","match_format","venue","date","city","batting_position"
"1","AA Mailey",NA,"47.0","8","121","9","2.57","3","England","Test","Melbourne","1921-02-11","",""
"2","GD McGrath",NA,"16.0","8","24","8","1.50","4","Pakistan","Test","Perth","2004-12-16","",""
"3","FJ Laver",NA,"18.2","7","31","8","1.69","2","England","Test","Manchester","1909-07-26","",""
"4","GD McGrath",NA,"20.3","8","38","8","1.85","1","England","Test","Lord's","1997-06-19","",""
"5","AE Trott",NA,"27.0","10","43","8","1.59","4","England","Test","Adelaide","1895-01-11","",""
"6","NM Lyon",NA,"22.2","4","50","8","2.23","1","India","Test","Bengaluru","2017-03-04","",""
"7","RAL Massie",NA,"27.2","9","53","8","1.93","3","England","Test","Lord's","1972-06-22","",""
"8","AA Mallett",NA,"23.6","6","59","8","1.86","3","Pakistan","Test","Adelaide","1972-12-22","",""
"9","MG Johnson",NA,"24.0","4","61","8","2.54","2","South Africa","Test","Perth","2008-12-17","",""
"10","H Trumble",NA,"31.0","13","65","8","2.09","2","England","Test","The Oval","1902-08-11","",""
"11","GD McKenzie",NA,"28.0","5","71","8","1.90","1","West Indies","Test","Melbourne","1968-12-26","",""
"12","SK Warne",NA,"50.2","22","71","8","1.41","4","England","Test","Brisbane","1994-11-25","",""
"13","RAL Massie",NA,"32.5","7","84","8","2.55","1","England","Test","Lord's","1972-06-22","",""
"14","MG Hughes",NA,"37.0","9","87","8","2.35","3","West Indies","Test","Perth","1988-12-02","",""
"15","CJ McDermott",NA,"24.4","2","97","8","3.93","1","England","Test","Perth","1991-02-01","",""
"16","SCG MacGill",NA,"33.3","2","108","8","3.22","1","Bangladesh","Test","Fatullah","2006-04-09","",""
"17","GF Lawson",NA,"40.0","7","112","8","2.80","1","West Indies","Test","Adelaide","1984-12-07","",""
"18","CJ McDermott",NA,"36.0","3","141","8","3.91","2","England","Test","Manchester","1985-08-01","",""
"19","MHN Walker",NA,"42.2","7","143","8","2.53","2","England","Test","Melbourne","1975-02-08","",""
"20","JJ Krejza",NA,"43.5","1","215","8","4.90","1","India","Test","Nagpur","2008-11-06","",""
"21","GD McGrath",NA,"7.0","4","15","7","2.14","2","Namibia","ODI","Potchefstroom","2003-02-27","",""
"22","MA Noble",NA,"7.4","2","17","7","2.21","2","England","Test","Melbourne","1902-01-01","",""
"23","AJ Bichel",NA,"10.0","0","20","7","2.00","1","England","ODI","Port Elizabeth","2003-03-02","",""
"24","H Ironmonger",NA,"20.0","7","23","7","1.15","1","West Indies","Test","Melbourne","1931-02-13","",""
"25","SK Warne",NA,"16.1","9","23","7","1.42","2","Pakistan","Test","Brisbane","1995-11-09","",""
"26","GR Hazlitt",NA,"21.4","8","25","7","1.15","3","England","Test","The Oval","1912-08-19","",""
"27","MR Whitney",NA,"12.1","3","27","7","2.21","4","India","Test","Perth","1992-02-01","",""
"28","H Trumble",NA,"6.5","0","28","7","4.09","4","England","Test","Melbourne","1904-03-05","",""
"29","JV Saunders",NA,"11.0","2","34","7","3.09","4","South Africa","Test","Johannesburg","1902-10-18","",""
"30","MS Kasprowicz",NA,"15.5","5","36","7","2.27","3","England","Test","The Oval","1997-08-21","",""
"31","JN Gillespie",NA,"13.4","1","37","7","2.70","1","England","Test","Leeds","1997-07-24","",""
"32","RR Lindwall",NA,"16.5","4","38","7","1.71","3","India","Test","Adelaide","1948-01-23","",""
"33","MS Kasprowicz",NA,"17.4","3","39","7","2.20","4","Sri Lanka","Test","Darwin","2004-07-01","",""
"34","CV Grimmett",NA,"19.5","9","40","7","2.01","3","South Africa","Test","Johannesburg","1936-02-15","",""
"35","MG Johnson",NA,"17.2","8","40","7","2.30","2","England","Test","Adelaide","2013-12-05","",""
"36","CTB Turner",NA,"38.0","23","43","7","1.69","3","England","Test","Sydney","1888-02-10","",""
"37","RR Lindwall",NA,"22.5","9","43","7","1.88","3","India","Test","Chennai","1956-10-19","",""
"38","FR Spofforth",NA,"28.0","15","44","7","2.35","4","England","Test","The Oval","1882-08-28","",""
"39","FR Spofforth",NA,"41.1","23","44","7","1.60","3","England","Test","Sydney","1883-01-26","",""
"40","IWG Johnson",NA,"22.2","10","44","7","1.97","3","West Indies","Test","Georgetown","1955-04-26","",""
"41","FR Spofforth",NA,"36.3","18","46","7","1.87","2","England","Test","The Oval","1882-08-28","",""
"42","AR Border",NA,"26.0","10","46","7","1.76","1","West Indies","Test","Sydney","1989-01-26","",""
"43","SCG MacGill",NA,"20.1","4","50","7","2.47","4","England","Test","Sydney","1999-01-02","",""
"44","BA Reid",NA,"22.0","12","51","7","2.31","3","England","Test","Melbourne","1990-12-26","",""
"45","SK Warne",NA,"23.2","8","52","7","2.22","4","West Indies","Test","Melbourne","1992-12-26","",""
"46","WJ O'Reilly",NA,"41.4","24","54","7","1.29","4","England","Test","Nottingham","1934-06-08","",""
"47","TK Kendall",NA,"33.1","12","55","7","2.48","4","England","Test","Melbourne","1877-03-15","",""
"48","SK Warne",NA,"27.0","8","56","7","2.07","1","South Africa","Test","Sydney","1994-01-02","",""
"49","CG Macartney",NA,"25.3","6","58","7","2.27","2","England","Test","Leeds","1909-07-01","",""
"50","KR Miller",NA,"22.0","4","60","7","2.04","2","England","Test","Brisbane","1946-11-29","",""
"51","FR Spofforth",NA,"35.0","16","62","7","2.65","3","England","Test","Melbourne","1879-01-02","",""
"52","RR Lindwall",NA,"22.0","3","63","7","2.14","1","England","Test","Sydney","1947-02-28","",""
"53","FJ Laver",NA,"31.3","14","64","7","2.03","1","England","Test","Nottingham","1905-05-29","",""
"54","GE Palmer",NA,"52.2","25","65","7","1.85","2","England","Test","Melbourne","1882-12-30","",""
"55","GD McKenzie",NA,"21.4","2","66","7","2.30","1","India","Test","Melbourne","1967-12-30","",""
"56","G Dymock",NA,"28.4","5","67","7","2.33","3","India","Test","Kanpur","1979-10-02","",""
"57","GE Palmer",NA,"58.0","36","68","7","1.75","1","England","Test","Sydney","1882-02-17","",""
"58","MG Johnson",NA,"17.1","1","68","7","3.96","2","South Africa","Test","Centurion","2014-02-12","",""
"59","JM Gregory",NA,"20.0","1","69","7","3.45","2","England","Test","Melbourne","1920-12-31","",""
"60","R Benaud",NA,"29.3","10","72","7","2.44","1","India","Test","Chennai","1956-10-19","",""
"61","LF Kline",NA,"44.0","21","75","7","1.70","3","Pakistan","Test","Lahore","1959-11-21","",""
"62","GD McGrath",NA,"21.0","4","76","7","3.61","1","England","Test","The Oval","1997-08-21","",""
"63","GD McGrath",NA,"30.2","9","76","7","2.50","2","England","Test","Leeds","2001-08-16","",""
"64","GF Lawson",NA,"43.1","14","81","7","1.87","1","England","Test","Lord's","1981-07-02","",""
"65","CV Grimmett",NA,"49.2","17","83","7","1.68","3","South Africa","Test","Adelaide","1932-01-29","",""
"66","DK Lillee",NA,"26.3","3","83","7","3.13","2","West Indies","Test","Melbourne","1981-12-26","",""
"67","CV Grimmett",NA,"48.0","19","87","7","1.81","1","West Indies","Test","Adelaide","1930-12-12","",""
"68","RJ Bright",NA,"46.5","17","87","7","1.85","2","Pakistan","Test","Karachi","1980-02-27","",""
"69","E Jones",NA,"36.1","11","88","7","2.91","1","England","Test","Lord's","1899-06-15","",""
"70","DK Lillee",NA,"31.4","4","89","7","2.81","2","England","Test","The Oval","1981-08-27","",""
"71","MR Whitney",NA,"30.0","6","89","7","2.96","2","West Indies","Test","Adelaide","1989-02-03","",""
"72","HV Hordern",NA,"42.2","11","90","7","2.12","4","England","Test","Sydney","1911-12-15","",""
"73","PM Hornibrook",NA,"31.2","9","92","7","2.93","3","England","Test","The Oval","1930-08-16","",""
"74","AK Davidson",NA,"57.3","23","93","7","1.61","3","India","Test","Kanpur","1959-12-19","",""
"75","SK Warne",NA,"24.3","7","94","7","3.83","2","Pakistan","Test","Colombo (PSS)","2002-10-03","",""
"76","NM Lyon",NA,"23.2","4","94","7","4.02","2","India","Test","Delhi","2013-03-22","",""
"77","NM Lyon",NA,"36.2","7","94","7","2.58","1","Bangladesh","Test","Chattogram","2017-09-04","",""
"78","B Yardley",NA,"31.4","6","98","7","3.09","3","West Indies","Test","Sydney","1982-01-02","",""
"79","MA Noble",NA,"41.1","10","100","7","2.42","1","England","Test","Sydney","1904-02-26","",""
"80","CV Grimmett",NA,"45.0","18","100","7","2.22","1","South Africa","Test","Durban","1936-02-28","",""
"81","SCG MacGill",NA,"37.0","11","104","7","2.81","1","West Indies","Test","Sydney","2001-01-02","",""
"82","NJN Hawke",NA,"33.7","6","105","7","2.32","1","England","Test","Sydney","1966-01-07","",""
"83","CV Grimmett",NA,"47.0","11","116","7","2.46","1","South Africa","Test","Adelaide","1932-01-29","",""
"84","G Giffen",NA,"52.0","14","117","7","3.37","1","England","Test","Sydney","1885-03-14","",""
"85","RJ Harris",NA,"28.0","2","117","7","4.17","3","England","Test","Chester-le-Street","2013-08-09","",""
"86","G Giffen",NA,"54.0","17","128","7","2.84","1","England","Test","The Oval","1893-08-14","",""
"87","JD Higgs",NA,"41.3","12","143","7","3.44","2","India","Test","Chennai","1979-09-11","",""
"88","A Cotter",NA,"40.0","4","148","7","3.70","1","England","Test","The Oval","1905-08-14","",""
"89","NM Lyon",NA,"34.1","5","152","7","4.44","4","India","Test","Adelaide","2014-12-09","",""
"90","GD McKenzie",NA,"60.0","15","153","7","2.55","2","England","Test","Manchester","1964-07-23","",""
"91","SK Warne",NA,"44.2","7","165","7","3.72","2","England","Test","The Oval","2001-08-23","",""
"92","B Yardley",NA,"66.0","16","187","7","2.83","1","Pakistan","Test","Melbourne","1981-12-11","",""
"93","WJ O'Reilly",NA,"59.0","9","189","7","3.20","1","England","Test","Manchester","1934-07-06","",""
"94","MJ Clarke",NA,"6.2","0","9","6","1.42","3","India","Test","Mumbai","2004-11-03","",""
"95","GJ Gilmour",NA,"12.0","6","14","6","1.16","1","England","ODI","Leeds","1975-06-18","",""
"96","CTB Turner",NA,"18.0","11","15","6","1.25","1","England","Test","Sydney","1887-01-28","",""
"97","MHN Walker",NA,"16.0","8","15","6","0.70","4","Pakistan","Test","Sydney","1973-01-06","",""
"98","WJ Whitty",NA,"16.0","7","17","6","1.06","4","South Africa","Test","Melbourne","1910-12-31","",""
"99","GD McGrath",NA,"20.0","12","17","6","0.85","1","West Indies","Test","Brisbane","2000-11-23","",""
"100","H Ironmonger",NA,"15.3","7","18","6","1.16","3","South Africa","Test","Melbourne","1932-02-12","",""
"101","RR Lindwall",NA,"16.1","5","20","6","1.23","1","England","Test","The Oval","1948-08-14","",""
"102","PJ Cummins",NA,"15.0","8","23","6","1.53","3","Sri Lanka","Test","Brisbane","2019-01-24","",""
"103","DK Lillee",NA,"13.3","2","26","6","1.45","2","England","Test","Melbourne","1977-03-12","",""
"104","JB Iverson",NA,"19.4","8","27","6","1.03","3","England","Test","Sydney","1951-01-05","",""
"105","PJ Cummins",NA,"11.0","3","27","6","2.45","3","India","Test","Melbourne","2018-12-26","",""
"106","MA Starc",NA,"9.0","0","28","6","3.11","2","New Zealand","ODI","Auckland","2015-02-28","",""
"107","ERH Toshack",NA,"17.0","6","29","6","1.27","3","India","Test","Brisbane","1947-11-28","",""
"108","H Trumble",NA,"25.0","9","30","6","1.44","3","England","Test","The Oval","1896-08-10","",""
"109","SK Warne",NA,"19.5","9","31","6","1.56","3","New Zealand","Test","Hobart","1993-11-26","",""
"110","MG Johnson",NA,"10.0","1","31","6","3.10","1","Sri Lanka","ODI","Pallekele","2011-08-10","",""
"111","SK Warne",NA,"18.0","5","33","6","1.83","3","England","Test","Nottingham","2001-08-02","",""
"112","SR Watson",NA,"11.0","3","33","6","3.00","2","Pakistan","Test","Leeds","2010-07-21","",""
"113","AK Davidson",NA,"17.4","4","34","6","1.45","3","South Africa","Test","Johannesburg","1957-12-23","",""
"114","G Dymock",NA,"17.2","4","34","6","1.96","4","England","Test","Perth","1979-12-14","",""
"115","SK Warne",NA,"21.0","9","34","6","1.61","3","South Africa","Test","Sydney","1998-01-02","",""
"116","WW Armstrong",NA,"24.5","11","35","6","1.40","3","England","Test","Lord's","1909-06-14","",""
"117","SNJ O'Keefe",NA,"13.1","2","35","6","2.65","2","India","Test","Pune","2017-02-23","",""
"118","SNJ O'Keefe",NA,"15.0","4","35","6","2.33","4","India","Test","Pune","2017-02-23","",""
"119","CV Grimmett",NA,"19.4","3","37","6","1.42","4","England","Test","Sydney","1925-02-27","",""
"120","I Meckiff",NA,"15.2","3","38","6","1.86","3","England","Test","Melbourne","1958-12-31","",""
"121","CJ McDermott",NA,"15.0","4","38","6","2.53","4","England","Test","Perth","1995-02-03","",""
"122","MG Johnson",NA,"17.3","5","38","6","2.17","2","England","Test","Perth","2010-12-16","",""
"123","KH MacLeay",NA,"11.5","3","39","6","3.29","2","India","ODI","Nottingham","1983-06-13","",""
"124","TP Horan",NA,"37.1","22","40","6","1.61","2","England","Test","Sydney","1885-02-20","",""
"125","A Cotter",NA,"15.2","2","40","6","2.60","2","England","Test","Melbourne","1904-03-05","",""
"126","JN Gillespie",NA,"17.0","5","40","6","2.35","4","West Indies","Test","Melbourne","2000-12-26","",""
"127","HF Boyle",NA,"25.0","9","42","6","2.52","1","England","Test","Manchester","1884-07-10","",""
"128","IWG Johnson",NA,"30.1","12","42","6","1.04","1","England","Test","Sydney","1946-12-13","",""
"129","KD Mackay",NA,"45.0","27","42","6","0.93","3","Pakistan","Test","Dhaka","1959-11-13","",""
"130","MA Starc",NA,"10.0","2","43","6","4.30","1","India","ODI","Melbourne","2015-01-18","",""
"131","WA Johnston",NA,"20.1","5","44","6","1.63","3","South Africa","Test","Johannesburg","1949-12-24","",""
"132","JW Hastings",NA,"10.0","0","45","6","4.50","1","Sri Lanka","ODI","Dambulla","2016-08-31","",""
"133","JR Thomson",NA,"17.5","3","46","6","1.95","4","England","Test","Brisbane","1974-11-29","",""
"134","SK Warne",NA,"23.1","7","46","6","1.98","3","England","Test","Birmingham","2005-08-04","",""
"135","NJN Hawke",NA,"25.4","8","47","6","1.83","1","England","Test","The Oval","1964-08-13","",""
"136","AN Connolly",NA,"28.2","9","47","6","1.65","1","South Africa","Test","Port Elizabeth","1970-03-05","",""
"137","GF Lawson",NA,"18.3","4","47","6","2.54","1","England","Test","Brisbane","1982-11-26","",""
"138","TM Alderman",NA,"22.0","7","47","6","2.13","3","England","Test","Brisbane","1990-11-23","",""
"139","GD McGrath",NA,"21.5","11","47","6","2.15","2","West Indies","Test","Port of Spain","1995-04-21","",""
"140","RJ Harris",NA,"11.0","1","47","6","4.27","4","England","Test","Perth","2010-12-16","",""
"141","FR Spofforth",NA,"25.0","9","48","6","2.88","1","England","Test","Melbourne","1879-01-02","",""
"142","GD McKenzie",NA,"21.7","4","48","6","1.64","1","England","Test","Adelaide","1966-01-28","",""
"143","SK Warne",NA,"30.0","14","48","6","1.60","2","England","Test","Manchester","1997-07-03","",""
"144","MA Noble",NA,"17.0","1","49","6","2.88","3","England","Test","Melbourne","1898-01-01","",""
"145","JR Thomson",NA,"15.0","4","50","6","2.50","3","West Indies","Test","Sydney","1976-01-03","",""
"146","GD McGrath",NA,"23.1","8","50","6","2.15","2","England","Test","Brisbane","2006-11-23","",""
"147","MA Starc",NA,"12.3","1","50","6","4.00","3","Sri Lanka","Test","Galle","2016-08-04","",""
"148","MA Noble",NA,"21.0","4","52","6","2.47","4","England","Test","Sheffield","1902-07-03","",""
"149","R Benaud",NA,"29.0","10","52","6","1.79","2","India","Test","Kolkata","1956-11-02","",""
"150","JR Hazlewood",NA,"9.0","0","52","6","5.77","1","New Zealand","ODI","Birmingham","2017-06-02","",""
"151","H Trumble",NA,"25.0","9","53","6","2.12","4","England","Test","Manchester","1902-07-24","",""
"152","AK Davidson",NA,"22.0","4","53","6","1.80","2","West Indies","Test","Melbourne","1960-12-30","",""
"153","DK Lillee",NA,"15.0","1","53","6","3.53","3","New Zealand","Test","Brisbane","1980-11-28","",""
"154","CJ McDermott",NA,"19.0","3","53","6","2.78","2","England","Test","Brisbane","1994-11-25","",""
"155","RG Holland",NA,"22.0","7","54","6","2.45","2","West Indies","Test","Sydney","1984-12-30","",""
"156","PM Siddle",NA,"16.0","3","54","6","3.37","1","England","Test","Brisbane","2010-11-25","",""
"157","MJ North",NA,"18.1","1","55","6","3.02","4","Pakistan","Test","Lord's","2010-07-13","",""
"158","JM Gregory",NA,"19.0","5","58","6","3.05","1","England","Test","Nottingham","1921-05-28","",""
"159","GD McKenzie",NA,"32.3","8","58","6","1.78","2","India","Test","Chennai","1964-10-02","",""
"160","AIC Dodemaide",NA,"28.3","10","58","6","2.03","3","New Zealand","Test","Melbourne","1987-12-26","",""
"161","H Trumble",NA,"40.0","10","59","6","1.77","1","England","Test","The Oval","1896-08-10","",""
"162","MA Noble",NA,"26.0","5","60","6","2.30","4","England","Test","Melbourne","1902-01-01","",""
"163","DK Lillee",NA,"33.1","9","60","6","1.80","1","England","Test","Melbourne","1980-02-01","",""
"164","BA Reid",NA,"29.0","9","60","6","2.06","3","India","Test","Melbourne","1991-12-26","",""
"165","NM Lyon",NA,"33.0","11","60","6","1.81","3","Bangladesh","Test","Chattogram","2017-09-04","",""
"166","WA Johnston",NA,"12.0","0","62","6","3.87","2","West Indies","Test","Adelaide","1951-12-22","",""
"167","AK Davidson",NA,"25.5","7","64","6","1.87","1","England","Test","Melbourne","1958-12-31","",""
"168","AA Mallett",NA,"32.3","10","64","6","1.96","2","India","Test","Delhi","1969-11-28","",""
"169","SK Warne",NA,"27.4","8","64","6","2.31","2","England","Test","Melbourne","1994-12-24","",""
"170","SM Katich",NA,"25.5","3","65","6","2.51","3","Zimbabwe","Test","Sydney","2003-10-17","",""
"171","DK Lillee",NA,"30.0","8","66","6","2.20","3","England","Test","Manchester","1972-06-08","",""
"172","BA Reid",NA,"26.2","7","66","6","2.50","1","India","Test","Melbourne","1991-12-26","",""
"173","CTB Turner",NA,"36.0","16","67","6","2.23","1","England","Test","Lord's","1893-07-17","",""
"174","GD McKenzie",NA,"33.4","12","67","6","1.99","1","India","Test","Kolkata","1969-12-12","",""
"175","JR Hazlewood",NA,"24.0","5","67","6","2.79","3","India","Test","Bengaluru","2017-03-04","",""
"176","A Cotter",NA,"20.0","2","69","6","3.45","2","South Africa","Test","Sydney","1910-12-09","",""
"177","GD McKenzie",NA,"30.0","9","69","6","2.30","1","Pakistan","Test","Karachi","1964-10-24","",""
"178","R Benaud",NA,"32.0","11","70","6","2.18","4","England","Test","Manchester","1961-07-27","",""
"179","CJ McDermott",NA,"29.2","5","70","6","2.38","1","England","Test","Lord's","1985-06-27","",""
"180","JR Hazlewood",NA,"24.5","5","70","6","2.81","3","New Zealand","Test","Adelaide","2015-11-27","",""
"181","PR Reiffel",NA,"22.5","3","71","6","3.10","1","England","Test","Birmingham","1993-08-05","",""
"182","G Giffen",NA,"28.0","10","72","6","2.57","4","England","Test","Sydney","1892-01-29","",""
"183","DT Ring",NA,"21.0","2","72","6","2.57","2","South Africa","Test","Brisbane","1952-12-05","",""
"184","NJN Hawke",NA,"32.0","8","72","6","2.25","1","West Indies","Test","Georgetown","1965-04-14","",""
"185","DK Lillee",NA,"15.7","2","72","6","3.40","3","New Zealand","Test","Auckland","1977-02-25","",""
"186","GF Lawson",NA,"33.0","11","72","6","2.18","1","England","Test","Manchester","1989-07-27","",""
"187","CV Grimmett",NA,"48.0","23","73","6","1.52","3","South Africa","Test","Durban","1936-02-28","",""
"188","MG Johnson",NA,"20.1","6","73","6","3.61","4","New Zealand","Test","Hamilton","2010-03-27","",""
"189","H Trumble",NA,"44.0","18","74","6","1.68","3","England","Test","Adelaide","1902-01-17","",""
"190","RM Hogg",NA,"28.0","8","74","6","1.98","2","England","Test","Brisbane","1978-12-01","",""
"191","AK Davidson",NA,"23.1","4","75","6","2.43","2","England","Test","Melbourne","1962-12-29","",""
"192","PM Siddle",NA,"33.1","10","75","6","2.26","2","England","Test","Melbourne","2010-12-26","",""
"193","JM Gregory",NA,"25.1","4","77","6","3.05","2","South Africa","Test","Durban","1921-11-05","",""
"194","JR Thomson",NA,"13.0","1","77","6","5.92","2","West Indies","Test","Bridgetown","1978-03-17","",""
"195","RM Hogg",NA,"32.4","4","77","6","2.35","2","West Indies","Test","Bridgetown","1984-03-30","",""
"196","TW Garrett",NA,"36.1","10","78","6","3.22","3","England","Test","Sydney","1882-03-03","",""
"197","PL Taylor",NA,"26.0","7","78","6","3.00","2","England","Test","Sydney","1987-01-10","",""
"198","PJ Cummins",NA,"29.0","5","79","6","2.72","3","South Africa","Test","Johannesburg","2011-11-17","",""
"199","DT Ring",NA,"16.0","2","80","6","3.75","3","West Indies","Test","Brisbane","1951-11-09","",""
"200","SK Warne",NA,"33.0","9","80","6","2.42","3","West Indies","Test","Adelaide","2005-11-25","",""
"201","E Jones",NA,"26.2","3","82","6","3.11","1","England","Test","Sydney","1898-02-26","",""
"202","ERH Toshack",NA,"20.7","2","82","6","2.94","3","England","Test","Brisbane","1946-11-29","",""
"203","DK Lillee",NA,"23.0","4","82","6","2.67","2","Pakistan","Test","Melbourne","1977-01-01","",""
"204","MG Bevan",NA,"22.4","3","82","6","3.61","3","West Indies","Test","Adelaide","1997-01-25","",""
"205","NM Lyon",NA,"34.3","10","82","6","2.37","3","Bangladesh","Test","Dhaka","2017-08-27","",""
"206","B Yardley",NA,"25.5","5","84","6","3.25","4","Pakistan","Test","Perth","1981-11-13","",""
"207","GJ Gilmour",NA,"31.2","10","85","6","2.71","1","England","Test","Leeds","1975-08-14","",""
"208","GD McGrath",NA,"34.2","11","85","6","2.47","2","England","Test","Brisbane","1998-11-20","",""
"209","CG Rackemann",NA,"26.0","6","86","6","3.30","3","Pakistan","Test","Perth","1983-11-11","",""
"210","GD McGrath",NA,"40.4","15","86","6","2.11","2","South Africa","Test","Centurion","1997-03-21","",""
"211","SK Warne",NA,"35.5","9","86","6","2.40","4","South Africa","Test","Durban","2006-03-24","",""
"212","AK Davidson",NA,"24.6","4","87","6","2.63","3","West Indies","Test","Brisbane","1960-12-09","",""
"213","JR Hazlewood",NA,"30.5","10","89","6","2.88","2","South Africa","Test","Hobart","2016-11-12","",""
"214","FR Spofforth",NA,"48.1","22","90","6","2.79","4","England","Test","Sydney","1885-02-20","",""
"215","CV Grimmett",NA,"46.0","14","92","6","2.00","4","South Africa","Test","Melbourne","1931-12-31","",""
"216","DD Blackie",NA,"44.0","13","94","6","2.13","2","England","Test","Melbourne","1928-12-29","",""
"217","A Cotter",NA,"27.4","1","95","6","3.43","2","England","Test","The Oval","1909-08-09","",""
"218","RR Lindwall",NA,"24.5","3","95","6","3.82","1","West Indies","Test","Port of Spain","1955-04-11","",""
"219","BA Reid",NA,"39.0","8","97","6","2.48","1","England","Test","Melbourne","1990-12-26","",""
"220","MA Noble",NA,"33.0","4","98","6","2.96","4","England","Test","Melbourne","1902-02-28","",""
"221","A Cotter",NA,"21.5","0","101","6","4.62","1","England","Test","Sydney","1907-12-13","",""
"222","FA Ward",NA,"46.0","16","102","6","1.66","3","England","Test","Brisbane","1936-12-04","",""
"223","WJ Whitty",NA,"39.2","5","104","6","2.64","3","South Africa","Test","Adelaide","1911-01-07","",""
"224","RG Holland",NA,"47.0","19","106","6","2.25","1","New Zealand","Test","Sydney","1985-11-22","",""
"225","KR Miller",NA,"25.2","3","107","6","4.22","1","West Indies","Test","Kingston","1955-06-11","",""
"226","LO Fleetwood-Smith",NA,"30.0","1","110","6","2.75","4","England","Test","Adelaide","1937-01-29","",""
"227","GE Palmer",NA,"75.0","26","111","6","2.22","2","England","Test","Lord's","1884-07-21","",""
"228","MA Starc",NA,"27.0","2","111","6","4.11","2","England","Test","Nottingham","2015-08-06","",""
"229","CTB Turner",NA,"60.0","24","112","6","2.80","2","England","Test","The Oval","1888-08-13","",""
"230","MHN Walker",NA,"39.0","10","114","6","2.92","2","West Indies","Test","Kingston","1973-02-16","",""
"231","R Benaud",NA,"42.0","12","115","6","2.05","2","England","Test","Brisbane","1962-11-30","",""
"232","GD McGrath",NA,"42.0","9","115","6","2.73","1","New Zealand","Test","Christchurch","2005-03-10","",""
"233","WH Cooper",NA,"61.0","19","120","6","2.95","3","England","Test","Melbourne","1881-12-31","",""
"234","SK Warne",NA,"37.3","5","122","6","3.25","1","England","Test","The Oval","2005-09-08","",""
"235","NM Lyon",NA,"42.0","7","122","6","2.90","3","India","Test","Adelaide","2018-12-06","",""
"236","SK Warne",NA,"38.3","3","124","6","3.22","3","England","Test","The Oval","2005-09-08","",""
"237","SK Warne",NA,"42.3","5","125","6","2.94","2","India","Test","Chennai","2004-10-14","",""
"238","TM Alderman",NA,"39.0","12","128","6","3.28","1","West Indies","Test","Perth","1984-11-09","",""
"239","TM Alderman",NA,"38.0","6","128","6","3.36","3","England","Test","Lord's","1989-06-22","",""
"240","CV Grimmett",NA,"44.1","9","131","6","2.96","3","England","Test","Brisbane","1928-11-30","",""
"241","TM Alderman",NA,"35.3","6","135","6","3.80","3","England","Test","Leeds","1981-07-16","",""
"242","SK Warne",NA,"41.5","12","136","6","3.25","1","Pakistan","Test","Lahore","1994-11-01","",""
"243","AA Mailey",NA,"33.5","3","138","6","4.07","1","England","Test","The Oval","1926-08-14","",""
"244","NJN Hawke",NA,"39.0","5","139","6","2.67","2","South Africa","Test","Adelaide","1964-01-24","",""
"245","WA Johnston",NA,"46.0","8","152","6","2.47","2","South Africa","Test","Melbourne","1953-02-06","",""
"246","MA Starc",NA,"28.5","3","154","6","5.34","3","South Africa","Test","Perth","2012-11-30","",""
"247","G Giffen",NA,"78.2","21","155","6","1.97","3","England","Test","Melbourne","1894-12-29","",""
"248","SK Warne",NA,"70.0","15","161","6","2.30","3","South Africa","Test","Cape Town","2002-03-08","",""
"249","CV Grimmett",NA,"53.0","13","167","6","3.15","3","England","Test","Lord's","1930-06-27","",""
"250","DK Lillee",NA,"50.2","8","171","6","3.39","2","Pakistan","Test","Adelaide","1983-12-09","",""
"251","ERH Toshack",NA,"2.3","1","2","5","0.63","2","India","Test","Brisbane","1947-11-28","",""
"252","H Ironmonger",NA,"7.2","5","6","5","0.81","1","South Africa","Test","Melbourne","1932-02-12","",""
"253","TBA May",NA,"6.5","3","9","5","1.31","3","West Indies","Test","Adelaide","1993-01-23","",""
"254","SP O'Donnell",NA,"6.0","0","13","5","2.16","2","New Zealand","ODI","Christchurch","1990-03-04","",""
"255","TW Wall",NA,"15.1","7","14","5","0.92","3","South Africa","Test","Brisbane","1931-11-27","",""
"256","WJ O'Reilly",NA,"12.0","5","14","5","1.16","1","New Zealand","Test","Wellington","1946-03-29","",""
"257","GD McGrath",NA,"8.4","3","14","5","1.61","1","West Indies","ODI","Manchester","1999-05-30","",""
"258","JR Hopes",NA,"9.0","1","14","5","1.55","2","Ireland","ODI","Dublin","2010-06-17","",""
"259","DK Lillee",NA,"15.0","8","15","5","1.00","2","England","Test","Birmingham","1975-07-10","",""
"260","GS Chappell",NA,"9.5","5","15","5","1.52","1","India","ODI","Sydney","1981-01-08","",""
"261","CG Rackemann",NA,"8.2","2","16","5","1.92","2","Pakistan","ODI","Adelaide","1984-01-30","",""
"262","TM Alderman",NA,"10.0","2","17","5","1.70","1","New Zealand","ODI","Wellington","1982-02-20","",""
"263","SR Watson",NA,"5.0","2","17","5","3.40","2","South Africa","Test","Cape Town","2011-11-09","",""
"264","GJ Cosier",NA,"8.5","3","18","5","2.03","1","England","ODI","Birmingham","1977-06-04","",""
"265","DK Lillee",NA,"9.0","3","18","5","2.00","2","Pakistan","Test","Perth","1981-11-13","",""
"266","A Symonds",NA,"7.2","1","18","5","2.45","1","Bangladesh","ODI","Manchester","2005-06-25","",""
"267","AJ Bichel",NA,"6.3","0","19","5","2.92","1","South Africa","ODI","Sydney","2002-01-22","",""
