"","player_name","teamName","overs","maidens","runs_given","wickets","economy","innings_number","opposition","match_format","venue","date","city","batting_position"
"6022","TW Wall",NA,"7.0","1","17","1","2.42","4","England","Test","Brisbane","1933-02-10","",""
"6023","GB Hole",NA,"9.0","4","17","1","1.41","4","South Africa","Test","Adelaide","1953-01-24","",""
"6024","KD Mackay",NA,"3.0","0","17","1","5.66","2","India","Test","Chennai","1960-01-13","",""
"6025","AK Davidson",NA,"11.0","6","17","1","1.54","4","England","Test","Leeds","1961-07-06","",""
"6026","JR Hammond",NA,"10.0","4","17","1","1.70","4","West Indies","Test","Kingston","1973-02-16","",""
"6027","IM Chappell",NA,"8.0","3","17","1","2.12","2","West Indies","Test","Bridgetown","1973-03-09","",""
"6028","DK Lillee",NA,"6.0","2","17","1","2.12","2","England","Test","Melbourne","1975-02-08","",""
"6029","G Dymock",NA,"8.0","2","17","1","2.12","1","Canada","ODI","Birmingham","1979-06-16","",""
"6030","GS Chappell",NA,"9.0","2","17","1","1.88","1","Pakistan","Test","Melbourne","1981-12-11","",""
"6031","GRJ Matthews",NA,"10.0","1","17","1","1.70","1","New Zealand","ODI","Sydney","1986-01-14","",""
"6032","PL Taylor",NA,"3.0","0","17","1","5.66","2","England","ODI","Brisbane","1987-01-18","",""
"6033","BA Reid",NA,"9.0","2","17","1","1.88","2","Zimbabwe","ODI","Hobart","1992-03-14","",""
"6034","TM Moody",NA,"6.0","1","17","1","2.83","2","Sri Lanka","Test","Colombo (RPS)","1992-08-28","",""
"6035","ME Waugh",NA,"6.0","4","17","1","2.83","4","New Zealand","Test","Perth","1993-11-12","",""
"6036","ME Waugh",NA,"5.0","0","17","1","3.40","1","South Africa","ODI","Sydney","1998-01-26","",""
"6037","DS Lehmann",NA,"4.0","0","17","1","4.25","2","West Indies","ODI","Port of Spain","1999-04-17","",""
"6038","SR Waugh",NA,"3.0","0","17","1","5.66","2","West Indies","ODI","Bridgetown","1999-04-25","",""
"6039","GS Blewett",NA,"3.0","1","17","1","5.66","4","India","Test","Melbourne","1999-12-26","",""
"6040","DS Lehmann",NA,"6.0","0","17","1","2.83","2","Pakistan","ODI","Melbourne (Docklands)","2002-06-15","",""
"6041","GD McGrath",NA,"8.0","3","17","1","2.12","1","Bangladesh","ODI","Colombo (SSC)","2002-09-19","",""
"6042","MS Kasprowicz",NA,"5.0","0","17","1","3.40","1","Pakistan","ODI","Sydney","2005-01-23","",""
"6043","BJ Hodge",NA,"6.0","0","17","1","2.83","2","Scotland","ODI","Basseterre","2007-03-14","",""
"6044","GB Hogg",NA,"6.0","1","17","1","2.83","2","Sri Lanka","ODI","Sydney","2008-02-08","",""
"6045","A Symonds",NA,"8.0","4","17","1","2.12","2","West Indies","Test","Bridgetown","2008-06-12","",""
"6046","SR Watson",NA,"2.1","0","17","1","7.84","2","West Indies","T20I","Bridgetown","2008-06-20","",""
"6047","A Symonds",NA,"12.0","2","17","1","1.41","1","New Zealand","Test","Adelaide","2008-11-28","",""
"6048","SR Watson",NA,"6.0","0","17","1","2.83","1","England","ODI","Sydney","2011-01-23","",""
"6049","MA Starc",NA,"4.0","0","17","1","4.25","1","Pakistan","T20I","Dubai (DSC)","2012-09-07","",""
"6050","SR Watson",NA,"4.0","1","17","1","4.25","2","England","ODI","Manchester","2013-09-08","",""
"6051","JM Muirhead",NA,"4.0","0","17","1","4.25","1","England","T20I","Melbourne","2014-01-31","",""
"6052","NM Coulter-Nile",NA,"2.0","0","17","1","8.50","1","South Africa","T20I","Durban","2014-03-12","",""
"6053","MA Starc",NA,"4.0","0","17","1","4.25","1","Pakistan","T20I","Dubai (DSC)","2014-10-05","",""
"6054","SA Abbott",NA,"3.0","0","17","1","5.66","1","Pakistan","T20I","Dubai (DSC)","2014-10-05","",""
"6055","SPD Smith",NA,"5.0","1","17","1","3.40","1","South Africa","ODI","Sydney","2014-11-23","",""
"6056","GJ Maxwell",NA,"2.0","0","17","1","8.50","1","India","T20I","Melbourne","2016-01-29","",""
"6057","MR Marsh",NA,"3.0","0","17","1","5.66","2","South Africa","T20I","Durban","2016-03-04","",""
"6058","MP Stoinis",NA,"3.0","0","17","1","5.66","1","Pakistan","T20I","Harare","2018-07-02","",""
"6059","NM Lyon",NA,"8.5","3","17","1","1.92","3","Sri Lanka","Test","Brisbane","2019-01-24","",""
"6060","TW Garrett",NA,"5.0","0","18","1","5.40","1","England","Test","Melbourne","1879-01-02","",""
"6061","HF Boyle",NA,"18.0","9","18","1","1.50","1","England","Test","Melbourne","1881-12-31","",""
"6062","G Giffen",NA,"7.0","1","18","1","3.85","3","England","Test","The Oval","1884-08-11","",""
"6063","WW Armstrong",NA,"3.1","0","18","1","5.68","4","England","Test","Melbourne","1908-02-07","",""
"6064","C Kelleway",NA,"8.0","2","18","1","2.25","1","South Africa","Test","Nottingham","1912-08-05","",""
"6065","EL McCormick",NA,"11.0","4","18","1","1.63","3","England","Test","Leeds","1938-07-22","",""
"6066","RR Lindwall",NA,"4.0","0","18","1","3.37","2","West Indies","Test","Adelaide","1951-12-22","",""
"6067","IWG Johnson",NA,"5.0","0","18","1","2.70","3","West Indies","Test","Melbourne","1951-12-31","",""
"6068","KR Miller",NA,"9.0","3","18","1","2.00","3","West Indies","Test","Georgetown","1955-04-26","",""
"6069","AK Davidson",NA,"5.0","0","18","1","3.60","3","England","Test","The Oval","1956-08-23","",""
"6070","RG Archer",NA,"4.0","0","18","1","4.50","2","Pakistan","Test","Karachi","1956-10-11","",""
"6071","WPA Crawford",NA,"12.0","6","18","1","1.50","3","India","Test","Chennai","1956-10-19","",""
"6072","BC Booth",NA,"13.0","4","18","1","1.38","3","Pakistan","Test","Karachi","1964-10-24","",""
"6073","KD Walters",NA,"6.0","1","18","1","2.25","2","England","Test","Brisbane","1974-11-29","",""
"6074","G Dymock",NA,"10.0","2","18","1","1.80","2","West Indies","ODI","Sydney","1980-01-18","",""
"6075","RM Hogg",NA,"8.0","1","18","1","2.25","2","Sri Lanka","ODI","Adelaide","1985-01-28","",""
"6076","GRJ Matthews",NA,"6.0","0","18","1","3.00","1","New Zealand","ODI","Perth","1986-01-19","",""
"6077","SP Davis",NA,"8.0","0","18","1","2.25","2","England","ODI","Adelaide","1987-01-26","",""
"6078","AR Border",NA,"3.0","0","18","1","6.00","2","West Indies","ODI","Melbourne","1989-01-05","",""
"6079","MG Hughes",NA,"4.0","0","18","1","4.50","2","Pakistan","ODI","Melbourne","1989-01-10","",""
"6080","AR Border",NA,"4.0","0","18","1","4.50","1","England","ODI","Manchester","1989-05-25","",""
"6081","TV Hohns",NA,"16.0","8","18","1","1.12","2","England","Test","Birmingham","1989-07-06","",""
"6082","SR Waugh",NA,"5.0","1","18","1","3.60","1","New Zealand","ODI","Hobart","1990-12-18","",""
"6083","TM Moody",NA,"5.0","0","18","1","3.60","1","India","ODI","Sydney","1992-01-14","",""
"6084","GRJ Matthews",NA,"13.0","4","18","1","1.38","4","West Indies","Test","Brisbane","1992-11-27","",""
"6085","SK Warne",NA,"6.0","2","18","1","3.00","3","West Indies","Test","Adelaide","1993-01-23","",""
"6086","ME Waugh",NA,"13.0","5","18","1","1.38","2","New Zealand","Test","Perth","1993-11-12","",""
"6087","PR Reiffel",NA,"7.0","2","18","1","2.57","2","South Africa","ODI","Cape Town","1994-04-06","",""
"6088","SR Waugh",NA,"6.0","0","18","1","3.00","2","Pakistan","Test","Hobart","1995-11-17","",""
"6089","GS Blewett",NA,"3.0","0","18","1","6.00","2","South Africa","ODI","Durban","1997-04-05","",""
"6090","PR Reiffel",NA,"10.0","1","18","1","1.80","1","South Africa","ODI","Melbourne","1997-12-09","",""
"6091","ME Waugh",NA,"8.0","1","18","1","2.25","2","England","Test","Brisbane","1998-11-20","",""
"6092","AC Dale",NA,"5.0","1","18","1","3.60","2","New Zealand","ODI","Cardiff","1999-05-20","",""
"6093","SK Warne",NA,"10.0","2","18","1","1.80","1","Bangladesh","ODI","Chester-le-Street","1999-05-27","",""
"6094","A Symonds",NA,"6.0","0","18","1","3.00","2","India","ODI","Adelaide","2000-01-26","",""
"6095","SM Katich",NA,"4.0","0","18","1","4.50","1","India","Test","Melbourne","2003-12-26","",""
"6096","MJ Clarke",NA,"3.0","0","18","1","6.00","1","India","ODI","Melbourne","2004-02-06","",""
"6097","GD McGrath",NA,"8.0","1","18","1","2.25","2","West Indies","ODI","Adelaide","2005-01-26","",""
"6098","MJ Clarke",NA,"5.0","0","18","1","3.60","1","West Indies","ODI","Mumbai (BS)","2006-10-18","",""
"6099","NW Bracken",NA,"3.0","0","18","1","6.00","1","New Zealand","ODI","Sydney","2007-12-16","",""
"6100","SR Watson",NA,"3.0","0","18","1","6.00","2","West Indies","ODI","Kingstown","2008-06-24","",""
"6101","SR Clark",NA,"7.0","1","18","1","2.57","2","Bangladesh","ODI","Darwin","2008-08-30","",""
"6102","DJ Hussey",NA,"3.0","0","18","1","6.00","1","South Africa","T20I","Brisbane","2009-01-13","",""
"6103","MJ Clarke",NA,"6.0","0","18","1","3.00","2","New Zealand","ODI","Perth","2009-02-01","",""
"6104","A Symonds",NA,"3.0","0","18","1","6.00","2","Pakistan","ODI","Dubai (DSC)","2009-04-22","",""
"6105","BW Hilfenhaus",NA,"3.0","0","18","1","6.00","2","Pakistan","T20I","Dubai (DSC)","2012-09-05","",""
"6106","CJ McKay",NA,"9.0","2","18","1","2.00","2","Scotland","ODI","Edinburgh","2013-09-03","",""
"6107","AC Voges",NA,"3.0","0","18","1","6.00","2","India","ODI","Pune","2013-10-13","",""
"6108","BCJ Cutting",NA,"3.0","0","18","1","6.00","2","England","T20I","Sydney","2014-02-02","",""
"6109","SR Watson",NA,"3.0","0","18","1","6.00","1","Scotland","ODI","Hobart","2015-03-14","",""
"6110","HF Boyle",NA,"14.3","6","19","1","1.93","3","England","Test","Melbourne","1881-12-31","",""
"6111","SP Jones",NA,"11.0","4","19","1","2.59","3","England","Test","Sydney","1882-02-17","",""
"6112","KR Miller",NA,"8.0","2","19","1","1.78","3","West Indies","Test","Brisbane","1951-11-09","",""
"6113","KR Miller",NA,"11.0","5","19","1","1.29","2","England","Test","Brisbane","1954-11-26","",""
"6114","KD Mackay",NA,"8.0","3","19","1","1.78","1","England","Test","Sydney","1959-01-09","",""
"6115","KR Stackpole",NA,"13.0","9","19","1","1.09","3","West Indies","Test","Melbourne","1968-12-26","",""
"6116","RJ Inverarity",NA,"4.0","0","19","1","4.75","1","England","Test","The Oval","1972-08-10","",""
"6117","RAL Massie",NA,"7.0","4","19","1","2.03","4","Pakistan","Test","Sydney","1973-01-06","",""
"6118","GJ Gilmour",NA,"3.0","0","19","1","4.75","4","Pakistan","Test","Melbourne","1977-01-01","",""
"6119","GS Chappell",NA,"4.0","1","19","1","4.75","1","England","Test","Sydney","1980-01-04","",""
"6120","JR Thomson",NA,"7.0","1","19","1","2.71","2","Pakistan","ODI","Sydney","1982-01-14","",""
"6121","GF Lawson",NA,"8.0","2","19","1","2.37","2","Pakistan","ODI","Melbourne","1984-01-21","",""
"6122","JN Maguire",NA,"9.0","1","19","1","2.11","2","Pakistan","ODI","Sydney","1984-01-25","",""
"6123","TM Alderman",NA,"5.0","0","19","1","3.80","2","West Indies","ODI","Chennai","1989-10-21","",""
"6124","SP O'Donnell",NA,"6.0","0","19","1","3.16","2","West Indies","ODI","Chennai","1989-10-21","",""
"6125","CG Rackemann",NA,"8.0","0","19","1","2.37","2","Sri Lanka","ODI","Melbourne","1990-01-04","",""
"6126","SP O'Donnell",NA,"7.0","0","19","1","2.71","1","Sri Lanka","ODI","Adelaide","1990-02-18","",""
"6127","SP O'Donnell",NA,"5.4","0","19","1","3.35","2","Sri Lanka","ODI","Sharjah","1990-05-02","",""
"6128","CG Rackemann",NA,"10.0","2","19","1","1.90","1","England","ODI","Perth","1990-12-09","",""
"6129","SR Waugh",NA,"14.0","6","19","1","1.35","2","New Zealand","Test","Auckland","1993-03-12","",""
"6130","ME Waugh",NA,"4.0","0","19","1","4.75","2","New Zealand","ODI","Auckland","1995-02-19","",""
"6131","SR Waugh",NA,"3.0","1","19","1","6.33","2","West Indies","Test","Port of Spain","1995-04-21","",""
"6132","ME Waugh",NA,"9.0","1","19","1","2.11","3","Sri Lanka","Test","Melbourne","1995-12-26","",""
"6133","GS Blewett",NA,"5.0","0","19","1","3.80","1","Pakistan","ODI","Adelaide","1996-12-15","",""
"6134","JN Gillespie",NA,"3.4","0","19","1","5.18","4","South Africa","Test","Centurion","1997-03-21","",""
"6135","SR Waugh",NA,"8.0","1","19","1","2.37","2","Pakistan","Test","Peshawar","1998-10-15","",""
"6136","DW Fleming",NA,"9.0","2","19","1","2.11","1","Scotland","ODI","Worcester","1999-05-16","",""
"6137","GD McGrath",NA,"7.0","2","19","1","2.71","4","Sri Lanka","Test","Kandy","1999-09-09","",""
"6138","AC Dale",NA,"10.0","2","19","1","1.90","1","Pakistan","ODI","Brisbane","2000-01-09","",""
"6139","DR Martyn",NA,"5.0","0","19","1","3.80","1","India","ODI","Perth","2000-01-30","",""
"6140","ME Waugh",NA,"8.0","1","19","1","2.37","1","South Africa","Test","Melbourne","2001-12-26","",""
"6141","SK Warne",NA,"10.0","1","19","1","1.90","2","South Africa","ODI","Melbourne","2002-01-13","",""
"6142","A Symonds",NA,"4.0","0","19","1","4.75","2","West Indies","ODI","St George's","2003-05-30","",""
"6143","GD McGrath",NA,"14.0","7","19","1","1.35","3","New Zealand","Test","Christchurch","2005-03-10","",""
"6144","SR Clark",NA,"8.0","1","19","1","2.37","1","Ireland","ODI","Bridgetown","2007-04-13","",""
"6145","GB Hogg",NA,"3.0","0","19","1","6.33","2","Sri Lanka","ODI","Bridgetown","2007-04-28","",""
"6146","SR Watson",NA,"3.2","0","19","1","5.70","1","Sri Lanka","T20I","Cape Town","2007-09-20","",""
"6147","JR Hopes",NA,"8.0","3","19","1","2.37","2","West Indies","ODI","St George's","2008-06-27","",""
"6148","MJ Clarke",NA,"3.0","0","19","1","6.33","2","Sri Lanka","T20I","Nottingham","2009-06-08","",""
"6149","DP Nannes",NA,"3.0","0","19","1","6.33","1","West Indies","T20I","Gros Islet","2010-05-11","",""
"6150","DJ Hussey",NA,"5.0","0","19","1","3.80","2","India","ODI","Ahmedabad","2011-03-24","",""
"6151","MR Marsh",NA,"4.0","0","19","1","4.75","2","South Africa","ODI","Centurion","2011-10-19","",""
"6152","GB Hogg",NA,"3.0","0","19","1","6.33","2","India","T20I","Melbourne","2012-02-03","",""
"6153","MEK Hussey",NA,"6.0","1","19","1","3.16","2","West Indies","Test","Port of Spain","2012-04-15","",""
"6154","BW Hilfenhaus",NA,"5.1","0","19","1","3.67","2","England","ODI","Manchester","2012-07-10","",""
"6155","MA Starc",NA,"4.0","0","19","1","4.75","2","Sri Lanka","T20I","Sydney","2013-01-26","",""
"6156","MA Starc",NA,"4.0","0","19","1","4.75","1","England","T20I","Melbourne","2014-01-31","",""
"6157","JP Faulkner",NA,"6.0","0","19","1","3.16","2","Zimbabwe","ODI","Harare","2014-08-25","",""
"6158","H Trumble",NA,"15.0","6","20","1","1.60","3","England","Test","Lord's","1899-06-15","",""
"6159","WW Armstrong",NA,"15.0","6","20","1","1.33","2","England","Test","Melbourne","1911-12-30","",""
"6160","HSTL Hendry",NA,"10.0","1","20","1","2.00","1","England","Test","Brisbane","1928-11-30","",""
"6161","J Ryder",NA,"5.0","1","20","1","4.00","1","England","Test","Adelaide","1929-02-01","",""
"6162","AG Fairfax",NA,"7.0","0","20","1","2.85","3","England","Test","Melbourne","1929-03-08","",""
"6163","H Ironmonger",NA,"13.0","3","20","1","1.53","2","West Indies","Test","Sydney","1931-01-01","",""
"6164","SJ McCabe",NA,"7.0","0","20","1","2.85","3","West Indies","Test","Sydney","1931-01-01","",""
"6165","IWG Johnson",NA,"11.0","3","20","1","1.36","1","England","Test","Melbourne","1954-12-31","",""
"6166","NCL O'Neill",NA,"7.0","0","20","1","2.14","2","South Africa","Test","Brisbane","1963-12-06","",""
"6167","RM Cowper",NA,"6.0","0","20","1","2.50","3","England","Test","Brisbane","1965-12-10","",""
"6168","RM Cowper",NA,"8.0","2","20","1","1.87","3","India","Test","Melbourne","1967-12-30","",""
"6169","KD Walters",NA,"4.0","0","20","1","3.75","2","India","Test","Sydney","1968-01-26","",""
"6170","GS Chappell",NA,"11.0","3","20","1","1.81","2","England","ODI","Birmingham","1972-08-28","",""
"6171","KJ O'Keeffe",NA,"8.0","2","20","1","1.87","1","New Zealand","Test","Sydney","1974-01-05","",""
"6172","KD Walters",NA,"4.0","1","20","1","3.75","1","New Zealand","Test","Auckland","1977-02-25","",""
"6173","RM Hogg",NA,"6.0","1","20","1","2.50","2","England","ODI","Melbourne","1979-01-24","",""
"6174","GD Porter",NA,"12.0","3","20","1","1.66","1","Pakistan","ODI","Nottingham","1979-06-13","",""
"6175","CJ McDermott",NA,"6.0","1","20","1","3.33","1","New Zealand","ODI","Melbourne","1986-01-09","",""
"6176","BA Reid",NA,"4.0","0","20","1","5.00","2","India","ODI","Hyderabad (Deccan)","1986-09-24","",""
"6177","BA Reid",NA,"6.0","1","20","1","3.33","4","England","Test","Brisbane","1986-11-14","",""
"6178","SP Davis",NA,"8.0","1","20","1","2.50","2","England","ODI","Melbourne","1987-02-01","",""
"6179","AIC Dodemaide",NA,"12.0","5","20","1","1.66","4","Pakistan","Test","Lahore","1988-10-07","",""
"6180","MG Hughes",NA,"8.0","1","20","1","2.50","2","Sri Lanka","ODI","Melbourne","1990-01-04","",""
"6181","PR Reiffel",NA,"8.0","2","20","1","2.50","1","New Zealand","ODI","Adelaide","1993-12-12","",""
"6182","ME Waugh",NA,"12.0","3","20","1","1.66","2","South Africa","Test","Melbourne","1993-12-26","",""
"6183","TBA May",NA,"8.0","0","20","1","2.50","1","South Africa","ODI","Wellington","1995-02-15","",""
"6184","S Lee",NA,"7.0","0","20","1","2.85","2","West Indies","ODI","Adelaide","1995-12-17","",""
"6185","MG Bevan",NA,"4.0","0","20","1","5.00","1","Sri Lanka","ODI","Sydney","1995-12-21","",""
"6186","DW Fleming",NA,"5.0","1","20","1","4.00","1","New Zealand","ODI","Chennai","1996-03-11","",""
"6187","SR Waugh",NA,"6.0","0","20","1","3.33","1","India","ODI","Colombo (SSC)","1996-09-06","",""
"6188","GD McGrath",NA,"17.0","9","20","1","1.17","2","South Africa","Test","Melbourne","1997-12-26","",""
"6189","S Lee",NA,"7.0","0","20","1","2.85","1","India","ODI","Sydney","2000-01-14","",""
"6190","S Lee",NA,"6.0","0","20","1","3.33","2","Pakistan","ODI","Sydney","2000-02-04","",""
"6191","MG Bevan",NA,"3.0","0","20","1","6.66","2","West Indies","ODI","Melbourne","2001-02-09","",""
"6192","DR Martyn",NA,"3.0","0","20","1","6.66","1","New Zealand","ODI","Sydney","2002-01-17","",""
"6193","SK Warne",NA,"8.0","1","20","1","2.50","2","Pakistan","ODI","Nairobi (Gym)","2002-08-30","",""
"6194","SR Watson",NA,"5.0","1","20","1","4.00","2","Pakistan","ODI","Nairobi (Gym)","2002-08-30","",""
"6195","BA Williams",NA,"7.0","1","20","1","2.85","1","England","ODI","Adelaide","2003-01-19","",""
"6196","GD McGrath",NA,"7.0","1","20","1","2.85","2","Sri Lanka","ODI","Port Elizabeth","2003-03-18","",""
"6197","JN Gillespie",NA,"8.0","2","20","1","2.50","2","Sri Lanka","ODI","Colombo (RPS)","2004-02-27","",""
"6198","NW Bracken",NA,"3.0","0","20","1","6.66","2","England","T20I","Sydney","2007-01-09","",""
"6199","A Symonds",NA,"5.0","0","20","1","4.00","1","England","ODI","Adelaide","2007-01-26","",""
"6200","SR Watson",NA,"5.0","0","20","1","4.00","2","New Zealand","ODI","St George's","2007-04-20","",""
"6201","SR Clark",NA,"15.0","9","20","1","1.33","4","India","Test","Melbourne","2007-12-26","",""
"6202","A Symonds",NA,"7.0","0","20","1","2.85","1","India","Test","Adelaide","2008-01-24","",""
"6203","MG Johnson",NA,"4.0","0","20","1","5.00","2","South Africa","T20I","Johannesburg","2009-03-27","",""
"6204","BW Hilfenhaus",NA,"6.0","0","20","1","3.33","2","Pakistan","ODI","Abu Dhabi","2009-04-27","",""
"6205","BW Hilfenhaus",NA,"4.0","0","20","1","5.00","2","Pakistan","T20I","Dubai (DSC)","2009-05-07","",""
"6206","NM Hauritz",NA,"3.2","0","20","1","6.00","2","Pakistan","T20I","Dubai (DSC)","2009-05-07","",""
"6207","BW Hilfenhaus",NA,"7.0","0","20","1","2.85","1","England","Test","Leeds","2009-08-07","",""
"6208","DP Nannes",NA,"7.0","1","20","1","2.85","2","Scotland","ODI","Edinburgh","2009-08-28","",""
"6209","SR Watson",NA,"5.0","0","20","1","4.00","4","India","Test","Bengaluru","2010-10-09","",""
"6210","JW Hastings",NA,"6.0","0","20","1","3.33","1","Bangladesh","ODI","Dhaka","2011-04-11","",""
"6211","SR Watson",NA,"7.0","0","20","1","2.85","1","Sri Lanka","ODI","Colombo (RPS)","2011-08-20","",""
"6212","DJ Hussey",NA,"2.1","0","20","1","9.23","2","South Africa","T20I","Johannesburg","2011-10-16","",""
"6213","DT Christian",NA,"3.0","0","20","1","6.66","1","West Indies","T20I","Bridgetown","2012-03-30","",""
"6214","SR Watson",NA,"9.0","2","20","1","2.22","4","West Indies","Test","Roseau","2012-04-23","",""
"6215","MG Johnson",NA,"5.0","0","20","1","4.00","1","England","ODI","Birmingham","2013-09-11","",""
"6216","AJ Finch",NA,"4.0","0","20","1","5.00","2","India","ODI","Nagpur","2013-10-30","",""
"6217","GJ Maxwell",NA,"4.0","0","20","1","5.00","1","India","T20I","Dhaka","2014-03-30","",""
"6218","GJ Maxwell",NA,"3.0","0","20","1","6.66","2","South Africa","ODI","Perth","2014-11-16","",""
"6219","NM Lyon",NA,"6.0","1","20","1","3.33","1","West Indies","Test","Roseau","2015-06-03","",""
"6220","NM Coulter-Nile",NA,"2.0","0","20","1","10.00","2","India","T20I","Ranchi","2017-10-07","",""
"6221","MP Stoinis",NA,"4.0","0","20","1","5.00","1","India","T20I","Guwahati","2017-10-10","",""
"6222","HF Boyle",NA,"9.0","3","21","1","3.50","4","England","Test","Adelaide","1884-12-12","",""
"6223","H Trumble",NA,"8.0","1","21","1","3.15","4","England","Test","Lord's","1890-07-21","",""
"6224","RW McLeod",NA,"16.0","7","21","1","1.57","4","England","Test","Manchester","1893-08-24","",""
"6225","W Bruce",NA,"4.0","0","21","1","5.25","3","England","Test","Melbourne","1894-12-29","",""
"6226","MA Noble",NA,"7.0","1","21","1","3.00","2","England","Test","Melbourne","1898-01-29","",""
"6227","CG Macartney",NA,"9.0","3","21","1","2.33","4","England","Test","Melbourne","1908-01-01","",""
"6228","WW Armstrong",NA,"10.0","0","21","1","2.10","4","England","Test","Sydney","1920-12-17","",""
"6229","AG Fairfax",NA,"10.0","3","21","1","2.10","3","England","Test","The Oval","1930-08-16","",""
"6230","CV Grimmett",NA,"16.0","4","21","1","1.31","2","England","Test","Melbourne","1932-12-30","",""
"6231","KR Miller",NA,"7.0","3","21","1","2.25","4","England","Test","Brisbane","1950-12-01","",""
"6232","WA Johnston",NA,"7.6","2","21","1","2.03","2","South Africa","Test","Brisbane","1952-12-05","",""
"6233","AK Davidson",NA,"12.0","3","21","1","1.31","1","England","Test","Sydney","1959-01-09","",""
"6234","LF Kline",NA,"15.0","8","21","1","1.40","2","India","Test","Chennai","1960-01-13","",""
"6235","RB Simpson",NA,"8.0","4","21","1","2.62","4","England","Test","Manchester","1961-07-27","",""
"6236","RM Cowper",NA,"10.0","2","21","1","2.10","3","South Africa","Test","Cape Town","1966-12-31","",""
"6237","RM Cowper",NA,"12.0","5","21","1","1.31","2","India","Test","Sydney","1968-01-26","",""
"6238","JW Gleeson",NA,"6.3","2","21","1","3.23","2","England","Test","Manchester","1968-06-06","",""
"6239","LC Mayne",NA,"7.0","2","21","1","3.00","2","India","Test","Chennai","1969-12-24","",""
"6240","KH Eastwood",NA,"5.0","0","21","1","3.15","3","England","Test","Sydney","1971-02-12","",""
"6241","PH Carlson",NA,"5.0","0","21","1","3.15","2","England","ODI","Melbourne","1979-01-24","",""
"6242","GN Yallop",NA,"6.0","1","21","1","3.50","2","India","Test","Chennai","1979-09-11","",""
"6243","TM Chappell",NA,"3.0","0","21","1","7.00","1","New Zealand","ODI","Sydney","1981-01-13","",""
"6244","GF Lawson",NA,"7.0","1","21","1","3.00","4","Pakistan","Test","Lahore","1982-10-14","",""
"6245","GS Chappell",NA,"9.0","2","21","1","2.33","2","Sri Lanka","ODI","Colombo (PSS)","1983-04-13","",""
"6246","RM Hogg",NA,"6.0","1","21","1","3.50","2","India","ODI","New Delhi","1984-09-28","",""
"6247","SP Davis",NA,"8.0","1","21","1","2.62","1","West Indies","ODI","Adelaide","1987-01-25","",""
"6248","BA Reid",NA,"7.0","1","21","1","3.00","2","Zimbabwe","ODI","Chennai","1987-10-13","",""
"6249","BA Reid",NA,"7.0","0","21","1","3.00","1","New Zealand","Test","Adelaide","1987-12-11","",""
"6250","AIC Dodemaide",NA,"9.0","1","21","1","2.33","2","New Zealand","ODI","Sydney","1988-01-20","",""
"6251","TM Moody",NA,"5.0","0","21","1","4.20","1","England","ODI","Lord's","1989-05-29","",""
"6252","GD Campbell",NA,"7.0","0","21","1","3.00","2","Pakistan","ODI","Sydney","1990-02-25","",""
"6253","PR Reiffel",NA,"10.0","1","21","1","2.10","2","West Indies","ODI","Melbourne","1993-01-18","",""
"6254","PR Reiffel",NA,"10.0","1","21","1","2.10","1","New Zealand","ODI","Wellington","1993-03-24","",""
"6255","AR Border",NA,"4.0","0","21","1","5.25","2","South Africa","ODI","Sydney","1994-01-23","",""
"6256","CJ McDermott",NA,"10.0","2","21","1","2.10","2","Pakistan","ODI","Colombo (SSC)","1994-09-07","",""
"6257","MG Bevan",NA,"4.0","0","21","1","5.25","3","Pakistan","Test","Lahore","1994-11-01","",""
"6258","ME Waugh",NA,"14.0","4","21","1","1.50","3","Pakistan","Test","Sydney","1995-11-30","",""
"6259","GD McGrath",NA,"8.0","1","21","1","2.62","1","Pakistan","ODI","Hobart","1997-01-07","",""
"6260","TM Moody",NA,"7.0","1","21","1","3.00","2","Sri Lanka","ODI","Galle","1999-08-22","",""
"6261","GD McGrath",NA,"6.4","0","21","1","3.15","2","Zimbabwe","ODI","Bulawayo","1999-10-21","",""
"6262","SK Warne",NA,"10.0","1","21","1","2.10","1","South Africa","ODI","Cape Town","2000-04-14","",""
"6263","AJ Bichel",NA,"11.0","4","21","1","1.90","3","West Indies","Test","Brisbane","2000-11-23","",""
"6264","GD McGrath",NA,"10.0","3","21","1","2.10","2","South Africa","ODI","Perth","2002-02-03","",""
"6265","DS Lehmann",NA,"6.0","0","21","1","3.50","2","England","ODI","Melbourne","2002-12-15","",""
"6266","GD McGrath",NA,"7.0","0","21","1","3.00","2","West Indies","ODI","Port of Spain","2003-05-24","",""
"6267","IJ Harvey",NA,"7.0","1","21","1","3.00","1","Bangladesh","ODI","Cairns","2003-08-03","",""
"6268","AJ Bichel",NA,"7.0","0","21","1","3.00","2","New Zealand","ODI","Guwahati","2003-11-09","",""
"6269","B Lee",NA,"5.0","0","21","1","4.20","1","U.S.A.","ODI","Southampton","2004-09-13","",""
"6270","MS Kasprowicz",NA,"8.0","2","21","1","2.62","3","New Zealand","Test","Brisbane","2004-11-18","",""
"6271","SR Clark",NA,"5.0","0","21","1","4.20","1","England","ODI","Adelaide","2007-01-26","",""
"6272","A Symonds",NA,"6.0","1","21","1","3.50","3","Sri Lanka","Test","Brisbane","2007-11-08","",""
"6273","MJ Clarke",NA,"4.0","0","21","1","5.25","1","Pakistan","ODI","Abu Dhabi","2009-05-01","",""
