"","player_name","teamName","runs","balls_faced","4s","6s","strike_rate","innings_number","opposition","match_format","venue","date","city","batting_position"
"6177","MS Dhoni",NA,"26","46","2","0","56.52","2","Australia","ODI","Mohali","2009-11-02","",""
"6178","V Sehwag",NA,"26","14","3","1","185.71","2","Sri Lanka","T20I","Nagpur","2009-12-09","",""
"6179","MS Dhoni",NA,"26","29","2","0","89.65","1","South Africa","ODI","Jaipur","2010-02-21","",""
"6180","Yuvraj Singh",NA,"26","31","4","0","83.87","2","Sri Lanka","ODI","Dambulla","2010-08-28","",""
"6181","PA Patel",NA,"26","20","2","1","130.00","1","West Indies","T20I","Port of Spain","2011-06-04","",""
"6182","RG Sharma",NA,"26","23","0","2","113.04","1","West Indies","T20I","Port of Spain","2011-06-04","",""
"6183","PA Patel",NA,"26","32","3","0","81.25","2","West Indies","ODI","North Sound","2011-06-13","",""
"6184","P Kumar",NA,"26","39","4","1","66.66","1","England","Test","Birmingham","2011-08-10","",""
"6185","AM Rahane",NA,"26","47","3","0","55.31","1","England","ODI","Cardiff","2011-09-16","",""
"6186","V Sehwag",NA,"26","35","3","0","74.28","2","West Indies","ODI","Visakhapatnam","2011-12-02","",""
"6187","R Ashwin",NA,"26","37","2","0","70.27","2","Australia","ODI","Sydney","2012-02-26","",""
"6188","SK Raina",NA,"26","19","4","0","136.84","1","Australia","T20I","Colombo (RPS)","2012-09-28","",""
"6189","CA Pujara",NA,"26","72","3","0","36.11","2","England","Test","Nagpur","2012-12-13","",""
"6190","SK Raina",NA,"26","19","1","1","136.84","2","England","T20I","Pune","2012-12-20","",""
"6191","V Kohli",NA,"26","33","3","0","78.78","2","England","ODI","Mohali","2013-01-23","",""
"6192","M Vijay",NA,"26","33","5","0","78.78","4","Australia","Test","Mohali","2013-03-14","",""
"6193","M Vijay",NA,"26","75","2","0","34.66","2","West Indies","Test","Kolkata","2013-11-06","",""
"6194","RA Jadeja",NA,"26","34","1","1","76.47","2","South Africa","ODI","Durban","2013-12-08","",""
"6195","M Vijay",NA,"26","60","5","0","43.33","2","New Zealand","Test","Auckland","2014-02-06","",""
"6196","AM Rahane",NA,"26","70","2","0","37.14","2","New Zealand","Test","Auckland","2014-02-06","",""
"6197","RA Jadeja",NA,"26","21","4","1","123.80","4","New Zealand","Test","Auckland","2014-02-06","",""
"6198","I Sharma",NA,"26","50","3","0","52.00","2","New Zealand","Test","Wellington","2014-02-14","",""
"6199","RA Jadeja",NA,"26","16","6","0","162.50","2","New Zealand","Test","Wellington","2014-02-14","",""
"6200","RG Sharma",NA,"26","65","3","1","40.00","1","Sri Lanka","Test","Colombo (SSC)","2015-08-28","",""
"6201","S Dhawan",NA,"26","9","4","1","288.88","2","Australia","T20I","Sydney","2016-01-31","",""
"6202","S Dhawan",NA,"26","48","0","0","54.16","3","West Indies","Test","Gros Islet","2016-08-09","",""
"6203","R Ashwin",NA,"26","33","4","0","78.78","1","New Zealand","Test","Kolkata","2016-09-30","",""
"6204","AM Rahane",NA,"26","65","2","0","40.00","3","England","Test","Visakhapatnam","2016-11-17","",""
"6205","KK Nair",NA,"26","39","3","0","66.66","1","Australia","Test","Bengaluru","2017-03-04","",""
"6206","Kuldeep Yadav",NA,"26","73","2","0","35.61","1","Sri Lanka","Test","Pallekele","2017-08-12","",""
"6207","B Kumar",NA,"26","15","2","2","173.33","1","New Zealand","ODI","Mumbai","2017-10-22","",""
"6208","CA Pujara",NA,"26","92","5","0","28.26","2","South Africa","Test","Cape Town","2018-01-05","",""
"6209","V Kohli",NA,"26","20","2","1","130.00","1","South Africa","T20I","Johannesburg","2018-02-18","",""
"6210","S Dhawan",NA,"26","46","3","0","56.52","2","England","Test","Birmingham","2018-08-01","",""
"6211","HH Pandya",NA,"26","43","5","0","60.46","3","England","Test","Lord's","2018-08-09","",""
"6212","GS Ramchand",NA,"25","-","-","0","-","2","Pakistan","Test","Chennai","1952-11-28","",""
"6213","S Venkataraghavan",NA,"25","-","1","0","-","2","New Zealand","Test","Hyderabad (Deccan)","1969-10-15","",""
"6214","EAS Prasanna",NA,"25","-","-","0","-","2","New Zealand","Test","Auckland","1976-01-24","",""
"6215","SMH Kirmani",NA,"25","60","3","0","41.66","1","England","Test","Kolkata","1977-01-01","",""
"6216","EAS Prasanna",NA,"25","44","4","0","56.81","2","Australia","Test","Sydney","1978-01-07","",""
"6217","RJ Shastri",NA,"25","-","-","0","-","3","West Indies","Test","Kingston","1983-02-23","",""
"6218","RJ Shastri",NA,"25","135","2","0","18.51","3","England","Test","Delhi","1984-12-12","",""
"6219","N Kapil Dev",NA,"25","37","1","0","67.56","1","Australia","ODI","Perth","1991-12-08","",""
"6220","ST Banerjee",NA,"25","16","1","1","156.25","2","England","ODI","Perth","1992-02-22","",""
"6221","A Jadeja",NA,"25","18","1","1","138.88","1","Australia","ODI","Mohali","1996-11-03","",""
"6222","SR Tendulkar",NA,"25","45","3","0","55.55","2","Pakistan","ODI","Toronto","1997-09-14","",""
"6223","SB Joshi",NA,"25","67","4","0","37.31","2","Pakistan","Test","Chennai","1999-01-28","",""
"6224","SB Joshi",NA,"25","30","2","0","83.33","2","Zimbabwe","ODI","Sharjah","2000-10-26","",""
"6225","V Sehwag",NA,"25","22","3","1","113.63","2","Sri Lanka","ODI","Colombo (RPS)","2002-09-30","",""
"6226","Yuvraj Singh",NA,"25","11","0","3","227.27","1","England","ODI","Bengaluru","2008-11-23","",""
"6227","RG Sharma",NA,"25","30","3","0","83.33","2","Sri Lanka","ODI","Dambulla","2009-01-28","",""
"6228","RA Jadeja",NA,"25","27","1","0","92.59","1","Sri Lanka","ODI","Dambulla","2010-06-24","",""
"6229","P Kumar",NA,"25","15","1","2","166.66","2","West Indies","ODI","North Sound","2011-06-11","",""
"6230","R Ashwin",NA,"25","18","3","0","138.88","1","West Indies","ODI","Port of Spain","2013-07-05","",""
"6231","MS Dhoni",NA,"25","23","2","0","108.69","2","Australia","ODI","Nagpur","2013-10-30","",""
"6232","STR Binny",NA,"25","36","4","0","69.44","1","Bangladesh","ODI","Dhaka","2014-06-19","",""
"6233","STR Binny",NA,"25","28","4","0","89.28","3","England","Test","The Oval","2014-08-15","",""
"6234","B Kumar",NA,"25","21","2","1","119.04","2","Bangladesh","ODI","Dhaka","2015-06-18","",""
"6235","Yuvraj Singh",NA,"25","14","4","1","178.57","2","U.A.E.","T20I","Dhaka","2016-03-03","",""
"6236","DS Kulkarni",NA,"25","26","2","1","96.15","2","New Zealand","ODI","Ranchi","2016-10-26","",""
"6237","KM Jadhav",NA,"25","13","3","1","192.30","1","Sri Lanka","ODI","The Oval","2017-06-08","",""
"6238","KD Karthik",NA,"25","14","2","0","178.57","2","Australia","ODI","Adelaide","2019-01-15","",""
"6239","Naoomal Jaoomal",NA,"25","-","-","0","-","4","England","Test","Lord's","1932-06-25","",""
"6240","L Amarnath",NA,"25","83","0","0","30.12","1","Australia","Test","Sydney","1947-12-12","",""
"6241","KC Ibrahim",NA,"25","-","-","0","-","4","West Indies","Test","Kolkata","1948-12-31","",""
"6242","DG Phadkar",NA,"25","-","-","0","-","2","West Indies","Test","Mumbai (BS)","1949-02-04","",""
"6243","HR Adhikari",NA,"25","-","-","0","-","1","England","Test","Mumbai (BS)","1951-12-14","",""
"6244","PR Umrigar",NA,"25","-","-","0","-","1","Pakistan","Test","Delhi","1952-10-16","",""
"6245","PK Sen",NA,"25","-","-","1","-","1","Pakistan","Test","Delhi","1952-10-16","",""
"6246","GS Ramchand",NA,"25","-","-","0","-","2","Pakistan","Test","Kolkata","1952-12-12","",""
"6247","VL Manjrekar",NA,"25","-","-","0","-","2","West Indies","Test","Bridgetown","1953-02-07","",""
"6248","MH Mankad",NA,"25","-","-","0","-","1","New Zealand","Test","Kolkata","1955-12-28","",""
"6249","PR Umrigar",NA,"25","-","-","0","-","3","Australia","Test","Chennai","1956-10-19","",""
"6250","DK Gaekwad",NA,"25","-","-","0","-","1","England","Test","Leeds","1959-07-02","",""
"6251","NJ Contractor",NA,"25","-","2","0","-","3","England","Test","The Oval","1959-08-20","",""
"6252","RG Nadkarni",NA,"25","-","-","0","-","1","Australia","Test","Kanpur","1959-12-19","",""
"6253","NJ Contractor",NA,"25","-","-","0","-","2","Pakistan","Test","Kolkata","1960-12-30","",""
"6254","VL Manjrekar",NA,"25","-","3","0","-","1","England","Test","Kolkata","1964-01-29","",""
"6255","SA Durani",NA,"25","-","3","1","-","3","England","Test","Kolkata","1964-01-29","",""
"6256","CG Borde",NA,"25","-","3","0","-","2","New Zealand","Test","Mumbai (BS)","1965-03-12","",""
"6257","EAS Prasanna",NA,"25","-","1","0","-","1","West Indies","Test","Kingston","1971-02-18","",""
"6258","GR Viswanath",NA,"25","-","-","0","-","2","West Indies","Test","Bridgetown","1971-04-01","",""
"6259","DN Sardesai",NA,"25","96","2","0","26.04","2","England","Test","Lord's","1971-07-22","",""
"6260","GR Viswanath",NA,"25","91","3","0","27.47","1","England","Test","Kanpur","1973-01-25","",""
"6261","GR Viswanath",NA,"25","51","2","0","49.01","3","England","Test","Birmingham","1974-07-04","",""
"6262","ED Solkar",NA,"25","-","2","0","-","4","West Indies","Test","Mumbai","1975-01-23","",""
"6263","M Amarnath",NA,"25","-","-","0","-","3","West Indies","Test","Bridgetown","1976-03-10","",""
"6264","M Amarnath",NA,"25","-","-","0","-","2","West Indies","Test","Port of Spain","1976-04-07","",""
"6265","KD Ghavri",NA,"25","64","4","0","39.06","1","England","Test","Mumbai","1977-02-11","",""
"6266","AD Gaekwad",NA,"25","83","4","0","30.12","3","England","Test","Mumbai","1977-02-11","",""
"6267","N Kapil Dev",NA,"25","24","3","0","104.16","1","New Zealand","ODI","Leeds","1979-06-13","",""
"6268","AD Gaekwad",NA,"25","124","3","0","20.16","2","England","Test","Birmingham","1979-07-12","",""
"6269","KD Ghavri",NA,"25","-","5","0","-","3","Australia","Test","Kanpur","1979-10-02","",""
"6270","SM Gavaskar",NA,"25","62","4","0","40.32","4","Australia","Test","Kolkata","1979-10-26","",""
"6271","NS Yadav",NA,"25","57","3","0","43.85","1","Pakistan","Test","Kanpur","1979-12-25","",""
"6272","Yashpal Sharma",NA,"25","34","2","0","73.52","2","Australia","ODI","Sydney","1981-01-15","",""
"6273","SMH Kirmani",NA,"25","44","1","0","56.81","1","Australia","Test","Melbourne","1981-02-07","",""
"6274","K Srikkanth",NA,"25","57","3","0","43.85","4","England","Test","Kolkata","1982-01-01","",""
"6275","SM Gavaskar",NA,"25","78","2","0","32.05","1","England","Test","Chennai","1982-01-13","",""
"6276","Yashpal Sharma",NA,"25","53","4","0","47.16","3","England","Test","Chennai","1982-01-13","",""
"6277","SM Gavaskar",NA,"25","59","3","0","42.37","2","West Indies","ODI","Port of Spain","1983-03-09","",""
"6278","Yashpal Sharma",NA,"25","64","-","-","39.06","1","West Indies","ODI","St George's","1983-04-07","",""
"6279","SM Gavaskar",NA,"25","41","3","0","60.97","2","England","ODI","Manchester","1983-06-22","",""
"6280","SM Gavaskar",NA,"25","54","0","0","46.29","2","Australia","ODI","New Delhi","1984-09-28","",""
"6281","SM Gavaskar",NA,"25","38","1","0","65.78","2","Pakistan","ODI","Quetta","1984-10-12","",""
"6282","M Prabhakar",NA,"25","53","3","0","47.16","1","England","Test","Delhi","1984-12-12","",""
"6283","L Sivaramakrishnan",NA,"25","64","3","0","39.06","1","England","Test","Delhi","1984-12-12","",""
"6284","M Azharuddin",NA,"25","26","3","0","96.15","2","Pakistan","ODI","Melbourne","1985-03-10","",""
"6285","K Srikkanth",NA,"25","-","-","0","-","4","Sri Lanka","Test","Colombo (PSS)","1985-09-06","",""
"6286","M Azharuddin",NA,"25","-","-","0","-","4","Sri Lanka","Test","Colombo (PSS)","1985-09-06","",""
"6287","M Azharuddin",NA,"25","-","-","0","-","1","Sri Lanka","Test","Kandy","1985-09-14","",""
"6288","RJ Shastri",NA,"25","32","3","0","78.12","2","Sri Lanka","ODI","Colombo (PSS)","1985-09-21","",""
"6289","N Kapil Dev",NA,"25","24","2","0","104.16","2","Australia","ODI","Adelaide","1986-01-26","",""
"6290","RJ Shastri",NA,"25","59","0","0","42.37","2","New Zealand","ODI","Sharjah","1986-04-10","",""
"6291","KS More",NA,"25","31","4","0","80.64","2","England","Test","Lord's","1986-06-05","",""
"6292","DB Vengsarkar",NA,"25","29","1","0","86.20","1","Australia","ODI","Rajkot","1986-10-07","",""
"6293","SM Gavaskar",NA,"25","35","3","0","71.42","1","Sri Lanka","ODI","Mumbai","1987-01-17","",""
"6294","RJ Shastri",NA,"25","29","1","0","86.20","1","West Indies","ODI","Kolkata","1988-01-02","",""
"6295","M Azharuddin",NA,"25","39","1","0","64.10","1","West Indies","ODI","Sharjah","1988-10-21","",""
"6296","DB Vengsarkar",NA,"25","76","2","2","32.89","2","New Zealand","Test","Mumbai","1988-11-24","",""
"6297","M Azharuddin",NA,"25","28","4","0","89.28","1","West Indies","Test","Kingston","1989-04-28","",""
"6298","M Prabhakar",NA,"25","31","1","0","80.64","2","Pakistan","ODI","Sharjah","1989-10-20","",""
"6299","DB Vengsarkar",NA,"25","43","2","0","58.13","2","Australia","ODI","Bengaluru","1989-10-27","",""
"6300","M Prabhakar",NA,"25","63","2","0","39.68","1","Pakistan","Test","Sialkot","1989-12-09","",""
"6301","N Kapil Dev",NA,"25","37","3","1","67.56","3","New Zealand","Test","Christchurch","1990-02-02","",""
"6302","M Prabhakar",NA,"25","49","3","0","51.02","2","England","Test","Lord's","1990-07-26","",""
"6303","RJ Shastri",NA,"25","54","1","0","46.29","2","England","Test","Manchester","1990-08-09","",""
"6304","NS Sidhu",NA,"25","37","3","0","67.56","2","Sri Lanka","ODI","Cuttack","1990-12-28","",""
"6305","N Kapil Dev",NA,"25","24","5","0","104.16","3","Australia","Test","Brisbane","1991-11-29","",""
"6306","SV Manjrekar",NA,"25","75","1","0","33.33","1","Australia","Test","Melbourne","1991-12-26","",""
"6307","RJ Shastri",NA,"25","67","1","0","37.31","2","Australia","ODI","Brisbane","1992-03-01","",""
"6308","N Kapil Dev",NA,"25","37","4","0","67.56","2","South Africa","Test","Johannesburg","1992-11-26","",""
"6309","M Prabhakar",NA,"25","29","4","0","86.20","1","England","ODI","Jaipur","1993-01-18","",""
"6310","NS Sidhu",NA,"25","30","3","0","83.33","2","Zimbabwe","ODI","Guwahati","1993-03-22","",""
"6311","SR Tendulkar",NA,"25","39","1","0","64.10","1","Sri Lanka","ODI","Moratuwa","1993-08-14","",""
"6312","VG Kambli",NA,"25","41","0","0","60.97","1","Sri Lanka","ODI","Rajkot","1994-02-15","",""
"6313","A Jadeja",NA,"25","37","2","0","67.56","1","U.A.E.","ODI","Sharjah","1994-04-13","",""
"6314","M Azharuddin",NA,"25","35","1","0","71.42","1","Sri Lanka","ODI","Colombo (RPS)","1994-09-05","",""
"6315","M Azharuddin",NA,"25","24","0","2","104.16","2","Australia","ODI","Dunedin","1995-02-22","",""
"6316","SV Manjrekar",NA,"25","48","1","0","52.08","2","Sri Lanka","ODI","Kolkata","1996-03-13","",""
"6317","R Dravid",NA,"25","25","3","1","100.00","2","Pakistan","ODI","Toronto","1996-09-21","",""
"6318","R Dravid",NA,"25","79","0","0","31.64","1","Pakistan","ODI","Toronto","1997-09-18","",""
"6319","NS Sidhu",NA,"25","43","0","0","58.13","2","West Indies","ODI","Sharjah","1997-12-16","",""
"6320","A Jadeja",NA,"25","15","0","2","166.66","1","Sri Lanka","ODI","Colombo (RPS)","1998-07-07","",""
"6321","M Azharuddin",NA,"25","40","0","2","62.50","2","Pakistan","ODI","Toronto","1998-09-13","",""
"6322","NR Mongia",NA,"25","29","2","1","86.20","2","Zimbabwe","ODI","Harare","1998-09-30","",""
"6323","NR Mongia",NA,"25","28","1","0","89.28","1","West Indies","ODI","Dhaka","1998-10-31","",""
"6324","A Jadeja",NA,"25","39","3","1","64.10","2","New Zealand","ODI","Christchurch","1999-01-19","",""
"6325","NR Mongia",NA,"25","56","2","0","44.64","1","Sri Lanka","Test","Colombo (SSC)","1999-02-24","",""
"6326","VVS Laxman",NA,"25","63","3","0","39.68","3","Sri Lanka","Test","Colombo (SSC)","1999-02-24","",""
"6327","R Dravid",NA,"25","37","4","0","67.56","2","Pakistan","ODI","Bengaluru","1999-04-04","",""
"6328","SB Joshi",NA,"25","35","3","1","71.42","2","West Indies","ODI","Toronto","1999-09-12","",""
"6329","SB Joshi",NA,"25","13","2","2","192.30","1","Zimbabwe","ODI","Nairobi (Gym)","1999-10-01","",""
"6330","SC Ganguly",NA,"25","51","3","0","49.01","3","Australia","Test","Sydney","2000-01-02","",""
"6331","SS Dighe",NA,"25","44","1","0","56.81","2","Australia","ODI","Adelaide","2000-01-26","",""
"6332","SC Ganguly",NA,"25","32","4","0","78.12","2","Pakistan","ODI","Sharjah","2000-03-23","",""
"6333","SR Tendulkar",NA,"25","30","4","0","83.33","2","Pakistan","ODI","Dhaka","2000-06-03","",""
"6334","SR Tendulkar",NA,"25","35","4","0","71.42","2","Kenya","ODI","Nairobi (Gym)","2000-10-03","",""
"6335","SB Joshi",NA,"25","24","2","1","104.16","1","Zimbabwe","ODI","Jodhpur","2000-12-08","",""
"6336","R Dravid",NA,"25","82","4","0","30.48","2","Australia","Test","Kolkata","2001-03-11","",""
"6337","S Ramesh",NA,"25","53","3","0","47.16","4","Australia","Test","Chennai","2001-03-18","",""
"6338","HK Badani",NA,"25","35","2","0","71.42","2","Australia","ODI","Visakhapatnam","2001-04-03","",""
"6339","VVS Laxman",NA,"25","31","2","0","80.64","1","England","ODI","Kolkata","2002-01-19","",""
"6340","D Mongia",NA,"25","24","4","0","104.16","1","Zimbabwe","ODI","Faridabad","2002-03-07","",""
"6341","SC Ganguly",NA,"25","39","4","0","64.10","1","West Indies","Test","Port of Spain","2002-04-19","",""
"6342","V Sehwag",NA,"25","18","4","0","138.88","3","New Zealand","Test","Hamilton","2002-12-19","",""
"6343","Yuvraj Singh",NA,"25","61","3","0","40.98","1","New Zealand","ODI","Queenstown","2003-01-04","",""
"6344","M Kaif",NA,"25","24","1","1","104.16","1","Zimbabwe","ODI","Harare","2003-02-19","",""
"6345","V Sehwag",NA,"25","30","3","1","83.33","1","South Africa","ODI","Dhaka","2003-04-18","",""
"6346","SC Ganguly",NA,"25","23","1","2","108.69","3","New Zealand","Test","Ahmedabad","2003-10-08","",""
"6347","VVS Laxman",NA,"25","23","5","0","108.69","1","New Zealand","ODI","Chennai","2003-10-23","",""
"6348","Yuvraj Singh",NA,"25","24","0","1","104.16","2","Australia","ODI","Melbourne","2004-01-09","",""
"6349","SC Ganguly",NA,"25","29","3","0","86.20","2","Pakistan","ODI","Amstelveen","2004-08-21","",""
"6350","Z Khan",NA,"25","17","2","2","147.05","4","Australia","Test","Nagpur","2004-10-26","",""
"6351","M Kaif",NA,"25","60","3","0","41.66","3","Australia","Test","Mumbai","2004-11-03","",""
"6352","KD Karthik",NA,"25","43","6","0","58.13","2","Bangladesh","Test","Dhaka","2004-12-10","",""
"6353","AB Agarkar",NA,"25","24","1","1","104.16","1","Bangladesh","ODI","Chittagong","2004-12-23","",""
"6354","Yuvraj Singh",NA,"25","70","3","0","35.71","2","Zimbabwe","Test","Harare","2005-09-20","",""
"6355","G Gambhir",NA,"25","27","3","1","92.59","1","England","ODI","Delhi","2006-03-28","",""
"6356","SC Ganguly",NA,"25","38","4","0","65.78","3","South Africa","Test","Johannesburg","2006-12-15","",""
"6357","V Sehwag",NA,"25","31","1","0","80.64","1","Pakistan","ODI","Mohali","2007-11-08","",""
"6358","G Gambhir",NA,"25","49","1","0","51.02","1","Pakistan","ODI","Kanpur","2007-11-11","",""
"6359","YK Pathan",NA,"25","25","4","0","100.00","2","Pakistan","ODI","Dhaka","2008-06-14","",""
"6360","V Sehwag",NA,"25","16","5","0","156.25","2","Sri Lanka","Test","Colombo (SSC)","2008-07-23","",""
"6361","VVS Laxman",NA,"25","44","1","0","56.81","1","Sri Lanka","Test","Colombo (PSS)","2008-08-08","",""
"6362","V Kohli",NA,"25","38","4","0","65.78","1","Sri Lanka","ODI","Colombo (RPS)","2008-08-24","",""
"6363","RA Jadeja",NA,"25","35","1","0","71.42","2","England","T20I","Lord's","2009-06-14","",""
"6364","Yuvraj Singh",NA,"25","25","1","1","100.00","2","South Africa","T20I","Nottingham","2009-06-16","",""
"6365","Yuvraj Singh",NA,"25","32","3","0","78.12","3","Bangladesh","Test","Chattogram","2010-01-17","",""
"6366","MS Dhoni",NA,"25","112","3","0","22.32","3","South Africa","Test","Nagpur","2010-02-06","",""
"6367","G Gambhir",NA,"25","38","3","0","65.78","2","South Africa","Test","Kolkata","2010-02-14","",""
"6368","M Vijay",NA,"25","16","5","0","156.25","2","South Africa","ODI","Ahmedabad","2010-02-27","",""
"6369","A Mithun",NA,"25","59","5","0","42.37","3","Sri Lanka","Test","Galle","2010-07-18","",""
"6370","G Gambhir",NA,"25","41","2","0","60.97","2","Australia","Test","Mohali","2010-10-01","",""
"6371","V Sehwag",NA,"25","32","4","0","78.12","1","South Africa","Test","Durban","2010-12-26","",""
"6372","R Dravid",NA,"25","68","3","0","36.76","1","South Africa","Test","Durban","2010-12-26","",""
"6373","MS Dhoni",NA,"25","35","1","0","71.42","2","South Africa","ODI","Durban","2011-01-12","",""
"6374","MS Dhoni",NA,"25","42","2","0","59.52","1","Pakistan","ODI","Mohali","2011-03-30","",""
"6375","A Mukund",NA,"25","75","3","0","33.33","3","West Indies","Test","Kingston","2011-06-20","",""
"6376","P Kumar",NA,"25","25","5","0","100.00","4","England","Test","Nottingham","2011-07-29","",""
"6377","RP Singh",NA,"25","23","5","0","108.69","2","England","Test","The Oval","2011-08-18","",""
"6378","Yuvraj Singh",NA,"25","35","5","0","71.42","1","West Indies","Test","Kolkata","2011-11-14","",""
"6379","SR Tendulkar",NA,"25","69","3","0","36.23","2","Australia","Test","Adelaide","2012-01-24","",""
"6380","R Dravid",NA,"25","71","2","0","35.21","4","Australia","Test","Adelaide","2012-01-24","",""
"6381","RG Sharma",NA,"25","27","2","0","92.59","1","South Africa","T20I","Colombo (RPS)","2012-10-02","",""
"6382","V Sehwag",NA,"25","21","1","1","119.04","4","England","Test","Ahmedabad","2012-11-15","",""
"6383","CA Pujara",NA,"25","98","2","0","25.51","1","South Africa","Test","Johannesburg","2013-12-18","",""
"6384","RG Sharma",NA,"25","46","2","1","54.34","3","South Africa","Test","Durban","2013-12-26","",""
"6385","SK Raina",NA,"25","25","3","0","100.00","1","Bangladesh","ODI","Dhaka","2014-06-19","",""
"6386","RA Jadeja",NA,"25","24","2","2","104.16","1","England","Test","Nottingham","2014-07-09","",""
"6387","V Kohli",NA,"25","34","4","0","73.52","1","England","Test","Lord's","2014-07-17","",""
"6388","SK Raina",NA,"25","20","1","1","125.00","2","England","T20I","Birmingham","2014-09-07","",""
"6389","S Dhawan",NA,"25","24","5","0","104.16","2","Australia","Test","Adelaide","2014-12-09","",""
"6390","WP Saha",NA,"25","68","2","0","36.76","2","Australia","Test","Adelaide","2014-12-09","",""
"6391","CA Pujara",NA,"25","71","2","0","35.21","2","Australia","Test","Melbourne","2014-12-26","",""
"6392","Mohammed Shami",NA,"25","18","3","1","138.88","1","England","ODI","Perth","2015-01-30","",""
"6393","V Kohli",NA,"25","35","1","0","71.42","1","Bangladesh","ODI","Dhaka","2015-06-24","",""
"6394","STR Binny",NA,"25","16","3","0","156.25","1","Zimbabwe","ODI","Harare","2015-07-12","",""
"6395","AM Rahane",NA,"25","21","3","0","119.04","1","Sri Lanka","T20I","Ranchi","2016-02-12","",""
"6396","SK Raina",NA,"25","26","2","0","96.15","2","Sri Lanka","T20I","Dhaka","2016-03-01","",""
"6397","CA Pujara",NA,"25","50","4","0","50.00","4","England","Test","Mohali","2016-11-26","",""
"6398","RA Jadeja",NA,"25","46","2","1","54.34","2","England","Test","Mumbai","2016-12-08","",""
"6399","MS Dhoni",NA,"25","36","1","1","69.44","2","England","ODI","Kolkata","2017-01-22","",""
"6400","HH Pandya",NA,"25","23","0","1","108.69","1","Australia","T20I","Guwahati","2017-10-10","",""
"6401","MS Dhoni",NA,"25","42","2","0","59.52","1","New Zealand","ODI","Mumbai","2017-10-22","",""
"6402","MS Dhoni",NA,"25","17","3","0","147.05","1","New Zealand","ODI","Kanpur","2017-10-29","",""
"6403","B Kumar",NA,"25","86","4","0","29.06","2","South Africa","Test","Cape Town","2018-01-05","",""
"6404","M Vijay",NA,"25","127","1","0","19.68","3","South Africa","Test","Johannesburg","2018-01-24","",""
"6405","R Ashwin",NA,"25","36","2","1","69.44","4","England","Test","Southampton","2018-08-30","",""
"6406","RA Jadeja",NA,"25","34","1","0","73.52","2","Afghanistan","ODI","Dubai (DSC)","2018-09-25","",""
"6407","RR Pant",NA,"25","38","2","1","65.78","1","Australia","Test","Adelaide","2018-12-06","",""
"6408","R Ashwin",NA,"25","76","1","0","32.89","1","Australia","Test","Adelaide","2018-12-06","",""
"6409","Surendranath",NA,"24","-","-","0","-","1","Australia","Test","Delhi","1959-12-12","",""
"6410","SMH Kirmani",NA,"24","56","2","0","42.85","1","Zimbabwe","ODI","Tunbridge Wells","1983-06-18","",""
"6411","S Madan Lal",NA,"24","-","-","0","-","3","West Indies","Test","Delhi","1983-10-29","",""
"6412","SMH Kirmani",NA,"24","-","-","0","-","4","West Indies","Test","Ahmedabad","1983-11-12","",""
"6413","RJ Shastri",NA,"24","45","0","0","53.33","2","England","ODI","Nagpur","1985-01-23","",""
"6414","M Amarnath",NA,"24","44","3","0","54.54","2","Australia","ODI","Sharjah","1985-03-29","",""
"6415","M Azharuddin",NA,"24","33","0","0","72.72","2","England","ODI","Sharjah","1987-04-02","",""
"6416","M Prabhakar",NA,"24","77","3","0","31.16","1","Pakistan","Test","Faisalabad","1989-11-23","",""
"6417","AS Wassan",NA,"24","50","1","0","48.00","3","New Zealand","Test","Christchurch","1990-02-02","",""
"6418","PK Amre",NA,"24","32","4","0","75.00","2","England","ODI","Chandigarh","1993-01-21","",""
"6419","NR Mongia",NA,"24","31","3","0","77.41","2","West Indies","ODI","Chennai","1994-10-23","",""
"6420","NR Mongia",NA,"24","33","3","0","72.72","2","West Indies","ODI","Gwalior","1996-02-21","",""
"6421","D Dasgupta",NA,"24","32","4","0","75.00","2","Kenya","ODI","Bloemfontein","2001-10-12","",""
"6422","Harbhajan Singh",NA,"24","28","3","0","85.71","1","Zimbabwe","ODI","Kochi","2002-03-13","",""
"6423","VVS Laxman",NA,"24","43","3","0","55.81","4","Australia","Test","Brisbane","2003-12-04","",""
"6424","SK Raina",NA,"24","23","3","0","104.34","2","Sri Lanka","ODI","Bulawayo","2010-05-30","",""
"6425","RA Jadeja",NA,"24","28","1","0","85.71","2","Sri Lanka","ODI","Perth","2012-02-08","",""
"6426","MS Dhoni",NA,"24","21","2","0","114.28","2","England","T20I","Pune","2012-12-20","",""
"6427","MS Dhoni",NA,"24","21","2","0","114.28","2","Australia","T20I","Rajkot","2013-10-10","",""
"6428","MS Dhoni",NA,"24","39","4","0","61.53","4","Australia","Test","Melbourne","2014-12-26","",""
"6429","RA Jadeja",NA,"24","27","1","0","88.88","2","Australia","ODI","Canberra","2016-01-20","",""
"6430","Yuvraj of Patiala",NA,"24","-","-","0","-","2","England","Test","Chennai","1934-02-10","",""
"6431","K Rai Singh",NA,"24","25","1","1","96.00","4","Australia","Test","Melbourne","1948-01-01","",""
"6432","L Amarnath",NA,"24","-","-","0","-","2","West Indies","Test","Mumbai (BS)","1948-12-09","",""
"6433","Gul Mohammad",NA,"24","-","-","0","-","1","Pakistan","Test","Delhi","1952-10-16","",""
"6434","DK Gaekwad",NA,"24","-","-","0","-","3","West Indies","Test","Port of Spain","1953-01-21","",""
