"","player_name","teamName","runs","balls_faced","4s","6s","strike_rate","innings_number","opposition","match_format","venue","date","city","batting_position"
"10212","RJ Shastri",NA,"10","8","0","0","125.00","1","Pakistan","ODI","Jamshedpur","1987-03-26","",""
"10213","SV Manjrekar",NA,"10","63","1","0","15.87","3","West Indies","Test","Delhi","1987-11-25","",""
"10214","RR Singh",NA,"10","14","-","-","71.42","1","West Indies","ODI","St John's","1989-03-18","",""
"10215","N Kapil Dev",NA,"10","9","0","0","111.11","1","Pakistan","ODI","Sharjah","1991-10-18","",""
"10216","KS More",NA,"10","6","2","0","166.66","2","England","ODI","Gwalior","1993-03-05","",""
"10217","VG Kambli",NA,"10","29","0","0","34.48","2","Sri Lanka","ODI","Kolkata","1996-03-13","",""
"10218","BKV Prasad",NA,"10","8","1","0","125.00","2","South Africa","ODI","Bloemfontein","1997-01-23","",""
"10219","BKV Prasad",NA,"10","32","0","0","31.25","2","West Indies","Test","Kingston","1997-03-06","",""
"10220","SB Joshi",NA,"10","14","1","1","71.42","2","West Indies","Test","St John's","1997-04-04","",""
"10221","NR Mongia",NA,"10","24","0","0","41.66","4","Sri Lanka","Test","Colombo (SSC)","1997-08-09","",""
"10222","RR Singh",NA,"10","5","1","0","200.00","1","New Zealand","ODI","Wellington","1999-01-14","",""
"10223","A Kumble",NA,"10","15","1","0","66.66","1","Sri Lanka","Test","Colombo (SSC)","1999-02-24","",""
"10224","JJ Martin",NA,"10","13","1","0","76.92","1","Pakistan","ODI","Adelaide","2000-01-25","",""
"10225","RR Singh",NA,"10","7","1","0","142.85","2","South Africa","ODI","Vadodara","2000-03-17","",""
"10226","BKV Prasad",NA,"10","22","1","0","45.45","1","Sri Lanka","Test","Colombo (SSC)","2001-08-29","",""
"10227","BKV Prasad",NA,"10","25","0","0","40.00","2","Kenya","ODI","Port Elizabeth","2001-10-17","",""
"10228","Yuvraj Singh",NA,"10","8","0","0","125.00","1","Kenya","ODI","Paarl","2001-10-24","",""
"10229","A Nehra",NA,"10","5","2","0","200.00","1","New Zealand","Test","Wellington","2002-12-12","",""
"10230","J Srinath",NA,"10","29","1","0","34.48","1","New Zealand","ODI","Queenstown","2003-01-04","",""
"10231","L Balaji",NA,"10","6","0","1","166.66","1","Pakistan","ODI","Lahore","2004-03-24","",""
"10232","MS Dhoni",NA,"10","13","1","0","76.92","2","England","ODI","Kochi","2006-04-06","",""
"10233","Z Khan",NA,"10","12","2","0","83.33","2","England","Test","Nottingham","2007-07-27","",""
"10234","R Dravid",NA,"10","8","2","0","125.00","2","Scotland","ODI","Glasgow","2007-08-16","",""
"10235","MS Dhoni",NA,"10","8","0","0","125.00","1","England","T20I","Durban","2007-09-19","",""
"10236","Harbhajan Singh",NA,"10","10","0","0","100.00","1","Pakistan","ODI","Kanpur","2007-11-11","",""
"10237","S Sreesanth",NA,"10","16","1","0","62.50","2","Pakistan","ODI","Jaipur","2007-11-18","",""
"10238","SR Tendulkar",NA,"10","12","1","0","83.33","3","Australia","Test","Mohali","2008-10-17","",""
"10239","PP Ojha",NA,"10","6","0","1","166.66","2","Sri Lanka","T20I","Nagpur","2009-12-09","",""
"10240","MS Dhoni",NA,"10","11","0","0","90.90","1","South Africa","T20I","Durban","2011-01-09","",""
"10241","R Ashwin",NA,"10","7","1","0","142.85","1","West Indies","ODI","Chennai","2011-03-20","",""
"10242","MS Dhoni",NA,"10","12","2","0","83.33","2","England","ODI","Ranchi","2013-01-19","",""
"10243","KD Karthik",NA,"10","19","1","0","52.63","2","Zimbabwe","ODI","Bulawayo","2013-08-03","",""
"10244","R Ashwin",NA,"10","5","2","0","200.00","1","England","ODI","Cardiff","2014-08-27","",""
"10245","WP Saha",NA,"10","8","1","0","125.00","1","Sri Lanka","ODI","Cuttack","2014-11-02","",""
"10246","AR Patel",NA,"10","5","0","1","200.00","1","Bangladesh","ODI","Dhaka","2015-06-24","",""
"10247","UT Yadav",NA,"10","30","2","0","33.33","1","South Africa","Test","Delhi","2015-12-03","",""
"10248","RA Jadeja",NA,"10","5","1","0","200.00","1","Australia","ODI","Perth","2016-01-12","",""
"10249","RG Sharma",NA,"10","8","0","1","125.00","2","West Indies","T20I","Lauderhill","2016-08-28","",""
"10250","KM Jadhav",NA,"10","12","2","0","83.33","2","New Zealand","ODI","Dharamsala","2016-10-16","",""
"10251","JJ Bumrah",NA,"10","6","2","0","166.66","1","Australia","ODI","Kolkata","2017-09-21","",""
"10252","Mohammed Shami",NA,"10","3","2","0","333.33","1","England","Test","Lord's","2018-08-09","",""
"10253","CK Nayudu",NA,"10","-","-","0","-","4","England","Test","Lord's","1932-06-25","",""
"10254","L Amar Singh",NA,"10","-","-","0","-","2","England","Test","Kolkata","1934-01-05","",""
"10255","CS Nayudu",NA,"10","-","-","0","-","1","England","Test","Manchester","1936-07-25","",""
"10256","SG Shinde",NA,"10","-","-","0","-","1","England","Test","Lord's","1946-06-22","",""
"10257","VS Hazare",NA,"10","16","1","0","62.50","2","Australia","Test","Brisbane","1947-11-28","",""
"10258","VS Hazare",NA,"10","17","2","0","58.82","4","Australia","Test","Melbourne","1948-01-01","",""
"10259","G Kishenchand",NA,"10","39","0","0","25.64","2","Australia","Test","Adelaide","1948-01-23","",""
"10260","CT Sarwate",NA,"10","34","1","0","29.41","3","Australia","Test","Melbourne","1948-02-06","",""
"10261","VS Hazare",NA,"10","41","1","0","24.39","3","Australia","Test","Melbourne","1948-02-06","",""
"10262","PK Sen",NA,"10","14","2","0","71.42","3","Australia","Test","Melbourne","1948-02-06","",""
"10263","DG Phadkar",NA,"10","-","-","0","-","3","West Indies","Test","Chennai","1949-01-27","",""
"10264","PR Umrigar",NA,"10","-","-","0","-","2","England","Test","Kolkata","1951-12-30","",""
"10265","L Amarnath",NA,"10","-","-","0","-","1","Pakistan","Test","Lucknow","1952-10-23","",""
"10266","MH Mankad",NA,"10","-","-","0","-","3","West Indies","Test","Port of Spain","1953-01-21","",""
"10267","VL Mehra",NA,"10","-","-","0","-","1","New Zealand","Test","Mumbai (BS)","1955-12-02","",""
"10268","NS Tamhane",NA,"10","-","-","0","-","1","New Zealand","Test","Mumbai (BS)","1955-12-02","",""
"10269","Ghulam Ahmed",NA,"10","-","-","0","-","2","Australia","Test","Kolkata","1956-11-02","",""
"10270","ML Jaisimha",NA,"10","-","0","0","-","3","England","Test","Chennai","1962-01-10","",""
"10271","MAK Pataudi",NA,"10","-","2","0","-","3","England","Test","Chennai","1962-01-10","",""
"10272","NJ Contractor",NA,"10","-","-","0","-","1","West Indies","Test","Port of Spain","1962-02-16","",""
"10273","PR Umrigar",NA,"10","-","-","0","-","3","West Indies","Test","Bridgetown","1962-03-23","",""
"10274","ML Jaisimha",NA,"10","-","-","0","-","2","West Indies","Test","Port of Spain","1962-04-04","",""
"10275","AG Kripal Singh",NA,"10","-","2","0","-","3","England","Test","Chennai","1964-01-10","",""
"10276","MAK Pataudi",NA,"10","-","1","0","-","1","England","Test","Mumbai (BS)","1964-01-21","",""
"10277","SA Durani",NA,"10","-","1","0","-","4","Australia","Test","Chennai","1964-10-02","",""
"10278","RF Surti",NA,"10","-","0","0","-","4","Australia","Test","Mumbai (BS)","1964-10-10","",""
"10279","FM Engineer",NA,"10","-","2","0","-","2","New Zealand","Test","Kolkata","1965-03-05","",""
"10280","ML Jaisimha",NA,"10","-","2","0","-","2","New Zealand","Test","Delhi","1965-03-19","",""
"10281","CG Borde",NA,"10","-","1","0","-","2","West Indies","Test","Kolkata","1966-12-31","",""
"10282","V Subramanya",NA,"10","34","2","0","29.41","2","England","Test","Birmingham","1967-07-13","",""
"10283","CG Borde",NA,"10","18","2","0","55.55","4","England","Test","Birmingham","1967-07-13","",""
"10284","V Subramanya",NA,"10","31","0","0","32.25","3","Australia","Test","Melbourne","1967-12-30","",""
"10285","S Abid Ali",NA,"10","-","-","0","-","4","New Zealand","Test","Dunedin","1968-02-15","",""
"10286","RF Surti",NA,"10","-","-","0","-","2","New Zealand","Test","Wellington","1968-02-29","",""
"10287","CG Borde",NA,"10","-","-","0","-","2","New Zealand","Test","Wellington","1968-02-29","",""
"10288","AV Mankad",NA,"10","-","1","0","-","2","New Zealand","Test","Nagpur","1969-10-03","",""
"10289","FM Engineer",NA,"10","-","-","0","-","3","Australia","Test","Kolkata","1969-12-12","",""
"10290","AV Mankad",NA,"10","-","-","0","-","4","Australia","Test","Chennai","1969-12-24","",""
"10291","P Krishnamurthy",NA,"10","-","1","0","-","1","West Indies","Test","Kingston","1971-02-18","",""
"10292","S Abid Ali",NA,"10","-","-","0","-","1","West Indies","Test","Port of Spain","1971-04-13","",""
"10293","GR Viswanath",NA,"10","36","1","0","27.77","2","England","Test","Manchester","1971-08-05","",""
"10294","AV Mankad",NA,"10","28","1","0","35.71","2","England","Test","The Oval","1971-08-19","",""
"10295","DN Sardesai",NA,"10","36","2","0","27.77","3","England","Test","Delhi","1972-12-20","",""
"10296","ED Solkar",NA,"10","36","2","0","27.77","2","England","Test","Chennai","1973-01-12","",""
"10297","FM Engineer",NA,"10","7","2","0","142.85","4","England","Test","Chennai","1973-01-12","",""
"10298","ED Solkar",NA,"10","62","0","0","16.12","1","England","Test","Kanpur","1973-01-25","",""
"10299","BP Patel",NA,"10","-","-","0","-","2","New Zealand","Test","Auckland","1976-01-24","",""
"10300","BS Bedi",NA,"10","-","-","0","-","3","West Indies","Test","Bridgetown","1976-03-10","",""
"10301","GR Viswanath",NA,"10","-","-","0","-","1","New Zealand","Test","Mumbai","1976-11-10","",""
"10302","SMH Kirmani",NA,"10","13","2","0","76.92","3","England","Test","Delhi","1976-12-17","",""
"10303","SMH Kirmani",NA,"10","33","1","0","30.30","3","England","Test","Mumbai","1977-02-11","",""
"10304","CPS Chauhan",NA,"10","-","-","0","-","1","Pakistan","Test","Lahore","1978-10-27","",""
"10305","CPS Chauhan",NA,"10","-","-","0","-","4","West Indies","Test","Chennai","1979-01-12","",""
"10306","AD Gaekwad",NA,"10","31","1","0","32.25","1","New Zealand","ODI","Leeds","1979-06-13","",""
"10307","BP Patel",NA,"10","13","1","0","76.92","2","Sri Lanka","ODI","Manchester","1979-06-16","",""
"10308","SC Khanna",NA,"10","17","1","0","58.82","2","Sri Lanka","ODI","Manchester","1979-06-16","",""
"10309","M Amarnath",NA,"10","69","1","0","14.49","3","England","Test","Birmingham","1979-07-12","",""
"10310","SM Gavaskar",NA,"10","22","1","0","45.45","2","Australia","Test","Bengaluru","1979-09-19","",""
"10311","N Kapil Dev",NA,"10","-","2","0","-","3","Australia","Test","Kanpur","1979-10-02","",""
"10312","MV Narasimha Rao",NA,"10","33","1","0","30.30","2","Australia","Test","Kolkata","1979-10-26","",""
"10313","GR Viswanath",NA,"10","40","2","0","25.00","1","Australia","Test","Mumbai","1979-11-03","",""
"10314","DR Doshi",NA,"10","25","1","0","40.00","2","Pakistan","Test","Delhi","1979-12-04","",""
"10315","RMH Binny",NA,"10","24","0","0","41.66","4","Pakistan","Test","Delhi","1979-12-04","",""
"10316","DB Vengsarkar",NA,"10","26","1","0","38.46","3","England","Test","Mumbai","1980-02-15","",""
"10317","GR Viswanath",NA,"10","28","1","0","35.71","1","New Zealand","ODI","Perth","1980-12-09","",""
"10318","SM Gavaskar",NA,"10","20","2","0","50.00","3","Australia","Test","Sydney","1981-01-02","",""
"10319","SM Gavaskar",NA,"10","70","0","0","14.28","1","Australia","Test","Melbourne","1981-02-07","",""
"10320","KBJ Azad",NA,"10","20","2","0","50.00","2","New Zealand","ODI","Hamilton","1981-02-15","",""
"10321","K Srikkanth",NA,"10","28","1","0","35.71","2","England","Test","Kolkata","1982-01-01","",""
"10322","SMH Kirmani",NA,"10","51","0","0","19.60","2","England","Test","Kolkata","1982-01-01","",""
"10323","GAHM Parkar",NA,"10","33","1","0","30.30","1","England","ODI","Leeds","1982-06-02","",""
"10324","Yashpal Sharma",NA,"10","35","1","0","28.57","2","England","Test","Manchester","1982-06-24","",""
"10325","RMH Binny",NA,"10","13","-","-","76.92","2","Sri Lanka","ODI","Delhi","1982-09-15","",""
"10326","SMH Kirmani",NA,"10","32","1","0","31.25","2","Pakistan","Test","Lahore","1982-12-10","",""
"10327","S Madan Lal",NA,"10","16","2","0","62.50","3","Pakistan","Test","Faisalabad","1983-01-03","",""
"10328","GR Viswanath",NA,"10","69","0","0","14.49","1","Pakistan","Test","Karachi","1983-01-30","",""
"10329","SMH Kirmani",NA,"10","-","-","0","-","3","West Indies","Test","Kingston","1983-02-23","",""
"10330","SMH Kirmani",NA,"10","20","1","0","50.00","1","Australia","ODI","Chelmsford","1983-06-20","",""
"10331","N Kapil Dev",NA,"10","-","-","0","-","3","Pakistan","Test","Nagpur","1983-10-05","",""
"10332","RMH Binny",NA,"10","8","-","-","125.00","1","West Indies","ODI","Srinagar","1983-10-13","",""
"10333","NS Yadav",NA,"10","-","-","0","-","1","West Indies","Test","Kolkata","1983-12-10","",""
"10334","M Azharuddin",NA,"10","11","1","0","90.90","2","England","ODI","Chandigarh","1985-01-27","",""
"10335","M Amarnath",NA,"10","-","-","0","-","4","Sri Lanka","Test","Colombo (PSS)","1985-09-06","",""
"10336","DB Vengsarkar",NA,"10","-","-","0","-","3","Sri Lanka","Test","Kandy","1985-09-14","",""
"10337","K Srikkanth",NA,"10","16","1","1","62.50","2","Sri Lanka","ODI","Colombo (PSS)","1985-09-21","",""
"10338","K Srikkanth",NA,"10","23","0","0","43.47","2","Australia","ODI","Adelaide","1986-01-26","",""
"10339","SM Patil",NA,"10","20","0","0","50.00","2","Sri Lanka","ODI","Sharjah","1986-04-13","",""
"10340","C Sharma",NA,"10","10","1","0","100.00","1","Pakistan","ODI","Sharjah","1986-04-18","",""
"10341","M Azharuddin",NA,"10","15","1","0","66.66","1","Australia","ODI","Ahmedabad","1986-10-05","",""
"10342","M Azharuddin",NA,"10","21","1","0","47.61","2","Australia","Test","Mumbai","1986-10-15","",""
"10343","SM Gavaskar",NA,"10","22","1","0","45.45","1","Pakistan","ODI","Indore","1987-01-27","",""
"10344","R Lamba",NA,"10","13","1","0","76.92","2","Pakistan","ODI","Nagpur","1987-03-24","",""
"10345","M Azharuddin",NA,"10","14","1","0","71.42","2","Australia","ODI","Chennai","1987-10-09","",""
"10346","DB Vengsarkar",NA,"10","39","0","0","25.64","1","West Indies","Test","Delhi","1987-11-25","",""
"10347","J Arun Lal",NA,"10","14","1","0","71.42","1","West Indies","ODI","Rajkot","1988-01-05","",""
"10348","KS More",NA,"10","16","1","0","62.50","2","West Indies","ODI","Gwalior","1988-01-22","",""
"10349","Arshad Ayub",NA,"10","17","2","0","58.82","2","New Zealand","Test","Mumbai","1988-11-24","",""
"10350","VB Chandrasekhar",NA,"10","20","2","0","50.00","2","New Zealand","ODI","Visakhapatnam","1988-12-10","",""
"10351","M Azharuddin",NA,"10","20","0","0","50.00","2","West Indies","ODI","Bridgetown","1989-03-07","",""
"10352","RJ Shastri",NA,"10","36","1","0","27.77","1","West Indies","ODI","Port of Spain","1989-03-09","",""
"10353","K Srikkanth",NA,"10","30","0","0","33.33","2","West Indies","ODI","Delhi","1989-10-23","",""
"10354","DB Vengsarkar",NA,"10","19","1","0","52.63","2","Pakistan","ODI","Kolkata","1989-10-28","",""
"10355","C Sharma",NA,"10","16","0","0","62.50","2","Pakistan","ODI","Kolkata","1989-10-28","",""
"10356","Arshad Ayub",NA,"10","38","1","0","26.31","1","Pakistan","Test","Lahore","1989-12-01","",""
"10357","K Srikkanth",NA,"10","50","1","0","20.00","1","Pakistan","Test","Sialkot","1989-12-09","",""
"10358","R Lamba",NA,"10","19","1","0","52.63","2","Pakistan","ODI","Gujranwala","1989-12-18","",""
"10359","M Prabhakar",NA,"10","11","1","0","90.90","2","Pakistan","ODI","Gujranwala","1989-12-18","",""
"10360","SR Tendulkar",NA,"10","12","0","0","83.33","1","Sri Lanka","ODI","Sharjah","1990-04-25","",""
"10361","SV Manjrekar",NA,"10","24","0","0","41.66","2","Pakistan","ODI","Sharjah","1990-04-27","",""
"10362","SR Tendulkar",NA,"10","19","1","0","52.63","2","England","Test","Lord's","1990-07-26","",""
"10363","M Azharuddin",NA,"10","20","0","0","50.00","1","Australia","Test","Brisbane","1991-11-29","",""
"10364","RJ Shastri",NA,"10","68","1","0","14.70","1","Australia","ODI","Perth","1991-12-08","",""
"10365","PK Amre",NA,"10","22","0","0","45.45","1","Australia","ODI","Adelaide","1991-12-15","",""
"10366","SV Manjrekar",NA,"10","30","1","0","33.33","2","Australia","ODI","Sydney","1992-01-20","",""
"10367","N Kapil Dev",NA,"10","14","0","1","71.42","1","Zimbabwe","ODI","Hamilton","1992-03-07","",""
"10368","KS More",NA,"10","52","0","0","19.23","2","South Africa","Test","Johannesburg","1992-11-26","",""
"10369","SR Tendulkar",NA,"10","36","0","0","27.77","1","South Africa","ODI","Port Elizabeth","1992-12-09","",""
"10370","SV Manjrekar",NA,"10","27","0","0","37.03","2","South Africa","ODI","Durban","1992-12-17","",""
"10371","RJ Shastri",NA,"10","76","0","0","13.15","1","South Africa","Test","Port Elizabeth","1992-12-26","",""
"10372","A Kumble",NA,"10","18","0","0","55.55","2","Sri Lanka","ODI","Colombo (RPS)","1993-08-12","",""
"10373","VG Kambli",NA,"10","18","1","0","55.55","2","West Indies","ODI","Ahmedabad","1993-11-16","",""
"10374","NS Sidhu",NA,"10","24","0","0","41.66","2","New Zealand","Test","Hamilton","1994-03-19","",""
"10375","M Prabhakar",NA,"10","17","1","0","58.82","2","Sri Lanka","ODI","Colombo (SSC)","1994-09-17","",""
"10376","SR Tendulkar",NA,"10","24","2","0","41.66","4","West Indies","Test","Mohali","1994-12-10","",""
"10377","M Azharuddin",NA,"10","17","1","0","58.82","2","Australia","ODI","Mumbai","1996-02-27","",""
"10378","A Kumble",NA,"10","6","2","0","166.66","1","Pakistan","ODI","Bengaluru","1996-03-09","",""
"10379","A Kumble",NA,"10","9","1","0","111.11","2","South Africa","ODI","Sharjah","1996-04-19","",""
"10380","J Srinath",NA,"10","22","0","0","45.45","2","South Africa","ODI","Sharjah","1996-04-19","",""
"10381","A Jadeja",NA,"10","55","1","0","18.18","2","England","Test","Lord's","1996-06-20","",""
"10382","J Srinath",NA,"10","5","2","0","200.00","2","Pakistan","ODI","Toronto","1996-09-21","",""
"10383","NR Mongia",NA,"10","25","0","0","40.00","2","Pakistan","ODI","Toronto","1996-09-23","",""
"10384","SR Tendulkar",NA,"10","11","2","0","90.90","2","Australia","Test","Delhi","1996-10-10","",""
"10385","A Jadeja",NA,"10","18","0","0","55.55","2","South Africa","ODI","Jaipur","1996-10-23","",""
"10386","RR Singh",NA,"10","14","0","1","71.42","1","South Africa","ODI","Mumbai","1996-12-14","",""
"10387","SS Karim",NA,"10","15","1","0","66.66","1","Zimbabwe","ODI","Centurion","1997-02-07","",""
"10388","A Jadeja",NA,"10","22","0","0","45.45","1","South Africa","ODI","Durban","1997-02-12","",""
"10389","NS Sidhu",NA,"10","32","1","0","31.25","2","West Indies","Test","Kingston","1997-03-06","",""
"10390","RR Singh",NA,"10","10","1","0","100.00","1","Sri Lanka","ODI","Colombo (RPS)","1997-07-18","",""
"10391","NS Sidhu",NA,"10","30","0","0","33.33","1","Sri Lanka","ODI","Colombo (RPS)","1997-07-26","",""
"10392","A Jadeja",NA,"10","34","0","0","29.41","2","Bangladesh","ODI","Dhaka","1998-01-10","",""
"10393","NR Mongia",NA,"10","26","0","0","38.46","1","Pakistan","ODI","Dhaka","1998-01-16","",""
"10394","A Kumble",NA,"10","18","0","0","55.55","1","New Zealand","ODI","Sharjah","1998-04-20","",""
"10395","SC Ganguly",NA,"10","26","0","0","38.46","2","Pakistan","ODI","Toronto","1998-09-19","",""
"10396","J Srinath",NA,"10","7","2","0","142.85","1","Pakistan","ODI","Toronto","1998-09-20","",""
"10397","AB Agarkar",NA,"10","12","1","0","83.33","1","Australia","ODI","Dhaka","1998-10-28","",""
"10398","NR Mongia",NA,"10","23","1","0","43.47","2","Zimbabwe","ODI","Sharjah","1998-11-11","",""
"10399","A Jadeja",NA,"10","26","0","0","38.46","1","New Zealand","Test","Wellington","1998-12-26","",""
"10400","A Jadeja",NA,"10","17","0","0","58.82","1","New Zealand","ODI","Taupo","1999-01-09","",""
"10401","J Srinath",NA,"10","7","1","0","142.85","2","Pakistan","Test","Chennai","1999-01-28","",""
"10402","R Dravid",NA,"10","55","1","0","18.18","4","Pakistan","Test","Chennai","1999-01-28","",""
"10403","NR Mongia",NA,"10","23","0","0","43.47","1","Pakistan","Test","Delhi","1999-02-04","",""
"10404","A Kumble",NA,"10","40","0","0","25.00","3","Sri Lanka","Test","Colombo (SSC)","1999-02-24","",""
"10405","S Ramesh",NA,"10","31","0","0","32.25","2","Pakistan","ODI","Sharjah","1999-04-08","",""
"10406","SC Ganguly",NA,"10","29","0","0","34.48","1","Australia","ODI","Galle","1999-08-23","",""
"10407","SC Ganguly",NA,"10","20","2","0","50.00","2","South Africa","ODI","Nairobi (Gym)","1999-10-03","",""
"10408","BKV Prasad",NA,"10","15","0","0","66.66","2","Australia","Test","Melbourne","1999-12-26","",""
"10409","HH Kanitkar",NA,"10","67","1","0","14.92","1","Australia","Test","Sydney","2000-01-02","",""
"10410","A Jadeja",NA,"10","28","0","0","35.71","2","South Africa","ODI","Nagpur","2000-03-19","",""
"10411","SR Tendulkar",NA,"10","18","1","0","55.55","2","Pakistan","ODI","Sharjah","2000-03-26","",""
"10412","A Kumble",NA,"10","19","0","0","52.63","2","Pakistan","ODI","Dhaka","2000-06-03","",""
"10413","VG Kambli",NA,"10","29","0","0","34.48","2","Sri Lanka","ODI","Sharjah","2000-10-27","",""
"10414","SR Tendulkar",NA,"10","18","2","0","55.55","2","Australia","Test","Kolkata","2001-03-11","",""
"10415","SR Tendulkar",NA,"10","23","2","0","43.47","3","Australia","Test","Kolkata","2001-03-11","",""
"10416","VVS Laxman",NA,"10","29","1","0","34.48","1","Sri Lanka","ODI","Colombo (SSC)","2001-08-01","",""
"10417","A Ratra",NA,"10","12","1","0","83.33","2","England","ODI","Delhi","2002-01-31","",""
"10418","SS Das",NA,"10","27","1","0","37.03","1","West Indies","Test","Port of Spain","2002-04-19","",""
"10419","SS Das",NA,"10","33","2","0","30.30","4","West Indies","Test","Kingston","2002-05-18","",""
"10420","Yuvraj Singh",NA,"10","16","1","0","62.50","1","West Indies","ODI","Port of Spain","2002-06-02","",""
"10421","V Sehwag",NA,"10","7","2","0","142.85","3","West Indies","Test","Kolkata","2002-10-30","",""
"10422","M Kaif",NA,"10","16","0","0","62.50","2","West Indies","ODI","Vijayawada","2002-11-24","",""
"10423","PA Patel",NA,"10","37","0","0","27.02","3","New Zealand","Test","Wellington","2002-12-12","",""
"10424","A Nehra",NA,"10","12","2","0","83.33","3","New Zealand","Test","Hamilton","2002-12-19","",""
"10425","VVS Laxman",NA,"10","36","1","0","27.77","1","New Zealand","ODI","Christchurch","2003-01-01","",""
"10426","AV Kale",NA,"10","22","1","0","45.45","2","Bangladesh","ODI","Dhaka","2003-04-16","",""
"10427","M Kaif",NA,"10","15","0","0","66.66","2","Australia","ODI","Mumbai","2003-11-01","",""
"10428","R Dravid",NA,"10","24","2","0","41.66","2","Zimbabwe","ODI","Perth","2004-02-03","",""
"10429","L Balaji",NA,"10","9","0","0","111.11","2","Sri Lanka","ODI","Dambulla","2004-07-18","",""
"10430","M Kaif",NA,"10","15","0","0","66.66","2","Pakistan","ODI","Amstelveen","2004-08-21","",""
"10431","V Sehwag",NA,"10","20","0","0","50.00","1","Pakistan","ODI","Birmingham","2004-09-19","",""
"10432","KD Karthik",NA,"10","28","2","0","35.71","1","Australia","Test","Mumbai","2004-11-03","",""
"10433","V Sehwag",NA,"10","18","1","0","55.55","4","South Africa","Test","Kolkata","2004-11-28","",""
"10434","V Sehwag",NA,"10","16","2","0","62.50","1","Bangladesh","Test","Chittagong","2004-12-17","",""
"10435","Z Khan",NA,"10","14","1","0","71.42","2","Bangladesh","ODI","Dhaka","2004-12-26","",""
"10436","KD Karthik",NA,"10","37","1","0","27.02","2","Pakistan","Test","Bengaluru","2005-03-24","",""
"10437","R Dravid",NA,"10","26","2","0","38.46","1","West Indies","ODI","Colombo (RPS)","2005-08-07","",""
"10438","IK Pathan",NA,"10","7","1","0","142.85","1","New Zealand","ODI","Harare","2005-09-06","",""
"10439","Yuvraj Singh",NA,"10","10","2","0","100.00","2","Sri Lanka","ODI","Pune","2005-11-03","",""
"10440","R Dravid",NA,"10","17","0","0","58.82","2","South Africa","ODI","Bengaluru","2005-11-19","",""
"10441","Z Khan",NA,"10","17","2","0","58.82","4","Pakistan","Test","Karachi","2006-01-29","",""
"10442","W Jaffer",NA,"10","57","1","0","17.54","4","England","Test","Mumbai","2006-03-18","",""
"10443","Y Venugopal Rao",NA,"10","11","2","0","90.90","1","England","ODI","Jamshedpur","2006-04-12","",""
"10444","A Kumble",NA,"10","44","1","0","22.72","3","West Indies","Test","Kingston","2006-06-30","",""
"10445","V Sehwag",NA,"10","11","0","0","90.90","2","Australia","ODI","Kuala Lumpur","2006-09-22","",""
"10446","SR Tendulkar",NA,"10","26","2","0","38.46","1","Australia","ODI","Mohali","2006-10-29","",""
"10447","IK Pathan",NA,"10","7","1","0","142.85","1","Australia","ODI","Mohali","2006-10-29","",""
"10448","M Kaif",NA,"10","17","1","0","58.82","2","South Africa","ODI","Cape Town","2006-11-26","",""
"10449","Harbhajan Singh",NA,"10","12","2","0","83.33","2","South Africa","ODI","Cape Town","2006-11-26","",""
"10450","W Jaffer",NA,"10","20","2","0","50.00","2","South Africa","ODI","Port Elizabeth","2006-11-29","",""
"10451","M Kaif",NA,"10","22","2","0","45.45","2","South Africa","ODI","Port Elizabeth","2006-11-29","",""
"10452","SR Tendulkar",NA,"10","12","2","0","83.33","2","South Africa","T20I","Johannesburg","2006-12-01","",""
"10453","S Sreesanth",NA,"10","12","2","0","83.33","4","South Africa","Test","Durban","2006-12-26","",""
"10454","Yuvraj Singh",NA,"10","21","1","0","47.61","1","West Indies","ODI","Chennai","2007-01-27","",""
"10455","AB Agarkar",NA,"10","25","0","0","40.00","2","Sri Lanka","ODI","Port of Spain","2007-03-23","",""
"10456","MM Patel",NA,"10","17","1","0","58.82","2","Sri Lanka","ODI","Port of Spain","2007-03-23","",""
"10457","RR Powar",NA,"10","20","1","0","50.00","1","England","ODI","Lord's","2007-09-08","",""
"10458","Yuvraj Singh",NA,"10","10","0","1","100.00","2","Australia","ODI","Kochi","2007-10-02","",""
"10459","V Sehwag",NA,"10","13","1","0","76.92","2","Pakistan","ODI","Jaipur","2007-11-18","",""
"10460","SR Tendulkar",NA,"10","17","1","0","58.82","1","Australia","ODI","Brisbane","2008-02-03","",""
"10461","RV Uthappa",NA,"10","28","0","0","35.71","2","Sri Lanka","ODI","Adelaide","2008-02-19","",""
"10462","Yuvraj Singh",NA,"10","21","1","0","47.61","2","Australia","ODI","Sydney","2008-03-02","",""
"10463","W Jaffer",NA,"10","11","2","0","90.90","4","South Africa","Test","Kanpur","2008-04-11","",""
"10464","R Dravid",NA,"10","30","1","0","33.33","3","Sri Lanka","Test","Colombo (SSC)","2008-07-23","",""
"10465","R Dravid",NA,"10","29","0","0","34.48","1","Sri Lanka","Test","Colombo (PSS)","2008-08-08","",""
"10466","SK Raina",NA,"10","13","2","0","76.92","2","Sri Lanka","ODI","Colombo (RPS)","2008-08-29","",""
"10467","G Gambhir",NA,"10","9","2","0","111.11","1","Sri Lanka","ODI","Colombo (RPS)","2009-02-03","",""
"10468","G Gambhir",NA,"10","13","0","1","76.92","1","New Zealand","T20I","Wellington","2009-02-27","",""
"10469","SK Raina",NA,"10","8","1","0","125.00","1","Bangladesh","T20I","Nottingham","2009-06-06","",""
