"","player_name","teamName","runs","balls_faced","4s","6s","strike_rate","innings_number","opposition","match_format","venue","date","city","batting_position"
"1","ML Hayden",NA,"380","437","38","11","86.95","1","Zimbabwe","Test","Perth","2003-10-09","",""
"2","MA Taylor",NA,"334","564","32","1","59.21","1","Pakistan","Test","Peshawar","1998-10-15","",""
"3","DG Bradman",NA,"334","448","46","0","74.55","1","England","Test","Leeds","1930-07-11","",""
"4","MJ Clarke",NA,"329","468","39","1","70.29","2","India","Test","Sydney","2012-01-03","",""
"5","RB Simpson",NA,"311","743","23","1","41.85","1","England","Test","Manchester","1964-07-23","",""
"6","RM Cowper",NA,"307","589","20","0","52.12","2","England","Test","Melbourne","1966-02-11","",""
"7","DG Bradman",NA,"304","473","43","2","64.27","2","England","Test","Leeds","1934-07-20","",""
"8","DG Bradman",NA,"299","-","23","0","-","2","South Africa","Test","Adelaide","1932-01-29","",""
"9","DG Bradman",NA,"270","375","22","0","72.00","3","England","Test","Melbourne","1937-01-01","",""
"10","AC Voges",NA,"269","285","33","0","94.38","1","West Indies","Test","Hobart","2015-12-10","",""
"11","GN Yallop",NA,"268","517","29","0","51.83","2","Pakistan","Test","Melbourne","1983-12-26","",""
"12","WH Ponsford",NA,"266","422","27","0","63.03","1","England","Test","The Oval","1934-08-18","",""
"13","MJ Clarke",NA,"259","398","26","0","65.07","2","South Africa","Test","Brisbane","2012-11-09","",""
"14","RT Ponting",NA,"257","458","25","0","56.11","2","India","Test","Melbourne","2003-12-26","",""
"15","DG Bradman",NA,"254","376","25","0","67.55","2","England","Test","Lord's","1930-06-27","",""
"16","DA Warner",NA,"253","286","24","2","88.46","1","New Zealand","Test","Perth","2015-11-13","",""
"17","KD Walters",NA,"250","342","30","2","73.09","1","New Zealand","Test","Christchurch","1977-02-18","",""
"18","JL Langer",NA,"250","407","30","1","61.42","1","England","Test","Melbourne","2002-12-26","",""
"19","GS Chappell",NA,"247","356","30","1","69.38","1","New Zealand","Test","Wellington","1974-03-01","",""
"20","DG Bradman",NA,"244","271","32","1","90.03","1","England","Test","The Oval","1934-08-18","",""
"21","KD Walters",NA,"242","412","24","0","58.73","1","West Indies","Test","Sydney","1969-02-14","",""
"22","RT Ponting",NA,"242","352","31","0","68.75","1","India","Test","Adelaide","2003-12-12","",""
"23","AC Voges",NA,"239","364","30","3","65.65","2","New Zealand","Test","Wellington","2016-02-12","",""
"24","SPD Smith",NA,"239","399","30","1","59.89","2","England","Test","Perth","2017-12-14","",""
"25","GS Chappell",NA,"235","363","21","0","64.73","1","Pakistan","Test","Faisalabad","1980-03-06","",""
"26","SG Barnes",NA,"234","667","17","0","35.08","2","England","Test","Sydney","1946-12-13","",""
"27","DG Bradman",NA,"234","396","24","0","59.09","2","England","Test","Sydney","1946-12-13","",""
"28","DG Bradman",NA,"232","417","16","0","55.63","2","England","Test","The Oval","1930-08-16","",""
"29","SJ McCabe",NA,"232","277","34","1","83.75","2","England","Test","Nottingham","1938-06-10","",""
"30","MJ Clarke",NA,"230","257","40","1","89.49","1","South Africa","Test","Adelaide","2012-11-22","",""
"31","DG Bradman",NA,"226","-","22","0","-","1","South Africa","Test","Brisbane","1931-11-27","",""
"32","RB Simpson",NA,"225","427","18","1","52.69","2","England","Test","Adelaide","1966-01-28","",""
"33","DG Bradman",NA,"223","-","24","0","-","1","West Indies","Test","Brisbane","1931-01-16","",""
"34","JL Langer",NA,"223","355","30","0","62.81","2","India","Test","Sydney","2000-01-02","",""
"35","RT Ponting",NA,"221","404","21","0","54.70","1","India","Test","Adelaide","2012-01-24","",""
"36","MA Taylor",NA,"219","461","23","0","47.50","1","England","Test","Nottingham","1989-08-10","",""
"37","MJ Slater",NA,"219","321","15","5","68.22","2","Sri Lanka","Test","Perth","1995-12-08","",""
"38","DM Jones",NA,"216","347","16","0","62.24","1","West Indies","Test","Adelaide","1989-02-03","",""
"39","JL Langer",NA,"215","368","25","3","58.42","1","New Zealand","Test","Adelaide","2004-11-26","",""
"40","SPD Smith",NA,"215","346","25","1","62.13","1","England","Test","Lord's","2015-07-16","",""
"41","VT Trumper",NA,"214","247","26","0","86.63","2","South Africa","Test","Adelaide","1911-01-07","",""
"42","GS Blewett",NA,"214","421","33","0","50.83","2","South Africa","Test","Johannesburg","1997-02-28","",""
"43","KJ Hughes",NA,"213","301","21","0","70.76","1","India","Test","Adelaide","1981-01-23","",""
"44","DG Bradman",NA,"212","395","14","0","53.67","3","England","Test","Adelaide","1937-01-29","",""
"45","WL Murdoch",NA,"211","525","24","0","40.19","1","England","Test","The Oval","1884-08-11","",""
"46","WM Lawry",NA,"210","-","-","3","-","1","West Indies","Test","Bridgetown","1965-05-05","",""
"47","DM Jones",NA,"210","330","27","2","63.63","1","India","Test","Chennai","1986-09-18","",""
"48","MJ Clarke",NA,"210","275","26","1","76.36","1","India","Test","Adelaide","2012-01-24","",""
"49","RT Ponting",NA,"209","354","25","0","59.03","1","Pakistan","Test","Hobart","2010-01-14","",""
"50","KR Stackpole",NA,"207","356","25","1","58.14","1","England","Test","Brisbane","1970-11-27","",""
"51","RT Ponting",NA,"207","332","30","0","62.34","2","Pakistan","Test","Sydney","2005-01-02","",""
"52","WA Brown",NA,"206","370","22","0","55.67","2","England","Test","Lord's","1938-06-24","",""
"53","AR Morris",NA,"206","-","23","0","-","1","England","Test","Adelaide","1951-02-02","",""
"54","RT Ponting",NA,"206","362","24","1","56.90","1","West Indies","Test","Port of Spain","2003-04-19","",""
"55","RN Harvey",NA,"205","-","19","0","-","1","South Africa","Test","Melbourne","1953-02-06","",""
"56","WM Lawry",NA,"205","416","12","1","49.27","2","West Indies","Test","Melbourne","1968-12-26","",""
"57","AR Border",NA,"205","485","20","0","42.26","2","New Zealand","Test","Adelaide","1987-12-11","",""
"58","AC Gilchrist",NA,"204","213","19","8","95.77","1","South Africa","Test","Johannesburg","2002-02-22","",""
"59","RN Harvey",NA,"204","-","24","1","-","2","West Indies","Test","Kingston","1955-06-11","",""
"60","GS Chappell",NA,"204","296","27","0","68.91","2","India","Test","Sydney","1981-01-02","",""
"61","BJ Hodge",NA,"203","332","22","0","61.14","3","South Africa","Test","Perth","2005-12-16","",""
"62","HL Collins",NA,"203","-","26","0","-","1","South Africa","Test","Johannesburg","1921-11-12","",""
"63","ML Hayden",NA,"203","320","15","6","63.43","1","India","Test","Chennai","2001-03-18","",""
"64","J Ryder",NA,"201","461","12","1","43.60","1","England","Test","Adelaide","1925-01-16","",""
"65","JN Gillespie",NA,"201","425","26","2","47.29","2","Bangladesh","Test","Chattogram","2006-04-16","",""
"66","SE Gregory",NA,"201","-","28","0","-","1","England","Test","Sydney","1894-12-14","",""
"67","DG Bradman",NA,"201","296","21","1","67.90","1","India","Test","Adelaide","1948-01-23","",""
"68","RB Simpson",NA,"201","-","-","0","-","1","West Indies","Test","Bridgetown","1965-05-05","",""
"69","GS Chappell",NA,"201","296","6","0","67.90","2","Pakistan","Test","Brisbane","1981-11-27","",""
"70","AR Border",NA,"200","399","26","0","50.12","1","England","Test","Leeds","1993-07-22","",""
"71","DC Boon",NA,"200","326","28","0","61.34","1","New Zealand","Test","Perth","1989-11-24","",""
"72","SR Waugh",NA,"200","425","17","1","47.05","2","West Indies","Test","Kingston","1995-04-29","",""
"73","MTG Elliott",NA,"199","351","26","3","56.69","2","England","Test","Leeds","1997-07-24","",""
"74","SR Waugh",NA,"199","376","20","1","52.92","1","West Indies","Test","Bridgetown","1999-03-26","",""
"75","SPD Smith",NA,"199","361","21","2","55.12","1","West Indies","Test","Kingston","2015-06-11","",""
"76","AL Hassett",NA,"198","305","16","0","64.91","1","India","Test","Adelaide","1948-01-23","",""
"77","RT Ponting",NA,"197","288","22","0","68.40","2","Pakistan","Test","Perth","1999-11-26","",""
"78","ML Hayden",NA,"197","268","25","2","73.50","1","England","Test","Brisbane","2002-11-07","",""
"79","AR Morris",NA,"196","-","16","0","-","2","England","Test","The Oval","1948-08-14","",""
"80","IM Chappell",NA,"196","243","21","4","80.65","2","Pakistan","Test","Adelaide","1972-12-22","",""
"81","AR Border",NA,"196","318","22","0","61.63","2","England","Test","Lord's","1985-06-27","",""
"82","RT Ponting",NA,"196","319","24","0","61.44","1","England","Test","Brisbane","2006-11-23","",""
"83","MEK Hussey",NA,"195","330","26","1","59.09","2","England","Test","Brisbane","2010-11-25","",""
"84","W Bardsley",NA,"193","-","13","0","-","1","England","Test","Lord's","1926-06-26","",""
"85","IM Chappell",NA,"192","367","17","0","52.31","1","England","Test","The Oval","1975-08-28","",""
"86","SPD Smith",NA,"192","305","15","2","62.95","1","India","Test","Melbourne","2014-12-26","",""
"87","C Hill",NA,"191","200","18","0","95.50","1","South Africa","Test","Sydney","1910-12-09","",""
"88","JL Langer",NA,"191","280","18","3","68.21","1","Pakistan","Test","Perth","2004-12-16","",""
"89","RN Harvey",NA,"190","-","21","0","-","2","South Africa","Test","Sydney","1953-01-09","",""
"90","SJ McCabe",NA,"189","-","-","0","-","4","South Africa","Test","Johannesburg","1935-12-24","",""
"91","JW Burke",NA,"189","-","15","0","-","1","South Africa","Test","Cape Town","1957-12-31","",""
"92","C Hill",NA,"188","-","21","0","-","1","England","Test","Melbourne","1898-01-29","",""
"93","SJ McCabe",NA,"187","233","25","0","80.25","1","England","Test","Sydney","1932-12-02","",""
"94","DG Bradman",NA,"187","313","19","0","59.74","1","England","Test","Brisbane","1946-11-29","",""
"95","MJ Clarke",NA,"187","314","23","0","59.55","1","England","Test","Manchester","2013-08-01","",""
"96","VT Trumper",NA,"185","-","26","0","-","3","England","Test","Sydney","1903-12-11","",""
"97","SR Watson",NA,"185","96","15","15","192.70","2","Bangladesh","ODI","Dhaka","2011-04-11","",""
"98","DG Bradman",NA,"185","336","20","0","55.05","1","India","Test","Brisbane","1947-11-28","",""
"99","DM Jones",NA,"184","421","12","1","43.70","1","England","Test","Sydney","1987-01-10","",""
"100","DC Boon",NA,"184","431","14","0","42.69","3","England","Test","Sydney","1988-01-29","",""
"101","MT Renshaw",NA,"184","293","20","0","62.79","1","Pakistan","Test","Sydney","2017-01-03","",""
"102","WH Ponsford",NA,"183","-","11","0","-","1","West Indies","Test","Sydney","1931-01-01","",""
"103","GS Chappell",NA,"182","274","22","0","66.42","2","West Indies","Test","Sydney","1976-01-03","",""
"104","AR Morris",NA,"182","-","33","0","-","4","England","Test","Leeds","1948-07-22","",""
"105","GS Chappell",NA,"182","400","17","0","45.50","2","Pakistan","Test","Sydney","1984-01-02","",""
"106","MEK Hussey",NA,"182","203","21","1","89.65","2","Bangladesh","Test","Chattogram","2006-04-16","",""
"107","SE Marsh",NA,"182","266","15","1","68.42","1","West Indies","Test","Hobart","2015-12-10","",""
"108","ML Hayden",NA,"181","166","11","10","109.03","1","New Zealand","ODI","Hamilton","2007-02-20","",""
"109","WH Ponsford",NA,"181","413","19","0","43.82","2","England","Test","Leeds","1934-07-20","",""
"110","NCL O'Neill",NA,"181","-","22","0","-","2","West Indies","Test","Brisbane","1960-12-09","",""
"111","PJP Burge",NA,"181","-","22","0","-","2","England","Test","The Oval","1961-08-17","",""
"112","MR Marsh",NA,"181","236","29","0","76.69","2","England","Test","Perth","2017-12-14","",""
"113","DA Warner",NA,"180","159","20","5","113.20","2","India","Test","Perth","2012-01-13","",""
"114","JA Burns",NA,"180","260","27","0","69.23","1","Sri Lanka","Test","Canberra","2019-02-01","",""
"115","JL Langer",NA,"179","350","13","0","51.14","1","England","Test","Adelaide","1998-12-11","",""
"116","KC Wessels",NA,"179","233","23","1","76.82","1","Pakistan","Test","Adelaide","1983-12-09","",""
"117","DA Warner",NA,"179","128","19","5","139.84","1","Pakistan","ODI","Adelaide","2017-01-26","",""
"118","SPD Smith",NA,"178","361","17","0","49.30","1","India","Test","Ranchi","2017-03-16","",""
"119","J Darling",NA,"178","-","26","3","-","1","England","Test","Adelaide","1898-01-14","",""
"120","RN Harvey",NA,"178","-","16","0","-","1","South Africa","Test","Cape Town","1949-12-31","",""
"121","DA Warner",NA,"178","133","19","5","133.83","1","Afghanistan","ODI","Perth","2015-03-04","",""
"122","SR Waugh",NA,"177","242","24","0","73.14","1","England","Test","Leeds","1989-06-08","",""
"123","ML Hayden",NA,"177","260","22","3","68.07","3","West Indies","Test","St John's","2003-05-09","",""
"124","DS Lehmann",NA,"177","207","22","0","85.50","2","Bangladesh","Test","Cairns","2003-07-25","",""
"125","RB Simpson",NA,"176","355","17","0","49.57","2","India","Test","Perth","1977-12-16","",""
"126","GS Chappell",NA,"176","218","23","2","80.73","1","New Zealand","Test","Christchurch","1982-03-19","",""
"127","MJ Slater",NA,"176","244","25","0","72.13","1","England","Test","Brisbane","1994-11-25","",""
"128","SR Watson",NA,"176","247","25","1","71.25","1","England","Test","The Oval","2013-08-21","",""
"129","UT Khawaja",NA,"174","239","16","2","72.80","1","New Zealand","Test","Brisbane","2015-11-05","",""
"130","DG Bradman",NA,"173","292","29","0","59.24","4","England","Test","Leeds","1948-07-22","",""
"131","KC Wessels",NA,"173","352","14","0","49.14","1","West Indies","Test","Sydney","1984-12-30","",""
"132","ME Waugh",NA,"173","148","16","3","116.89","1","West Indies","ODI","Melbourne","2001-02-09","",""
"133","CJL Rogers",NA,"173","300","28","0","57.66","1","England","Test","Lord's","2015-07-16","",""
"134","DA Warner",NA,"173","136","24","0","127.20","2","South Africa","ODI","Cape Town","2016-10-12","",""
"135","GN Yallop",NA,"172","447","19","0","38.47","1","Pakistan","Test","Faisalabad","1980-03-06","",""
"136","GM Wood",NA,"172","449","21","0","38.30","2","England","Test","Nottingham","1985-07-11","",""
"137","AC Gilchrist",NA,"172","126","13","3","136.50","1","Zimbabwe","ODI","Hobart","2004-01-16","",""
"138","AJ Finch",NA,"172","76","16","10","226.31","1","Zimbabwe","T20I","Harare","2018-07-03","",""
"139","IR Redpath",NA,"171","372","14","0","45.96","2","England","Test","Perth","1970-12-11","",""
"140","UT Khawaja",NA,"171","381","18","1","44.88","2","England","Test","Sydney","2018-01-04","",""
"141","R Edwards",NA,"170","290","13","0","58.62","3","England","Test","Nottingham","1972-07-13","",""
"142","CG Macartney",NA,"170","227","20","0","74.88","2","England","Test","Sydney","1921-02-25","",""
"143","CC McDonald",NA,"170","315","12","0","53.96","1","England","Test","Adelaide","1959-01-30","",""
"144","MA Taylor",NA,"170","349","12","0","48.71","1","South Africa","Test","Melbourne","1993-12-26","",""
"145","SR Waugh",NA,"170","316","13","0","53.79","1","Sri Lanka","Test","Adelaide","1996-01-25","",""
"146","JA Burns",NA,"170","321","20","0","52.95","2","New Zealand","Test","Christchurch","2016-02-20","",""
"147","MA Taylor",NA,"169","378","21","0","44.70","2","South Africa","Test","Adelaide","1998-01-30","",""
"148","DG Bradman",NA,"169","191","15","0","88.48","1","England","Test","Melbourne","1937-02-26","",""
"149","BC Booth",NA,"169","-","19","0","-","1","South Africa","Test","Brisbane","1963-12-06","",""
"150","MJ Slater",NA,"169","271","25","1","62.36","2","Pakistan","Test","Brisbane","1999-11-05","",""
"151","RT Ponting",NA,"169","249","23","2","67.87","2","Zimbabwe","Test","Sydney","2003-10-17","",""
"152","BJ Haddin",NA,"169","222","24","2","76.12","2","New Zealand","Test","Adelaide","2008-11-28","",""
"153","GJ Cosier",NA,"168","206","20","0","81.55","1","Pakistan","Test","Melbourne","1977-01-01","",""
"154","MJ Slater",NA,"168","235","17","0","71.48","1","New Zealand","Test","Hobart","1993-11-26","",""
"155","MJ Clarke",NA,"168","253","22","2","66.40","1","New Zealand","Test","Wellington","2010-03-19","",""
"156","DG Bradman",NA,"167","-","18","0","-","3","South Africa","Test","Melbourne","1931-12-31","",""
"157","AL Hassett",NA,"167","-","14","1","-","1","South Africa","Test","Port Elizabeth","1950-03-03","",""
"158","RN Harvey",NA,"167","325","16","0","51.38","2","England","Test","Melbourne","1958-12-31","",""
"159","GN Yallop",NA,"167","392","15","0","42.60","1","India","Test","Kolkata","1979-10-26","",""
"160","VT Trumper",NA,"166","-","18","0","-","3","England","Test","Sydney","1908-02-21","",""
"161","WM Lawry",NA,"166","406","23","0","40.88","1","England","Test","Brisbane","1965-12-10","",""
"162","JL Langer",NA,"166","295","13","2","56.27","3","Sri Lanka","Test","Colombo (SSC)","2004-03-24","",""
"163","MJ Clarke",NA,"166","328","19","0","50.60","1","Pakistan","Test","Hobart","2010-01-14","",""
"164","C Bannerman",NA,"165","-","18","0","-","1","England","Test","Melbourne","1877-03-15","",""
"165","SPD Smith",NA,"165","246","13","1","67.07","2","Pakistan","Test","Melbourne","2016-12-26","",""
"166","RM Cowper",NA,"165","345","13","0","47.82","3","India","Test","Sydney","1968-01-26","",""
"167","IM Chappell",NA,"165","320","16","0","51.56","2","West Indies","Test","Melbourne","1968-12-26","",""
"168","DR Martyn",NA,"165","287","24","0","57.49","1","New Zealand","Test","Wellington","2005-03-18","",""
"169","DC Boon",NA,"164","378","15","0","43.38","1","England","Test","Lord's","1993-06-17","",""
"170","W Bardsley",NA,"164","-","15","1","-","2","South Africa","Test","Lord's","1912-07-15","",""
"171","A Jackson",NA,"164","331","15","0","49.54","2","England","Test","Adelaide","1929-02-01","",""
"172","MA Taylor",NA,"164","334","17","2","49.10","3","Sri Lanka","Test","Brisbane","1989-12-08","",""
"173","SR Waugh",NA,"164","276","19","0","59.42","1","South Africa","Test","Adelaide","1994-01-28","",""
"174","RT Ponting",NA,"164","105","13","9","156.19","1","South Africa","ODI","Johannesburg","2006-03-12","",""
"175","SPD Smith",NA,"164","157","14","4","104.45","1","New Zealand","ODI","Sydney","2016-12-04","",""
"176","AL Hassett",NA,"163","-","15","0","-","1","South Africa","Test","Adelaide","1953-01-24","",""
"177","NCL O'Neill",NA,"163","-","-","0","-","2","India","Test","Mumbai (BS)","1960-01-01","",""
"178","AR Border",NA,"163","358","16","0","45.53","3","India","Test","Melbourne","1985-12-26","",""
"179","DA Warner",NA,"163","157","13","2","103.82","1","Sri Lanka","ODI","Brisbane","2012-03-04","",""
"180","DA Warner",NA,"163","224","19","1","72.76","1","New Zealand","Test","Brisbane","2015-11-05","",""
"181","A Symonds",NA,"162","226","18","2","71.68","1","India","Test","Sydney","2008-01-02","",""
"182","SPD Smith",NA,"162","231","21","0","70.12","1","India","Test","Adelaide","2014-12-09","",""
"183","HL Collins",NA,"162","274","20","0","59.12","1","England","Test","Adelaide","1921-01-14","",""
"184","RN Harvey",NA,"162","-","17","0","-","1","England","Test","Brisbane","1954-11-26","",""
"185","AR Border",NA,"162","360","24","1","45.00","1","India","Test","Chennai","1979-09-11","",""
"186","KC Wessels",NA,"162","343","17","0","47.23","2","England","Test","Brisbane","1982-11-26","",""
"187","JL Langer",NA,"162","285","22","0","56.84","1","Sri Lanka","Test","Cairns","2004-07-09","",""
"188","AC Gilchrist",NA,"162","146","22","5","110.95","1","New Zealand","Test","Wellington","2005-03-18","",""
"189","IA Healy",NA,"161","250","20","0","64.40","1","West Indies","Test","Brisbane","1996-11-22","",""
"190","SR Watson",NA,"161","150","12","4","107.33","2","England","ODI","Melbourne","2011-01-16","",""
"191","MJ Clarke",NA,"161","301","17","0","53.48","1","South Africa","Test","Cape Town","2014-03-01","",""
"192","G Giffen",NA,"161","-","22","1","-","1","England","Test","Sydney","1894-12-14","",""
"193","WM Woodfull",NA,"161","-","5","0","-","3","South Africa","Test","Melbourne","1931-12-31","",""
"194","JW Burke",NA,"161","-","-","0","-","2","India","Test","Mumbai (BS)","1956-10-26","",""
"195","DR Martyn",NA,"161","349","21","1","46.13","3","Sri Lanka","Test","Kandy","2004-03-16","",""
"196","TM Head",NA,"161","204","21","1","78.92","1","Sri Lanka","Test","Canberra","2019-02-01","",""
"197","J Darling",NA,"160","-","30","0","-","4","England","Test","Sydney","1898-02-26","",""
"198","C Hill",NA,"160","-","18","0","-","3","England","Test","Adelaide","1908-01-10","",""
"199","PJP Burge",NA,"160","308","24","0","51.94","2","England","Test","Leeds","1964-07-02","",""
"200","SR Waugh",NA,"160","366","22","0","43.71","2","South Africa","Test","Johannesburg","1997-02-28","",""
"201","DS Lehmann",NA,"160","228","21","1","70.17","1","West Indies","Test","Port of Spain","2003-04-19","",""
"202","PJ Hughes",NA,"160","323","15","3","49.53","3","South Africa","Test","Durban","2009-03-06","",""
"203","WW Armstrong",NA,"159","-","-","0","-","3","South Africa","Test","Johannesburg","1902-10-18","",""
"204","IR Redpath",NA,"159","310","20","0","51.29","3","New Zealand","Test","Auckland","1974-03-22","",""
"205","VT Trumper",NA,"159","158","15","1","100.63","3","South Africa","Test","Melbourne","1910-12-31","",""
"206","WB Phillips",NA,"159","246","20","0","64.63","1","Pakistan","Test","Perth","1983-11-11","",""
"207","WW Armstrong",NA,"158","209","17","0","75.59","3","England","Test","Sydney","1920-12-17","",""
"208","ML Hayden",NA,"158","143","14","4","110.48","1","West Indies","ODI","North Sound","2007-03-27","",""
"209","RT Ponting",NA,"158","224","16","1","70.53","1","West Indies","Test","Kingston","2008-05-22","",""
"210","SR Waugh",NA,"157","305","19","0","51.47","1","England","Test","Leeds","1993-07-22","",""
"211","SR Waugh",NA,"157","256","21","1","61.32","1","England","Test","The Oval","2001-08-23","",""
"212","RT Ponting",NA,"157","218","20","1","72.01","1","New Zealand","Test","Hobart","2001-11-22","",""
"213","AR Morris",NA,"157","-","15","1","-","1","South Africa","Test","Port Elizabeth","1950-03-03","",""
"214","WM Lawry",NA,"157","255","19","0","61.56","2","South Africa","Test","Melbourne","1964-01-01","",""
"215","DM Jones",NA,"157","294","17","0","53.40","1","England","Test","Birmingham","1989-07-06","",""
"216","SR Waugh",NA,"157","325","15","1","48.30","2","Pakistan","Test","Rawalpindi","1998-10-01","",""
"217","SM Katich",NA,"157","332","14","0","47.28","3","West Indies","Test","Bridgetown","2008-06-12","",""
"218","SR Waugh",NA,"156","291","17","0","53.60","2","Bangladesh","Test","Cairns","2003-07-25","",""
"219","IM Chappell",NA,"156","261","16","0","59.77","1","West Indies","Test","Perth","1975-12-12","",""
"220","RT Ponting",NA,"156","275","16","1","56.72","4","England","Test","Manchester","2005-08-11","",""
"221","A Symonds",NA,"156","127","12","8","122.83","1","New Zealand","ODI","Wellington","2005-12-07","",""
"222","A Symonds",NA,"156","220","15","1","70.90","2","England","Test","Melbourne","2006-12-26","",""
"223","AJ Finch",NA,"156","63","11","14","247.61","1","England","T20I","Southampton","2013-08-29","",""
"224","GJ Bailey",NA,"156","114","13","6","136.84","1","India","ODI","Nagpur","2013-10-30","",""
"225","DA Warner",NA,"156","128","13","4","121.87","1","New Zealand","ODI","Melbourne","2016-12-09","",""
"226","SE Marsh",NA,"156","291","18","0","53.60","2","England","Test","Sydney","2018-01-04","",""
"227","WM Woodfull",NA,"155","391","9","0","39.64","2","England","Test","Lord's","1930-06-27","",""
"228","AR Morris",NA,"155","317","8","0","48.89","3","England","Test","Melbourne","1947-01-01","",""
"229","KD Walters",NA,"155","315","11","2","49.20","1","England","Test","Brisbane","1965-12-10","",""
"230","CC McDonald",NA,"154","-","16","1","-","1","South Africa","Test","Adelaide","1953-01-24","",""
"231","RN Harvey",NA,"154","-","18","0","-","1","England","Test","Adelaide","1963-01-25","",""
"232","AC Gilchrist",NA,"154","129","14","4","119.37","1","Sri Lanka","ODI","Melbourne","1999-02-07","",""
"233","RT Ponting",NA,"154","269","9","0","57.24","2","England","Test","Adelaide","2002-11-21","",""
"234","WL Murdoch",NA,"153","358","17","0","42.73","3","England","Test","The Oval","1880-09-06","",""
"235","ME Waugh",NA,"153","267","13","4","57.30","2","India","Test","Bengaluru","1998-03-25","",""
"236","RN Harvey",NA,"153","251","12","0","60.95","1","India","Test","Melbourne","1948-02-06","",""
"237","AR Morris",NA,"153","-","18","2","-","1","England","Test","Brisbane","1954-11-26","",""
"238","RB Simpson",NA,"153","-","13","0","-","2","Pakistan","Test","Karachi","1964-10-24","",""
"239","RB Simpson",NA,"153","-","12","0","-","1","South Africa","Test","Cape Town","1966-12-31","",""
"240","AR Border",NA,"153","184","16","5","83.15","3","Pakistan","Test","Lahore","1980-03-18","",""
"241","DS Lehmann",NA,"153","269","14","2","56.87","1","Sri Lanka","Test","Colombo (SSC)","2004-03-24","",""
"242","ML Hayden",NA,"153","265","13","2","57.73","2","England","Test","Melbourne","2006-12-26","",""
"243","AR Border",NA,"152","301","20","2","50.49","3","New Zealand","Test","Brisbane","1985-11-08","",""
"244","SR Waugh",NA,"152","249","17","0","61.04","2","England","Test","Lord's","1989-06-22","",""
"245","DG Bradman",NA,"152","-","13","0","-","2","West Indies","Test","Melbourne","1931-02-13","",""
"246","MJ Slater",NA,"152","263","18","0","57.79","1","England","Test","Lord's","1993-06-17","",""
"247","AC Gilchrist",NA,"152","143","20","5","106.29","2","England","Test","Birmingham","2001-07-05","",""
"248","RN Harvey",NA,"151","-","-","0","-","4","South Africa","Test","Durban","1950-01-20","",""
"249","SR Waugh",NA,"151","351","18","0","43.01","2","Zimbabwe","Test","Harare","1999-10-14","",""
"250","SR Waugh",NA,"151","312","23","0","48.39","2","New Zealand","Test","Wellington","2000-03-24","",""
"251","CG Macartney",NA,"151","-","21","0","-","1","England","Test","Leeds","1926-07-10","",""
"252","IM Chappell",NA,"151","224","21","0","67.41","2","India","Test","Melbourne","1967-12-30","",""
"253","WM Lawry",NA,"151","367","12","0","41.14","1","West Indies","Test","Sydney","1969-02-14","",""
"254","MJ Clarke",NA,"151","248","18","4","60.88","1","India","Test","Bengaluru","2004-10-06","",""
"255","A Symonds",NA,"151","127","13","3","118.89","1","Sri Lanka","ODI","Sydney","2006-02-12","",""
"256","MJ Clarke",NA,"151","176","22","0","85.79","1","South Africa","Test","Cape Town","2011-11-09","",""
"257","SE Marsh",NA,"151","151","16","5","100.00","1","Scotland","ODI","Edinburgh","2013-09-03","",""
"258","AR Border",NA,"150","281","15","2","53.38","1","Pakistan","Test","Lahore","1980-03-18","",""
"259","GS Chappell",NA,"150","250","17","0","60.00","2","Pakistan","Test","Brisbane","1983-11-25","",""
"260","DM Jones",NA,"150","295","14","1","50.84","3","India","Test","Perth","1992-02-01","",""
"261","MEK Hussey",NA,"150","253","16","1","59.28","2","India","Test","Sydney","2012-01-03","",""
"262","SR Waugh",NA,"150","323","17","0","46.43","1","India","Test","Adelaide","1999-12-10","",""
"263","RT Ponting",NA,"150","266","14","3","56.39","1","Pakistan","Test","Sharjah","2002-10-19","",""
"264","PA Jaques",NA,"150","237","18","0","63.29","1","Sri Lanka","Test","Hobart","2007-11-16","",""
"265","RT Ponting",NA,"150","224","14","1","66.96","2","England","Test","Cardiff","2009-07-08","",""
"266","AC Gilchrist",NA,"149","163","13","1","91.41","4","Pakistan","Test","Hobart","1999-11-18","",""
"267","SJ McCabe",NA,"149","-","6","0","-","2","South Africa","Test","Durban","1935-12-14","",""
"268","DC Boon",NA,"149","425","10","0","35.05","2","West Indies","Test","Sydney","1989-01-26","",""
"269","RT Ponting",NA,"149","213","15","0","69.95","1","West Indies","Test","Brisbane","2005-11-03","",""
"270","AC Gilchrist",NA,"149","104","13","8","143.26","1","Sri Lanka","ODI","Bridgetown","2007-04-28","",""
"271","SPD Smith",NA,"149","135","11","2","110.37","2","India","ODI","Perth","2016-01-12","",""
"272","AJ Finch",NA,"148","114","16","7","129.82","1","Scotland","ODI","Edinburgh","2013-09-03","",""
"273","MJ Clarke",NA,"148","245","17","0","60.40","1","England","Test","Adelaide","2013-12-05","",""
"274","SE Marsh",NA,"148","288","15","0","51.38","1","South Africa","Test","Centurion","2014-02-12","",""
"275","SR Waugh",NA,"147","281","15","0","52.31","2","New Zealand","Test","Brisbane","1993-12-03","",""
"276","PS McDonnell",NA,"147","-","16","1","-","2","England","Test","Sydney","1882-03-03","",""
"277","C Kelleway",NA,"147","404","13","0","36.38","3","England","Test","Adelaide","1921-01-14","",""
